billId,assessmentId,propertyId,countyId,taxYear,amountDue,dueDate,paidDate,status
TAX-004778,ASM-004778,PROP-01593,CTY-023,2025,2691,2025-11-01,2025-10-08,paid
TAX-004779,ASM-004779,PROP-01593,CTY-023,2026,2700,2026-11-01,,outstanding
TAX-004780,ASM-004780,PROP-01594,CTY-023,2024,2400,2024-11-01,2024-11-01,paid
TAX-004781,ASM-004781,PROP-01594,CTY-023,2025,2406,2025-11-01,2025-10-26,paid
TAX-004782,ASM-004782,PROP-01594,CTY-023,2026,2414,2026-11-01,,outstanding
TAX-004783,ASM-004783,PROP-01595,CTY-023,2024,2507,2024-11-01,2024-10-28,paid
TAX-004784,ASM-004784,PROP-01595,CTY-023,2025,2518,2025-11-01,2025-10-07,paid
TAX-004785,ASM-004785,PROP-01595,CTY-023,2026,2532,2026-11-01,,outstanding
TAX-004786,ASM-004786,PROP-01596,CTY-023,2024,2586,2024-11-01,2024-10-19,paid
TAX-004787,ASM-004787,PROP-01596,CTY-023,2025,2594,2025-11-01,2025-10-06,paid
TAX-004788,ASM-004788,PROP-01596,CTY-023,2026,2607,2026-11-01,,outstanding
TAX-004789,ASM-004789,PROP-01597,CTY-023,2024,2409,2024-11-01,2024-10-28,paid
TAX-004790,ASM-004790,PROP-01597,CTY-023,2025,2419,2025-11-01,2025-10-08,paid
TAX-004791,ASM-004791,PROP-01597,CTY-023,2026,2428,2026-11-01,,outstanding
TAX-004792,ASM-004792,PROP-01598,CTY-023,2024,2948,2024-11-01,2024-09-29,paid
TAX-004793,ASM-004793,PROP-01598,CTY-023,2025,2961,2025-11-01,2025-10-04,paid
TAX-004794,ASM-004794,PROP-01598,CTY-023,2026,2978,2026-11-01,,outstanding
TAX-004795,ASM-004795,PROP-01599,CTY-023,2024,2071,2024-11-01,2024-10-14,paid
TAX-004796,ASM-004796,PROP-01599,CTY-023,2025,2080,2025-11-01,2025-10-20,paid
TAX-004797,ASM-004797,PROP-01599,CTY-023,2026,2092,2026-11-01,,outstanding
TAX-004798,ASM-004798,PROP-01600,CTY-024,2024,2727,2024-11-01,2024-09-28,paid
TAX-004799,ASM-004799,PROP-01600,CTY-024,2025,2735,2025-11-01,2025-10-24,paid
TAX-004800,ASM-004800,PROP-01600,CTY-024,2026,2743,2026-11-01,,outstanding
TAX-004801,ASM-004801,PROP-01601,CTY-024,2024,2709,2024-11-01,2024-10-25,paid
TAX-004802,ASM-004802,PROP-01601,CTY-024,2025,2718,2025-11-01,2025-09-27,paid
TAX-004803,ASM-004803,PROP-01601,CTY-024,2026,2728,2026-11-01,,outstanding
TAX-004804,ASM-004804,PROP-01602,CTY-024,2024,2753,2024-11-01,2024-10-13,paid
TAX-004805,ASM-004805,PROP-01602,CTY-024,2025,2768,2025-11-01,2025-10-27,paid
TAX-004806,ASM-004806,PROP-01602,CTY-024,2026,2784,2026-11-01,,outstanding
TAX-004807,ASM-004807,PROP-01603,CTY-024,2024,2639,2024-11-01,2024-10-21,paid
TAX-004808,ASM-004808,PROP-01603,CTY-024,2025,2654,2025-11-01,2025-09-30,paid
TAX-004809,ASM-004809,PROP-01603,CTY-024,2026,2666,2026-11-01,,outstanding
TAX-004810,ASM-004810,PROP-01604,CTY-024,2024,2387,2024-11-01,2024-10-20,paid
TAX-004811,ASM-004811,PROP-01604,CTY-024,2025,2401,2025-11-01,2025-10-24,paid
TAX-004812,ASM-004812,PROP-01604,CTY-024,2026,2410,2026-11-01,,outstanding
TAX-004813,ASM-004813,PROP-01605,CTY-024,2024,2727,2024-11-01,2024-10-18,paid
TAX-004814,ASM-004814,PROP-01605,CTY-024,2025,2737,2025-11-01,2025-10-07,paid
TAX-004815,ASM-004815,PROP-01605,CTY-024,2026,2745,2026-11-01,,outstanding
TAX-004816,ASM-004816,PROP-01606,CTY-024,2024,2382,2024-11-01,2024-10-16,paid
TAX-004817,ASM-004817,PROP-01606,CTY-024,2025,2393,2025-11-01,2025-10-04,paid
TAX-004818,ASM-004818,PROP-01606,CTY-024,2026,2403,2026-11-01,,outstanding
TAX-004819,ASM-004819,PROP-01607,CTY-024,2024,2665,2024-11-01,2024-09-22,paid
TAX-004820,ASM-004820,PROP-01607,CTY-024,2025,2680,2025-11-01,2025-10-24,paid
TAX-004821,ASM-004821,PROP-01607,CTY-024,2026,2690,2026-11-01,,outstanding
TAX-004822,ASM-004822,PROP-01608,CTY-024,2024,2857,2024-11-01,2024-10-27,paid
TAX-004823,ASM-004823,PROP-01608,CTY-024,2025,2873,2025-11-01,2025-09-27,paid
TAX-004824,ASM-004824,PROP-01608,CTY-024,2026,2880,2026-11-01,,outstanding
TAX-004825,ASM-004825,PROP-01609,CTY-024,2024,1990,2024-11-01,2024-10-10,paid
TAX-004826,ASM-004826,PROP-01609,CTY-024,2025,1996,2025-11-01,2025-10-11,paid
TAX-004827,ASM-004827,PROP-01609,CTY-024,2026,2002,2026-11-01,,outstanding
TAX-004828,ASM-004828,PROP-01610,CTY-024,2024,2583,2024-11-01,2024-10-16,paid
TAX-004829,ASM-004829,PROP-01610,CTY-024,2025,2590,2025-11-01,2025-09-22,paid
TAX-004830,ASM-004830,PROP-01610,CTY-024,2026,2602,2026-11-01,,outstanding
TAX-004831,ASM-004831,PROP-01611,CTY-024,2024,2141,2024-11-01,2024-09-27,paid
TAX-004832,ASM-004832,PROP-01611,CTY-024,2025,2153,2025-11-01,2025-09-30,paid
TAX-004833,ASM-004833,PROP-01611,CTY-024,2026,2161,2026-11-01,,outstanding
TAX-004834,ASM-004834,PROP-01612,CTY-024,2024,2230,2024-11-01,2024-10-17,paid
TAX-004835,ASM-004835,PROP-01612,CTY-024,2025,2236,2025-11-01,2025-10-08,paid
TAX-004836,ASM-004836,PROP-01612,CTY-024,2026,2246,2026-11-01,,outstanding
TAX-004837,ASM-004837,PROP-01613,CTY-024,2024,2095,2024-11-01,2024-10-12,paid
TAX-004838,ASM-004838,PROP-01613,CTY-024,2025,2104,2025-11-01,2025-10-21,paid
TAX-004839,ASM-004839,PROP-01613,CTY-024,2026,2110,2026-11-01,,outstanding
TAX-004840,ASM-004840,PROP-01614,CTY-024,2024,2256,2024-11-01,2024-10-28,paid
TAX-004841,ASM-004841,PROP-01614,CTY-024,2025,2268,2025-11-01,2025-10-26,paid
TAX-004842,ASM-004842,PROP-01614,CTY-024,2026,2275,2026-11-01,,outstanding
TAX-004843,ASM-004843,PROP-01615,CTY-024,2024,2512,2024-11-01,2024-10-12,paid
TAX-004844,ASM-004844,PROP-01615,CTY-024,2025,2518,2025-11-01,2025-09-26,paid
TAX-004845,ASM-004845,PROP-01615,CTY-024,2026,2531,2026-11-01,,outstanding
TAX-004846,ASM-004846,PROP-01616,CTY-024,2024,2152,2024-11-01,2024-10-24,paid
TAX-004847,ASM-004847,PROP-01616,CTY-024,2025,2164,2025-11-01,2025-10-07,paid
TAX-004848,ASM-004848,PROP-01616,CTY-024,2026,2174,2026-11-01,,outstanding
TAX-004849,ASM-004849,PROP-01617,CTY-024,2024,2717,2024-11-01,2024-10-26,paid
TAX-004850,ASM-004850,PROP-01617,CTY-024,2025,2734,2025-11-01,2025-10-10,paid
TAX-004851,ASM-004851,PROP-01617,CTY-024,2026,2747,2026-11-01,,outstanding
TAX-004852,ASM-004852,PROP-01618,CTY-024,2024,2474,2024-11-01,2024-09-30,paid
TAX-004853,ASM-004853,PROP-01618,CTY-024,2025,2483,2025-11-01,2025-10-14,paid
TAX-004854,ASM-004854,PROP-01618,CTY-024,2026,2494,2026-11-01,,outstanding
TAX-004855,ASM-004855,PROP-01619,CTY-024,2024,2554,2024-11-01,2024-10-06,paid
TAX-004856,ASM-004856,PROP-01619,CTY-024,2025,2570,2025-11-01,2025-11-01,paid
TAX-004857,ASM-004857,PROP-01619,CTY-024,2026,2584,2026-11-01,,outstanding
TAX-004858,ASM-004858,PROP-01620,CTY-024,2024,2025,2024-11-01,2024-10-30,paid
TAX-004859,ASM-004859,PROP-01620,CTY-024,2025,2032,2025-11-01,2025-10-02,paid
TAX-004860,ASM-004860,PROP-01620,CTY-024,2026,2043,2026-11-01,,outstanding
TAX-004861,ASM-004861,PROP-01621,CTY-024,2024,2407,2024-11-01,2024-10-03,paid
TAX-004862,ASM-004862,PROP-01621,CTY-024,2025,2414,2025-11-01,2025-09-26,paid
TAX-004863,ASM-004863,PROP-01621,CTY-024,2026,2421,2026-11-01,,outstanding
TAX-004864,ASM-004864,PROP-01622,CTY-024,2024,2802,2024-11-01,2024-10-31,paid
TAX-004865,ASM-004865,PROP-01622,CTY-024,2025,2814,2025-11-01,2025-09-29,paid
TAX-004866,ASM-004866,PROP-01622,CTY-024,2026,2829,2026-11-01,,outstanding
TAX-004867,ASM-004867,PROP-01623,CTY-024,2024,2507,2024-11-01,2024-10-22,paid
TAX-004868,ASM-004868,PROP-01623,CTY-024,2025,2521,2025-11-01,2025-10-26,paid
TAX-004869,ASM-004869,PROP-01623,CTY-024,2026,2534,2026-11-01,,outstanding
TAX-004870,ASM-004870,PROP-01624,CTY-024,2024,2304,2024-11-01,2024-10-06,paid
TAX-004871,ASM-004871,PROP-01624,CTY-024,2025,2313,2025-11-01,2025-10-26,paid
TAX-004872,ASM-004872,PROP-01624,CTY-024,2026,2326,2026-11-01,,outstanding
TAX-004873,ASM-004873,PROP-01625,CTY-024,2024,2952,2024-11-01,2024-10-11,paid
TAX-004874,ASM-004874,PROP-01625,CTY-024,2025,2964,2025-11-01,2025-10-13,paid
TAX-004875,ASM-004875,PROP-01625,CTY-024,2026,2981,2026-11-01,,outstanding
TAX-004876,ASM-004876,PROP-01626,CTY-024,2024,2821,2024-11-01,2024-10-27,paid
TAX-004877,ASM-004877,PROP-01626,CTY-024,2025,2831,2025-11-01,2025-10-16,paid
TAX-004878,ASM-004878,PROP-01626,CTY-024,2026,2846,2026-11-01,,outstanding
TAX-004879,ASM-004879,PROP-01627,CTY-024,2024,2152,2024-11-01,2024-10-20,paid
TAX-004880,ASM-004880,PROP-01627,CTY-024,2025,2161,2025-11-01,2025-10-19,paid
TAX-004881,ASM-004881,PROP-01627,CTY-024,2026,2174,2026-11-01,,outstanding
TAX-004882,ASM-004882,PROP-01628,CTY-024,2024,2645,2024-11-01,2024-10-08,paid
TAX-004883,ASM-004883,PROP-01628,CTY-024,2025,2661,2025-11-01,2025-10-04,paid
TAX-004884,ASM-004884,PROP-01628,CTY-024,2026,2668,2026-11-01,,outstanding
TAX-004885,ASM-004885,PROP-01629,CTY-024,2024,2319,2024-11-01,2024-10-20,paid
TAX-004886,ASM-004886,PROP-01629,CTY-024,2025,2330,2025-11-01,2025-10-25,paid
TAX-004887,ASM-004887,PROP-01629,CTY-024,2026,2344,2026-11-01,,outstanding
TAX-004888,ASM-004888,PROP-01630,CTY-025,2024,4025,2024-11-01,2024-10-18,paid
TAX-004889,ASM-004889,PROP-01630,CTY-025,2025,4231,2025-11-01,2025-09-29,paid
TAX-004890,ASM-004890,PROP-01630,CTY-025,2026,4541,2026-11-01,,outstanding
TAX-004891,ASM-004891,PROP-01631,CTY-025,2024,3704,2024-11-01,2024-10-14,paid
TAX-004892,ASM-004892,PROP-01631,CTY-025,2025,3965,2025-11-01,2025-09-29,paid
TAX-004893,ASM-004893,PROP-01631,CTY-025,2026,4282,2026-11-01,,outstanding
TAX-004894,ASM-004894,PROP-01632,CTY-025,2024,3770,2024-11-01,2024-10-02,paid
TAX-004895,ASM-004895,PROP-01632,CTY-025,2025,4022,2025-11-01,2025-10-14,paid
TAX-004896,ASM-004896,PROP-01632,CTY-025,2026,4289,2026-11-01,,outstanding
TAX-004897,ASM-004897,PROP-01633,CTY-025,2024,4670,2024-11-01,2024-10-14,paid
TAX-004898,ASM-004898,PROP-01633,CTY-025,2025,4921,2025-11-01,2025-10-06,paid
TAX-004899,ASM-004899,PROP-01633,CTY-025,2026,5115,2026-11-01,,outstanding
TAX-004900,ASM-004900,PROP-01634,CTY-025,2024,3536,2024-11-01,2024-10-03,paid
TAX-004901,ASM-004901,PROP-01634,CTY-025,2025,3710,2025-11-01,2025-10-05,paid
TAX-004902,ASM-004902,PROP-01634,CTY-025,2026,3853,2026-11-01,,outstanding
TAX-004903,ASM-004903,PROP-01635,CTY-025,2024,3262,2024-11-01,2024-10-27,paid
TAX-004904,ASM-004904,PROP-01635,CTY-025,2025,3519,2025-11-01,2025-09-26,paid
TAX-004905,ASM-004905,PROP-01635,CTY-025,2026,3702,2026-11-01,,outstanding
TAX-004906,ASM-004906,PROP-01636,CTY-025,2024,4706,2024-11-01,2024-09-24,paid
TAX-004907,ASM-004907,PROP-01636,CTY-025,2025,5127,2025-11-01,2025-10-27,paid
TAX-004908,ASM-004908,PROP-01636,CTY-025,2026,5327,2026-11-01,,outstanding
TAX-004909,ASM-004909,PROP-01637,CTY-025,2024,4451,2024-11-01,2024-10-13,paid
TAX-004910,ASM-004910,PROP-01637,CTY-025,2025,4758,2025-11-01,2025-09-23,paid
TAX-004911,ASM-004911,PROP-01637,CTY-025,2026,5007,2026-11-01,,outstanding
TAX-004912,ASM-004912,PROP-01638,CTY-025,2024,4463,2024-11-01,2024-10-15,paid
TAX-004913,ASM-004913,PROP-01638,CTY-025,2025,4776,2025-11-01,2025-09-29,paid
TAX-004914,ASM-004914,PROP-01638,CTY-025,2026,5115,2026-11-01,,outstanding
TAX-004915,ASM-004915,PROP-01639,CTY-025,2024,3945,2024-11-01,2024-10-01,paid
TAX-004916,ASM-004916,PROP-01639,CTY-025,2025,4187,2025-11-01,2025-09-27,paid
TAX-004917,ASM-004917,PROP-01639,CTY-025,2026,4479,2026-11-01,,outstanding
TAX-004918,ASM-004918,PROP-01640,CTY-025,2024,3880,2024-11-01,2024-10-28,paid
TAX-004919,ASM-004919,PROP-01640,CTY-025,2025,4172,2025-11-01,2025-10-29,paid
TAX-004920,ASM-004920,PROP-01640,CTY-025,2026,4556,2026-11-01,,outstanding
TAX-004921,ASM-004921,PROP-01641,CTY-025,2024,3591,2024-11-01,2024-10-10,paid
TAX-004922,ASM-004922,PROP-01641,CTY-025,2025,3727,2025-11-01,2025-09-22,paid
TAX-004923,ASM-004923,PROP-01641,CTY-025,2026,3986,2026-11-01,,outstanding
TAX-004924,ASM-004924,PROP-01642,CTY-025,2024,3687,2024-11-01,2024-10-04,paid
TAX-004925,ASM-004925,PROP-01642,CTY-025,2025,3872,2025-11-01,2025-09-29,paid
TAX-004926,ASM-004926,PROP-01642,CTY-025,2026,4021,2026-11-01,,outstanding
TAX-004927,ASM-004927,PROP-01643,CTY-025,2024,3603,2024-11-01,2024-10-02,paid
TAX-004928,ASM-004928,PROP-01643,CTY-025,2025,3752,2025-11-01,2025-10-02,paid
TAX-004929,ASM-004929,PROP-01643,CTY-025,2026,4100,2026-11-01,,outstanding
TAX-004930,ASM-004930,PROP-01644,CTY-025,2024,4438,2024-11-01,2024-10-19,paid
TAX-004931,ASM-004931,PROP-01644,CTY-025,2025,4696,2025-11-01,2025-10-04,paid
TAX-004932,ASM-004932,PROP-01644,CTY-025,2026,5094,2026-11-01,,outstanding
TAX-004933,ASM-004933,PROP-01645,CTY-025,2024,4389,2024-11-01,2024-10-25,paid
TAX-004934,ASM-004934,PROP-01645,CTY-025,2025,4554,2025-11-01,2025-10-26,paid
TAX-004935,ASM-004935,PROP-01645,CTY-025,2026,4973,2026-11-01,,outstanding
TAX-004936,ASM-004936,PROP-01646,CTY-025,2024,4297,2024-11-01,2024-10-11,paid
TAX-004937,ASM-004937,PROP-01646,CTY-025,2025,4577,2025-11-01,2025-10-31,paid
TAX-004938,ASM-004938,PROP-01646,CTY-025,2026,4779,2026-11-01,,outstanding
TAX-004939,ASM-004939,PROP-01647,CTY-025,2024,4453,2024-11-01,2024-10-28,paid
TAX-004940,ASM-004940,PROP-01647,CTY-025,2025,4705,2025-11-01,2025-10-16,paid
TAX-004941,ASM-004941,PROP-01647,CTY-025,2026,4905,2026-11-01,,outstanding
TAX-004942,ASM-004942,PROP-01648,CTY-025,2024,5170,2024-11-01,2024-10-29,paid
TAX-004943,ASM-004943,PROP-01648,CTY-025,2025,5634,2025-11-01,2025-10-22,paid
TAX-004944,ASM-004944,PROP-01648,CTY-025,2026,5883,2026-11-01,,outstanding
TAX-004945,ASM-004945,PROP-01649,CTY-025,2024,3675,2024-11-01,2024-10-11,paid
TAX-004946,ASM-004946,PROP-01649,CTY-025,2025,3962,2025-11-01,2025-10-07,paid
TAX-004947,ASM-004947,PROP-01649,CTY-025,2026,4222,2026-11-01,,outstanding
TAX-004948,ASM-004948,PROP-01650,CTY-025,2024,4862,2024-11-01,2024-10-04,paid
TAX-004949,ASM-004949,PROP-01650,CTY-025,2025,5211,2025-11-01,2025-10-19,paid
TAX-004950,ASM-004950,PROP-01650,CTY-025,2026,5645,2026-11-01,,outstanding
TAX-004951,ASM-004951,PROP-01651,CTY-025,2024,4958,2024-11-01,2024-10-26,paid
TAX-004952,ASM-004952,PROP-01651,CTY-025,2025,5262,2025-11-01,2025-10-06,paid
TAX-004953,ASM-004953,PROP-01651,CTY-025,2026,5594,2026-11-01,,outstanding
TAX-004954,ASM-004954,PROP-01652,CTY-025,2024,3614,2024-11-01,2024-10-10,paid
TAX-004955,ASM-004955,PROP-01652,CTY-025,2025,3752,2025-11-01,2025-10-08,paid
TAX-004956,ASM-004956,PROP-01652,CTY-025,2026,3986,2026-11-01,,outstanding
TAX-004957,ASM-004957,PROP-01653,CTY-025,2024,3939,2024-11-01,2024-10-09,paid
TAX-004958,ASM-004958,PROP-01653,CTY-025,2025,4247,2025-11-01,2025-10-13,paid
TAX-004959,ASM-004959,PROP-01653,CTY-025,2026,4494,2026-11-01,,outstanding
TAX-004960,ASM-004960,PROP-01654,CTY-025,2024,3757,2024-11-01,2024-10-02,paid
TAX-004961,ASM-004961,PROP-01654,CTY-025,2025,4045,2025-11-01,2025-10-20,paid
TAX-004962,ASM-004962,PROP-01654,CTY-025,2026,4410,2026-11-01,,outstanding
TAX-004963,ASM-004963,PROP-01655,CTY-025,2024,3501,2024-11-01,2024-10-01,paid
TAX-004964,ASM-004964,PROP-01655,CTY-025,2025,3686,2025-11-01,2025-10-30,paid
TAX-004965,ASM-004965,PROP-01655,CTY-025,2026,3880,2026-11-01,,outstanding
TAX-004966,ASM-004966,PROP-01656,CTY-025,2024,4183,2024-11-01,2024-10-12,paid
TAX-004967,ASM-004967,PROP-01656,CTY-025,2025,4368,2025-11-01,2025-10-01,paid
TAX-004968,ASM-004968,PROP-01656,CTY-025,2026,4757,2026-11-01,,outstanding
TAX-004969,ASM-004969,PROP-01657,CTY-025,2024,3651,2024-11-01,2024-10-09,paid
TAX-004970,ASM-004970,PROP-01657,CTY-025,2025,3882,2025-11-01,2025-09-27,paid
TAX-004971,ASM-004971,PROP-01657,CTY-025,2026,4209,2026-11-01,,outstanding
TAX-004972,ASM-004972,PROP-01658,CTY-025,2024,3912,2024-11-01,2024-10-20,paid
TAX-004973,ASM-004973,PROP-01658,CTY-025,2025,4105,2025-11-01,2025-09-27,paid
TAX-004974,ASM-004974,PROP-01658,CTY-025,2026,4362,2026-11-01,,outstanding
TAX-004975,ASM-004975,PROP-01659,CTY-025,2024,3727,2024-11-01,2024-10-04,paid
TAX-004976,ASM-004976,PROP-01659,CTY-025,2025,4040,2025-11-01,2025-10-16,paid
TAX-004977,ASM-004977,PROP-01659,CTY-025,2026,4196,2026-11-01,,outstanding
TAX-004978,ASM-004978,PROP-01660,CTY-025,2024,4104,2024-11-01,2024-10-03,paid
TAX-004979,ASM-004979,PROP-01660,CTY-025,2025,4453,2025-11-01,2025-10-10,paid
TAX-004980,ASM-004980,PROP-01660,CTY-025,2026,4633,2026-11-01,,outstanding
TAX-004981,ASM-004981,PROP-01661,CTY-025,2024,4753,2024-11-01,2024-10-19,paid
TAX-004982,ASM-004982,PROP-01661,CTY-025,2025,4931,2025-11-01,2025-10-30,paid
TAX-004983,ASM-004983,PROP-01661,CTY-025,2026,5118,2026-11-01,,outstanding
TAX-004984,ASM-004984,PROP-01662,CTY-025,2024,4854,2024-11-01,2024-09-27,paid
TAX-004985,ASM-004985,PROP-01662,CTY-025,2025,5158,2025-11-01,2025-09-23,paid
TAX-004986,ASM-004986,PROP-01662,CTY-025,2026,5486,2026-11-01,,outstanding
TAX-004987,ASM-004987,PROP-01663,CTY-025,2024,3828,2024-11-01,2024-10-01,paid
TAX-004988,ASM-004988,PROP-01663,CTY-025,2025,4057,2025-11-01,2025-10-06,paid
TAX-004989,ASM-004989,PROP-01663,CTY-025,2026,4356,2026-11-01,,outstanding
TAX-004990,ASM-004990,PROP-01664,CTY-025,2024,4080,2024-11-01,2024-10-24,paid
TAX-004991,ASM-004991,PROP-01664,CTY-025,2025,4274,2025-11-01,2025-10-28,paid
TAX-004992,ASM-004992,PROP-01664,CTY-025,2026,4625,2026-11-01,,outstanding
TAX-004993,ASM-004993,PROP-01665,CTY-025,2024,4315,2024-11-01,2024-10-11,paid
TAX-004994,ASM-004994,PROP-01665,CTY-025,2025,4528,2025-11-01,2025-10-19,paid
TAX-004995,ASM-004995,PROP-01665,CTY-025,2026,4746,2026-11-01,,outstanding
TAX-004996,ASM-004996,PROP-01666,CTY-025,2024,3775,2024-11-01,2024-10-27,paid
TAX-004997,ASM-004997,PROP-01666,CTY-025,2025,4118,2025-11-01,2025-10-17,paid
TAX-004998,ASM-004998,PROP-01666,CTY-025,2026,4315,2026-11-01,,outstanding
TAX-004999,ASM-004999,PROP-01667,CTY-025,2024,3944,2024-11-01,2024-10-20,paid
TAX-005000,ASM-005000,PROP-01667,CTY-025,2025,4119,2025-11-01,2025-10-20,paid
TAX-005001,ASM-005001,PROP-01667,CTY-025,2026,4409,2026-11-01,,outstanding
TAX-005002,ASM-005002,PROP-01668,CTY-025,2024,3567,2024-11-01,2024-09-22,paid
TAX-005003,ASM-005003,PROP-01668,CTY-025,2025,3784,2025-11-01,2025-09-29,paid
TAX-005004,ASM-005004,PROP-01668,CTY-025,2026,4070,2026-11-01,,outstanding
TAX-005005,ASM-005005,PROP-01669,CTY-025,2024,3965,2024-11-01,2024-10-21,paid
TAX-005006,ASM-005006,PROP-01669,CTY-025,2025,4316,2025-11-01,2025-09-23,paid
TAX-005007,ASM-005007,PROP-01669,CTY-025,2026,4703,2026-11-01,,outstanding
TAX-005008,ASM-005008,PROP-01670,CTY-025,2024,3710,2024-11-01,2024-10-31,paid
TAX-005009,ASM-005009,PROP-01670,CTY-025,2025,4039,2025-11-01,2025-10-28,paid
TAX-005010,ASM-005010,PROP-01670,CTY-025,2026,4230,2026-11-01,,outstanding
TAX-005011,ASM-005011,PROP-01671,CTY-025,2024,3497,2024-11-01,2024-09-28,paid
TAX-005012,ASM-005012,PROP-01671,CTY-025,2025,3769,2025-11-01,2025-10-26,paid
TAX-005013,ASM-005013,PROP-01671,CTY-025,2026,4089,2026-11-01,,outstanding
TAX-005014,ASM-005014,PROP-01672,CTY-025,2024,3943,2024-11-01,2024-10-23,paid
TAX-005015,ASM-005015,PROP-01672,CTY-025,2025,4189,2025-11-01,2025-10-19,paid
TAX-005016,ASM-005016,PROP-01672,CTY-025,2026,4470,2026-11-01,,outstanding
TAX-005017,ASM-005017,PROP-01673,CTY-025,2024,4718,2024-11-01,2024-10-14,paid
TAX-005018,ASM-005018,PROP-01673,CTY-025,2025,5015,2025-11-01,2025-10-10,paid
TAX-005019,ASM-005019,PROP-01673,CTY-025,2026,5272,2026-11-01,,outstanding
TAX-005020,ASM-005020,PROP-01674,CTY-025,2024,4138,2024-11-01,2024-10-23,paid
TAX-005021,ASM-005021,PROP-01674,CTY-025,2025,4401,2025-11-01,2025-09-22,paid
TAX-005022,ASM-005022,PROP-01674,CTY-025,2026,4704,2026-11-01,,outstanding
TAX-005023,ASM-005023,PROP-01675,CTY-025,2024,3770,2024-11-01,2024-10-23,paid
TAX-005024,ASM-005024,PROP-01675,CTY-025,2025,4104,2025-11-01,2025-09-23,paid
TAX-005025,ASM-005025,PROP-01675,CTY-025,2026,4260,2026-11-01,,outstanding
TAX-005026,ASM-005026,PROP-01676,CTY-025,2024,4119,2024-11-01,2024-10-11,paid
TAX-005027,ASM-005027,PROP-01676,CTY-025,2025,4367,2025-11-01,2025-09-27,paid
TAX-005028,ASM-005028,PROP-01676,CTY-025,2026,4639,2026-11-01,,outstanding
TAX-005029,ASM-005029,PROP-01677,CTY-025,2024,3773,2024-11-01,2024-10-19,paid
TAX-005030,ASM-005030,PROP-01677,CTY-025,2025,4063,2025-11-01,2025-09-30,paid
TAX-005031,ASM-005031,PROP-01677,CTY-025,2026,4355,2026-11-01,,outstanding
TAX-005032,ASM-005032,PROP-01678,CTY-025,2024,4316,2024-11-01,2024-10-26,paid
TAX-005033,ASM-005033,PROP-01678,CTY-025,2025,4532,2025-11-01,2025-10-30,paid
TAX-005034,ASM-005034,PROP-01678,CTY-025,2026,4947,2026-11-01,,outstanding
TAX-005035,ASM-005035,PROP-01679,CTY-025,2024,3776,2024-11-01,2024-10-07,paid
TAX-005036,ASM-005036,PROP-01679,CTY-025,2025,3981,2025-11-01,2025-09-30,paid
TAX-005037,ASM-005037,PROP-01679,CTY-025,2026,4268,2026-11-01,,outstanding
TAX-005038,ASM-005038,PROP-01680,CTY-026,2024,6025,2024-11-01,2024-10-04,paid
TAX-005039,ASM-005039,PROP-01680,CTY-026,2025,6395,2025-11-01,2025-09-29,paid
TAX-005040,ASM-005040,PROP-01680,CTY-026,2026,6669,2026-11-01,,outstanding
TAX-005041,ASM-005041,PROP-01681,CTY-026,2024,4157,2024-11-01,2024-10-17,paid
TAX-005042,ASM-005042,PROP-01681,CTY-026,2025,4513,2025-11-01,2025-09-28,paid
TAX-005043,ASM-005043,PROP-01681,CTY-026,2026,4826,2026-11-01,,outstanding
TAX-005044,ASM-005044,PROP-01682,CTY-026,2024,3848,2024-11-01,2024-10-20,paid
TAX-005045,ASM-005045,PROP-01682,CTY-026,2025,4208,2025-11-01,2025-10-15,paid
TAX-005046,ASM-005046,PROP-01682,CTY-026,2026,4413,2026-11-01,,outstanding
TAX-005047,ASM-005047,PROP-01683,CTY-026,2024,6081,2024-11-01,2024-10-10,paid
TAX-005048,ASM-005048,PROP-01683,CTY-026,2025,6457,2025-11-01,2025-10-25,paid
TAX-005049,ASM-005049,PROP-01683,CTY-026,2026,7003,2026-11-01,,outstanding
TAX-005050,ASM-005050,PROP-01684,CTY-026,2024,5587,2024-11-01,2024-10-08,paid
TAX-005051,ASM-005051,PROP-01684,CTY-026,2025,6063,2025-11-01,2025-09-27,paid
TAX-005052,ASM-005052,PROP-01684,CTY-026,2026,6589,2026-11-01,,outstanding
TAX-005053,ASM-005053,PROP-01685,CTY-026,2024,5789,2024-11-01,2024-10-08,paid
TAX-005054,ASM-005054,PROP-01685,CTY-026,2025,6260,2025-11-01,2025-10-01,paid
TAX-005055,ASM-005055,PROP-01685,CTY-026,2026,6840,2026-11-01,,outstanding
TAX-005056,ASM-005056,PROP-01686,CTY-026,2024,6106,2024-11-01,2024-10-28,paid
TAX-005057,ASM-005057,PROP-01686,CTY-026,2025,6323,2025-11-01,2025-09-25,paid
TAX-005058,ASM-005058,PROP-01686,CTY-026,2026,7048,2026-11-01,,outstanding
TAX-005059,ASM-005059,PROP-01687,CTY-026,2024,4909,2024-11-01,2024-10-10,paid
TAX-005060,ASM-005060,PROP-01687,CTY-026,2025,5330,2025-11-01,2025-10-28,paid
TAX-005061,ASM-005061,PROP-01687,CTY-026,2026,5610,2026-11-01,,outstanding
TAX-005062,ASM-005062,PROP-01688,CTY-026,2024,4436,2024-11-01,2024-10-02,paid
TAX-005063,ASM-005063,PROP-01688,CTY-026,2025,4613,2025-11-01,2025-10-27,paid
