assessmentId,propertyId,countyId,taxYear,assessedValue,priorAssessedValue,changePct,appealStatus,appealSavings
ASM-004583,PROP-01528,CTY-020,2025,291239,271121,0.0742,none,0
ASM-004584,PROP-01528,CTY-020,2026,310956,291239,0.0677,none,0
ASM-004585,PROP-01529,CTY-020,2024,285885,,0.0,none,0
ASM-004586,PROP-01529,CTY-020,2025,304285,285885,0.0644,none,0
ASM-004587,PROP-01529,CTY-020,2026,327883,304285,0.0776,none,0
ASM-004588,PROP-01530,CTY-020,2024,277153,,0.0,none,0
ASM-004589,PROP-01530,CTY-020,2025,296797,277153,0.0709,none,0
ASM-004590,PROP-01530,CTY-020,2026,313381,296797,0.0559,none,0
ASM-004591,PROP-01531,CTY-020,2024,326770,,0.0,none,0
ASM-004592,PROP-01531,CTY-020,2025,349358,326770,0.0691,none,0
ASM-004593,PROP-01531,CTY-020,2026,367773,349358,0.0527,none,0
ASM-004594,PROP-01532,CTY-020,2024,337615,,0.0,none,0
ASM-004595,PROP-01532,CTY-020,2025,365565,337615,0.0828,none,0
ASM-004596,PROP-01532,CTY-020,2026,402677,365565,0.1015,won,32874
ASM-004597,PROP-01533,CTY-020,2024,306035,,0.0,none,0
ASM-004598,PROP-01533,CTY-020,2025,328433,306035,0.0732,none,0
ASM-004599,PROP-01533,CTY-020,2026,346529,328433,0.0551,none,0
ASM-004600,PROP-01534,CTY-020,2024,330584,,0.0,none,0
ASM-004601,PROP-01534,CTY-020,2025,354239,330584,0.0716,none,0
ASM-004602,PROP-01534,CTY-020,2026,378011,354239,0.0671,none,0
ASM-004603,PROP-01535,CTY-020,2024,308933,,0.0,none,0
ASM-004604,PROP-01535,CTY-020,2025,336505,308933,0.0892,none,0
ASM-004605,PROP-01535,CTY-020,2026,369442,336505,0.0979,none,0
ASM-004606,PROP-01536,CTY-020,2024,263784,,0.0,none,0
ASM-004607,PROP-01536,CTY-020,2025,291024,263784,0.1033,none,0
ASM-004608,PROP-01536,CTY-020,2026,303307,291024,0.0422,none,0
ASM-004609,PROP-01537,CTY-020,2024,262369,,0.0,none,0
ASM-004610,PROP-01537,CTY-020,2025,280545,262369,0.0693,none,0
ASM-004611,PROP-01537,CTY-020,2026,305661,280545,0.0895,none,0
ASM-004612,PROP-01538,CTY-022,2024,371081,,0.0,none,0
ASM-004613,PROP-01538,CTY-022,2025,372268,371081,0.0032,none,0
ASM-004614,PROP-01538,CTY-022,2026,373398,372268,0.003,none,0
ASM-004615,PROP-01539,CTY-022,2024,403262,,0.0,none,0
ASM-004616,PROP-01539,CTY-022,2025,404515,403262,0.0031,none,0
ASM-004617,PROP-01539,CTY-022,2026,406609,404515,0.0052,none,0
ASM-004618,PROP-01540,CTY-022,2024,371152,,0.0,none,0
ASM-004619,PROP-01540,CTY-022,2025,373216,371152,0.0056,none,0
ASM-004620,PROP-01540,CTY-022,2026,374225,373216,0.0027,none,0
ASM-004621,PROP-01541,CTY-022,2024,385113,,0.0,none,0
ASM-004622,PROP-01541,CTY-022,2025,387302,385113,0.0057,none,0
ASM-004623,PROP-01541,CTY-022,2026,388987,387302,0.0044,none,0
ASM-004624,PROP-01542,CTY-022,2024,361783,,0.0,none,0
ASM-004625,PROP-01542,CTY-022,2025,363054,361783,0.0035,none,0
ASM-004626,PROP-01542,CTY-022,2026,364178,363054,0.0031,none,0
ASM-004627,PROP-01543,CTY-022,2024,331913,,0.0,none,0
ASM-004628,PROP-01543,CTY-022,2025,333354,331913,0.0043,none,0
ASM-004629,PROP-01543,CTY-022,2026,334422,333354,0.0032,none,0
ASM-004630,PROP-01544,CTY-022,2024,377139,,0.0,none,0
ASM-004631,PROP-01544,CTY-022,2025,378238,377139,0.0029,none,0
ASM-004632,PROP-01544,CTY-022,2026,380066,378238,0.0048,none,0
ASM-004633,PROP-01545,CTY-022,2024,415219,,0.0,none,0
ASM-004634,PROP-01545,CTY-022,2025,416547,415219,0.0032,none,0
ASM-004635,PROP-01545,CTY-022,2026,418962,416547,0.0058,none,0
ASM-004636,PROP-01546,CTY-022,2024,358404,,0.0,none,0
ASM-004637,PROP-01546,CTY-022,2025,359536,358404,0.0032,none,0
ASM-004638,PROP-01546,CTY-022,2026,361509,359536,0.0055,none,0
ASM-004639,PROP-01547,CTY-022,2024,329709,,0.0,none,0
ASM-004640,PROP-01547,CTY-022,2025,330854,329709,0.0035,none,0
ASM-004641,PROP-01547,CTY-022,2026,331978,330854,0.0034,none,0
ASM-004642,PROP-01548,CTY-022,2024,413724,,0.0,none,0
ASM-004643,PROP-01548,CTY-022,2025,415362,413724,0.004,none,0
ASM-004644,PROP-01548,CTY-022,2026,417139,415362,0.0043,none,0
ASM-004645,PROP-01549,CTY-022,2024,418295,,0.0,none,0
ASM-004646,PROP-01549,CTY-022,2025,419617,418295,0.0032,none,0
ASM-004647,PROP-01549,CTY-022,2026,421659,419617,0.0049,none,0
ASM-004648,PROP-01550,CTY-022,2024,390894,,0.0,none,0
ASM-004649,PROP-01550,CTY-022,2025,391876,390894,0.0025,none,0
ASM-004650,PROP-01550,CTY-022,2026,393565,391876,0.0043,none,0
ASM-004651,PROP-01551,CTY-022,2024,395281,,0.0,none,0
ASM-004652,PROP-01551,CTY-022,2025,396520,395281,0.0031,none,0
ASM-004653,PROP-01551,CTY-022,2026,398659,396520,0.0054,none,0
ASM-004654,PROP-01552,CTY-022,2024,362076,,0.0,none,0
ASM-004655,PROP-01552,CTY-022,2025,363975,362076,0.0052,none,0
ASM-004656,PROP-01552,CTY-022,2026,365320,363975,0.0037,none,0
ASM-004657,PROP-01553,CTY-022,2024,349066,,0.0,none,0
ASM-004658,PROP-01553,CTY-022,2025,350731,349066,0.0048,none,0
ASM-004659,PROP-01553,CTY-022,2026,352553,350731,0.0052,none,0
ASM-004660,PROP-01554,CTY-022,2024,396095,,0.0,none,0
ASM-004661,PROP-01554,CTY-022,2025,397295,396095,0.003,none,0
ASM-004662,PROP-01554,CTY-022,2026,398672,397295,0.0035,none,0
ASM-004663,PROP-01555,CTY-022,2024,392653,,0.0,none,0
ASM-004664,PROP-01555,CTY-022,2025,394838,392653,0.0056,none,0
ASM-004665,PROP-01555,CTY-022,2026,395897,394838,0.0027,none,0
ASM-004666,PROP-01556,CTY-022,2024,373249,,0.0,none,0
ASM-004667,PROP-01556,CTY-022,2025,374665,373249,0.0038,none,0
ASM-004668,PROP-01556,CTY-022,2026,376565,374665,0.0051,none,0
ASM-004669,PROP-01557,CTY-022,2024,305735,,0.0,none,0
ASM-004670,PROP-01557,CTY-022,2025,306710,305735,0.0032,none,0
ASM-004671,PROP-01557,CTY-022,2026,307832,306710,0.0037,none,0
ASM-004672,PROP-01558,CTY-022,2024,429346,,0.0,none,0
ASM-004673,PROP-01558,CTY-022,2025,431213,429346,0.0043,none,0
ASM-004674,PROP-01558,CTY-022,2026,433171,431213,0.0045,none,0
ASM-004675,PROP-01559,CTY-022,2024,395168,,0.0,none,0
ASM-004676,PROP-01559,CTY-022,2025,397042,395168,0.0047,none,0
ASM-004677,PROP-01559,CTY-022,2026,398662,397042,0.0041,none,0
ASM-004678,PROP-01560,CTY-022,2024,339436,,0.0,none,0
ASM-004679,PROP-01560,CTY-022,2025,341148,339436,0.005,none,0
ASM-004680,PROP-01560,CTY-022,2026,342990,341148,0.0054,none,0
ASM-004681,PROP-01561,CTY-022,2024,396962,,0.0,none,0
ASM-004682,PROP-01561,CTY-022,2025,398685,396962,0.0043,none,0
ASM-004683,PROP-01561,CTY-022,2026,400843,398685,0.0054,none,0
ASM-004684,PROP-01562,CTY-022,2024,360385,,0.0,none,0
ASM-004685,PROP-01562,CTY-022,2025,361856,360385,0.0041,none,0
ASM-004686,PROP-01562,CTY-022,2026,363136,361856,0.0035,none,0
ASM-004687,PROP-01563,CTY-022,2024,380163,,0.0,none,0
ASM-004688,PROP-01563,CTY-022,2025,381731,380163,0.0041,none,0
ASM-004689,PROP-01563,CTY-022,2026,382661,381731,0.0024,none,0
ASM-004690,PROP-01564,CTY-022,2024,367644,,0.0,none,0
ASM-004691,PROP-01564,CTY-022,2025,368716,367644,0.0029,none,0
ASM-004692,PROP-01564,CTY-022,2026,370362,368716,0.0045,none,0
ASM-004693,PROP-01565,CTY-022,2024,456249,,0.0,none,0
ASM-004694,PROP-01565,CTY-022,2025,458652,456249,0.0053,none,0
ASM-004695,PROP-01565,CTY-022,2026,459780,458652,0.0025,none,0
ASM-004696,PROP-01566,CTY-022,2024,348123,,0.0,none,0
ASM-004697,PROP-01566,CTY-022,2025,349255,348123,0.0033,none,0
ASM-004698,PROP-01566,CTY-022,2026,350197,349255,0.0027,none,0
ASM-004699,PROP-01567,CTY-022,2024,403612,,0.0,none,0
ASM-004700,PROP-01567,CTY-022,2025,404877,403612,0.0031,none,0
ASM-004701,PROP-01567,CTY-022,2026,406664,404877,0.0044,none,0
ASM-004702,PROP-01568,CTY-022,2024,346212,,0.0,none,0
ASM-004703,PROP-01568,CTY-022,2025,347630,346212,0.0041,none,0
ASM-004704,PROP-01568,CTY-022,2026,348662,347630,0.003,none,0
ASM-004705,PROP-01569,CTY-022,2024,325281,,0.0,none,0
ASM-004706,PROP-01569,CTY-022,2025,326833,325281,0.0048,none,0
ASM-004707,PROP-01569,CTY-022,2026,328104,326833,0.0039,none,0
ASM-004708,PROP-01570,CTY-022,2024,369364,,0.0,none,0
ASM-004709,PROP-01570,CTY-022,2025,371115,369364,0.0047,none,0
ASM-004710,PROP-01570,CTY-022,2026,372646,371115,0.0041,none,0
ASM-004711,PROP-01571,CTY-022,2024,416669,,0.0,none,0
ASM-004712,PROP-01571,CTY-022,2025,418868,416669,0.0053,none,0
ASM-004713,PROP-01571,CTY-022,2026,420598,418868,0.0041,none,0
ASM-004714,PROP-01572,CTY-022,2024,438593,,0.0,none,0
ASM-004715,PROP-01572,CTY-022,2025,440028,438593,0.0033,none,0
ASM-004716,PROP-01572,CTY-022,2026,441918,440028,0.0043,none,0
ASM-004717,PROP-01573,CTY-022,2024,343638,,0.0,none,0
ASM-004718,PROP-01573,CTY-022,2025,345517,343638,0.0055,none,0
ASM-004719,PROP-01573,CTY-022,2026,347227,345517,0.0049,none,0
ASM-004720,PROP-01574,CTY-023,2024,344484,,0.0,none,0
ASM-004721,PROP-01574,CTY-023,2025,345770,344484,0.0037,none,0
ASM-004722,PROP-01574,CTY-023,2026,347371,345770,0.0046,none,0
ASM-004723,PROP-01575,CTY-023,2024,321682,,0.0,none,0
ASM-004724,PROP-01575,CTY-023,2025,323420,321682,0.0054,none,0
ASM-004725,PROP-01575,CTY-023,2026,325028,323420,0.005,none,0
ASM-004726,PROP-01576,CTY-023,2024,340678,,0.0,none,0
ASM-004727,PROP-01576,CTY-023,2025,342658,340678,0.0058,none,0
ASM-004728,PROP-01576,CTY-023,2026,343836,342658,0.0034,none,0
ASM-004729,PROP-01577,CTY-023,2024,336377,,0.0,none,0
ASM-004730,PROP-01577,CTY-023,2025,337452,336377,0.0032,none,0
ASM-004731,PROP-01577,CTY-023,2026,338396,337452,0.0028,none,0
ASM-004732,PROP-01578,CTY-023,2024,372821,,0.0,none,0
ASM-004733,PROP-01578,CTY-023,2025,374322,372821,0.004,none,0
ASM-004734,PROP-01578,CTY-023,2026,375952,374322,0.0044,none,0
ASM-004735,PROP-01579,CTY-023,2024,261950,,0.0,none,0
ASM-004736,PROP-01579,CTY-023,2025,262594,261950,0.0025,none,0
ASM-004737,PROP-01579,CTY-023,2026,263859,262594,0.0048,none,0
ASM-004738,PROP-01580,CTY-023,2024,330270,,0.0,none,0
ASM-004739,PROP-01580,CTY-023,2025,331951,330270,0.0051,none,0
ASM-004740,PROP-01580,CTY-023,2026,333474,331951,0.0046,none,0
ASM-004741,PROP-01581,CTY-023,2024,301112,,0.0,none,0
ASM-004742,PROP-01581,CTY-023,2025,302318,301112,0.004,none,0
ASM-004743,PROP-01581,CTY-023,2026,303836,302318,0.005,none,0
ASM-004744,PROP-01582,CTY-023,2024,296256,,0.0,none,0
ASM-004745,PROP-01582,CTY-023,2025,297686,296256,0.0048,none,0
ASM-004746,PROP-01582,CTY-023,2026,298534,297686,0.0028,none,0
ASM-004747,PROP-01583,CTY-023,2024,353651,,0.0,none,0
ASM-004748,PROP-01583,CTY-023,2025,355537,353651,0.0053,none,0
ASM-004749,PROP-01583,CTY-023,2026,357253,355537,0.0048,none,0
ASM-004750,PROP-01584,CTY-023,2024,323069,,0.0,none,0
ASM-004751,PROP-01584,CTY-023,2025,324671,323069,0.005,none,0
ASM-004752,PROP-01584,CTY-023,2026,325959,324671,0.004,none,0
ASM-004753,PROP-01585,CTY-023,2024,328396,,0.0,none,0
ASM-004754,PROP-01585,CTY-023,2025,329547,328396,0.0035,none,0
ASM-004755,PROP-01585,CTY-023,2026,331006,329547,0.0044,none,0
ASM-004756,PROP-01586,CTY-023,2024,275174,,0.0,none,0
ASM-004757,PROP-01586,CTY-023,2025,276369,275174,0.0043,none,0
ASM-004758,PROP-01586,CTY-023,2026,277827,276369,0.0053,none,0
ASM-004759,PROP-01587,CTY-023,2024,297518,,0.0,none,0
ASM-004760,PROP-01587,CTY-023,2025,298364,297518,0.0028,none,0
ASM-004761,PROP-01587,CTY-023,2026,299433,298364,0.0036,none,0
ASM-004762,PROP-01588,CTY-023,2024,347749,,0.0,none,0
ASM-004763,PROP-01588,CTY-023,2025,349111,347749,0.0039,none,0
ASM-004764,PROP-01588,CTY-023,2026,350534,349111,0.0041,none,0
ASM-004765,PROP-01589,CTY-023,2024,331924,,0.0,none,0
ASM-004766,PROP-01589,CTY-023,2025,333824,331924,0.0057,none,0
ASM-004767,PROP-01589,CTY-023,2026,335409,333824,0.0047,none,0
ASM-004768,PROP-01590,CTY-023,2024,304384,,0.0,none,0
ASM-004769,PROP-01590,CTY-023,2025,305455,304384,0.0035,none,0
ASM-004770,PROP-01590,CTY-023,2026,307087,305455,0.0053,none,0
ASM-004771,PROP-01591,CTY-023,2024,283472,,0.0,none,0
ASM-004772,PROP-01591,CTY-023,2025,284928,283472,0.0051,none,0
ASM-004773,PROP-01591,CTY-023,2026,285767,284928,0.0029,none,0
ASM-004774,PROP-01592,CTY-023,2024,344991,,0.0,none,0
ASM-004775,PROP-01592,CTY-023,2025,346424,344991,0.0042,none,0
ASM-004776,PROP-01592,CTY-023,2026,348067,346424,0.0047,none,0
ASM-004777,PROP-01593,CTY-023,2024,347461,,0.0,none,0
ASM-004778,PROP-01593,CTY-023,2025,348602,347461,0.0033,none,0
ASM-004779,PROP-01593,CTY-023,2026,350010,348602,0.004,none,0
ASM-004780,PROP-01594,CTY-023,2024,294527,,0.0,none,0
ASM-004781,PROP-01594,CTY-023,2025,296105,294527,0.0054,none,0
ASM-004782,PROP-01594,CTY-023,2026,297611,296105,0.0051,none,0
ASM-004783,PROP-01595,CTY-023,2024,318213,,0.0,none,0
ASM-004784,PROP-01595,CTY-023,2025,319346,318213,0.0036,none,0
ASM-004785,PROP-01595,CTY-023,2026,320268,319346,0.0029,none,0
ASM-004786,PROP-01596,CTY-023,2024,373186,,0.0,none,0
ASM-004787,PROP-01596,CTY-023,2025,375228,373186,0.0055,none,0
ASM-004788,PROP-01596,CTY-023,2026,376966,375228,0.0046,none,0
ASM-004789,PROP-01597,CTY-023,2024,343703,,0.0,none,0
ASM-004790,PROP-01597,CTY-023,2025,345528,343703,0.0053,none,0
ASM-004791,PROP-01597,CTY-023,2026,347476,345528,0.0056,none,0
ASM-004792,PROP-01598,CTY-023,2024,292347,,0.0,none,0
ASM-004793,PROP-01598,CTY-023,2025,293049,292347,0.0024,none,0
ASM-004794,PROP-01598,CTY-023,2026,294003,293049,0.0033,none,0
ASM-004795,PROP-01599,CTY-023,2024,282824,,0.0,none,0
ASM-004796,PROP-01599,CTY-023,2025,284105,282824,0.0045,none,0
ASM-004797,PROP-01599,CTY-023,2026,284851,284105,0.0026,none,0
ASM-004798,PROP-01600,CTY-023,2024,276489,,0.0,none,0
ASM-004799,PROP-01600,CTY-023,2025,277998,276489,0.0055,none,0
ASM-004800,PROP-01600,CTY-023,2026,279568,277998,0.0056,none,0
ASM-004801,PROP-01601,CTY-023,2024,329946,,0.0,none,0
ASM-004802,PROP-01601,CTY-023,2025,331440,329946,0.0045,none,0
ASM-004803,PROP-01601,CTY-023,2026,332646,331440,0.0036,none,0
ASM-004804,PROP-01602,CTY-023,2024,331053,,0.0,none,0
ASM-004805,PROP-01602,CTY-023,2025,332314,331053,0.0038,none,0
ASM-004806,PROP-01602,CTY-023,2026,333324,332314,0.003,none,0
ASM-004807,PROP-01603,CTY-023,2024,307056,,0.0,none,0
ASM-004808,PROP-01603,CTY-023,2025,307811,307056,0.0025,none,0
ASM-004809,PROP-01603,CTY-023,2026,309434,307811,0.0053,none,0
ASM-004810,PROP-01604,CTY-023,2024,365850,,0.0,none,0
ASM-004811,PROP-01604,CTY-023,2025,366831,365850,0.0027,none,0
ASM-004812,PROP-01604,CTY-023,2026,368639,366831,0.0049,none,0
ASM-004813,PROP-01605,CTY-024,2024,337186,,0.0,none,0
ASM-004814,PROP-01605,CTY-024,2025,339180,337186,0.0059,none,0
ASM-004815,PROP-01605,CTY-024,2026,340906,339180,0.0051,none,0
ASM-004816,PROP-01606,CTY-024,2024,372229,,0.0,none,0
ASM-004817,PROP-01606,CTY-024,2025,373700,372229,0.004,none,0
ASM-004818,PROP-01606,CTY-024,2026,375305,373700,0.0043,none,0
ASM-004819,PROP-01607,CTY-024,2024,331077,,0.0,none,0
ASM-004820,PROP-01607,CTY-024,2025,332603,331077,0.0046,none,0
ASM-004821,PROP-01607,CTY-024,2026,333861,332603,0.0038,none,0
ASM-004822,PROP-01608,CTY-024,2024,368716,,0.0,none,0
ASM-004823,PROP-01608,CTY-024,2025,370121,368716,0.0038,none,0
ASM-004824,PROP-01608,CTY-024,2026,372244,370121,0.0057,none,0
ASM-004825,PROP-01609,CTY-024,2024,337268,,0.0,none,0
ASM-004826,PROP-01609,CTY-024,2025,338471,337268,0.0036,none,0
ASM-004827,PROP-01609,CTY-024,2026,340173,338471,0.005,none,0
ASM-004828,PROP-01610,CTY-024,2024,389864,,0.0,none,0
ASM-004829,PROP-01610,CTY-024,2025,390868,389864,0.0026,none,0
ASM-004830,PROP-01610,CTY-024,2026,391807,390868,0.0024,none,0
ASM-004831,PROP-01611,CTY-024,2024,369798,,0.0,none,0
ASM-004832,PROP-01611,CTY-024,2025,371370,369798,0.0043,none,0
ASM-004833,PROP-01611,CTY-024,2026,373059,371370,0.0045,none,0
ASM-004834,PROP-01612,CTY-024,2024,341099,,0.0,none,0
ASM-004835,PROP-01612,CTY-024,2025,342771,341099,0.0049,none,0
ASM-004836,PROP-01612,CTY-024,2026,343985,342771,0.0035,none,0
ASM-004837,PROP-01613,CTY-024,2024,372441,,0.0,none,0
ASM-004838,PROP-01613,CTY-024,2025,373912,372441,0.0039,none,0
ASM-004839,PROP-01613,CTY-024,2026,375924,373912,0.0054,none,0
ASM-004840,PROP-01614,CTY-024,2024,359568,,0.0,none,0
ASM-004841,PROP-01614,CTY-024,2025,360755,359568,0.0033,none,0
ASM-004842,PROP-01614,CTY-024,2026,362409,360755,0.0046,none,0
ASM-004843,PROP-01615,CTY-024,2024,383137,,0.0,none,0
ASM-004844,PROP-01615,CTY-024,2025,385134,383137,0.0052,none,0
ASM-004845,PROP-01615,CTY-024,2026,387368,385134,0.0058,none,0
ASM-004846,PROP-01616,CTY-024,2024,404758,,0.0,none,0
ASM-004847,PROP-01616,CTY-024,2025,405868,404758,0.0027,none,0
ASM-004848,PROP-01616,CTY-024,2026,406935,405868,0.0026,none,0
ASM-004849,PROP-01617,CTY-024,2024,306224,,0.0,none,0
ASM-004850,PROP-01617,CTY-024,2025,307160,306224,0.0031,none,0
ASM-004851,PROP-01617,CTY-024,2026,308836,307160,0.0055,none,0
ASM-004852,PROP-01618,CTY-024,2024,353401,,0.0,none,0
ASM-004853,PROP-01618,CTY-024,2025,354441,353401,0.0029,none,0
ASM-004854,PROP-01618,CTY-024,2026,355569,354441,0.0032,none,0
ASM-004855,PROP-01619,CTY-024,2024,304548,,0.0,none,0
ASM-004856,PROP-01619,CTY-024,2025,305379,304548,0.0027,none,0
ASM-004857,PROP-01619,CTY-024,2026,306253,305379,0.0029,none,0
ASM-004858,PROP-01620,CTY-024,2024,315600,,0.0,none,0
ASM-004859,PROP-01620,CTY-024,2025,317145,315600,0.0049,none,0
ASM-004860,PROP-01620,CTY-024,2026,317932,317145,0.0025,none,0
ASM-004861,PROP-01621,CTY-024,2024,294519,,0.0,none,0
ASM-004862,PROP-01621,CTY-024,2025,295328,294519,0.0027,none,0
ASM-004863,PROP-01621,CTY-024,2026,296378,295328,0.0036,none,0
ASM-004864,PROP-01622,CTY-024,2024,315279,,0.0,none,0
ASM-004865,PROP-01622,CTY-024,2025,317088,315279,0.0057,none,0
ASM-004866,PROP-01622,CTY-024,2026,317972,317088,0.0028,none,0
ASM-004867,PROP-01623,CTY-024,2024,370568,,0.0,none,0
ASM-004868,PROP-01623,CTY-024,2025,371497,370568,0.0025,none,0
ASM-004869,PROP-01623,CTY-024,2026,372665,371497,0.0031,none,0
ASM-004870,PROP-01624,CTY-024,2024,298017,,0.0,none,0
ASM-004871,PROP-01624,CTY-024,2025,299237,298017,0.0041,none,0
ASM-004872,PROP-01624,CTY-024,2026,300643,299237,0.0047,none,0
ASM-004873,PROP-01625,CTY-024,2024,404179,,0.0,none,0
ASM-004874,PROP-01625,CTY-024,2025,405647,404179,0.0036,none,0
ASM-004875,PROP-01625,CTY-024,2026,407508,405647,0.0046,none,0
ASM-004876,PROP-01626,CTY-024,2024,348904,,0.0,none,0
ASM-004877,PROP-01626,CTY-024,2025,350792,348904,0.0054,none,0
ASM-004878,PROP-01626,CTY-024,2026,352024,350792,0.0035,none,0
ASM-004879,PROP-01627,CTY-024,2024,367922,,0.0,none,0
ASM-004880,PROP-01627,CTY-024,2025,369987,367922,0.0056,none,0
ASM-004881,PROP-01627,CTY-024,2026,371269,369987,0.0035,none,0
ASM-004882,PROP-01628,CTY-024,2024,318078,,0.0,none,0
ASM-004883,PROP-01628,CTY-024,2025,319043,318078,0.003,none,0
ASM-004884,PROP-01628,CTY-024,2026,320829,319043,0.0056,none,0
ASM-004885,PROP-01629,CTY-024,2024,370358,,0.0,none,0
ASM-004886,PROP-01629,CTY-024,2025,372117,370358,0.0047,none,0
ASM-004887,PROP-01629,CTY-024,2026,374283,372117,0.0058,none,0
ASM-004888,PROP-01630,CTY-024,2024,413705,,0.0,none,0
ASM-004889,PROP-01630,CTY-024,2025,415477,413705,0.0043,none,0
ASM-004890,PROP-01630,CTY-024,2026,417408,415477,0.0046,none,0
ASM-004891,PROP-01631,CTY-024,2024,316463,,0.0,none,0
ASM-004892,PROP-01631,CTY-024,2025,317335,316463,0.0028,none,0
ASM-004893,PROP-01631,CTY-024,2026,318798,317335,0.0046,none,0
ASM-004894,PROP-01632,CTY-024,2024,299952,,0.0,none,0
ASM-004895,PROP-01632,CTY-024,2025,300715,299952,0.0025,none,0
ASM-004896,PROP-01632,CTY-024,2026,301532,300715,0.0027,none,0
ASM-004897,PROP-01633,CTY-024,2024,415791,,0.0,none,0
ASM-004898,PROP-01633,CTY-024,2025,417667,415791,0.0045,none,0
ASM-004899,PROP-01633,CTY-024,2026,418931,417667,0.003,none,0
ASM-004900,PROP-01634,CTY-024,2024,412106,,0.0,none,0
ASM-004901,PROP-01634,CTY-024,2025,413934,412106,0.0044,none,0
ASM-004902,PROP-01634,CTY-024,2026,415022,413934,0.0026,none,0
ASM-004903,PROP-01635,CTY-024,2024,336357,,0.0,none,0
ASM-004904,PROP-01635,CTY-024,2025,337533,336357,0.0035,none,0
ASM-004905,PROP-01635,CTY-024,2026,339432,337533,0.0056,none,0
ASM-004906,PROP-01636,CTY-024,2024,356006,,0.0,none,0
ASM-004907,PROP-01636,CTY-024,2025,357292,356006,0.0036,none,0
ASM-004908,PROP-01636,CTY-024,2026,358813,357292,0.0043,none,0
ASM-004909,PROP-01637,CTY-024,2024,363713,,0.0,none,0
ASM-004910,PROP-01637,CTY-024,2025,365738,363713,0.0056,none,0
ASM-004911,PROP-01637,CTY-024,2026,367608,365738,0.0051,none,0
ASM-004912,PROP-01638,CTY-024,2024,382016,,0.0,none,0
ASM-004913,PROP-01638,CTY-024,2025,384257,382016,0.0059,none,0
ASM-004914,PROP-01638,CTY-024,2026,386424,384257,0.0056,none,0
ASM-004915,PROP-01639,CTY-024,2024,362323,,0.0,none,0
ASM-004916,PROP-01639,CTY-024,2025,364048,362323,0.0048,none,0
ASM-004917,PROP-01639,CTY-024,2026,365361,364048,0.0036,none,0
ASM-004918,PROP-01640,CTY-024,2024,323012,,0.0,none,0
ASM-004919,PROP-01640,CTY-024,2025,324666,323012,0.0051,none,0
ASM-004920,PROP-01640,CTY-024,2026,326171,324666,0.0046,none,0
ASM-004921,PROP-01641,CTY-024,2024,362643,,0.0,none,0
ASM-004922,PROP-01641,CTY-024,2025,364092,362643,0.004,none,0
ASM-004923,PROP-01641,CTY-024,2026,365301,364092,0.0033,none,0
ASM-004924,PROP-01642,CTY-024,2024,294750,,0.0,none,0
ASM-004925,PROP-01642,CTY-024,2025,295499,294750,0.0025,none,0
ASM-004926,PROP-01642,CTY-024,2026,296738,295499,0.0042,none,0
ASM-004927,PROP-01643,CTY-024,2024,318909,,0.0,none,0
ASM-004928,PROP-01643,CTY-024,2025,319722,318909,0.0025,none,0
ASM-004929,PROP-01643,CTY-024,2026,320666,319722,0.003,none,0
ASM-004930,PROP-01644,CTY-025,2024,404943,,0.0,none,0
ASM-004931,PROP-01644,CTY-025,2025,432596,404943,0.0683,none,0
ASM-004932,PROP-01644,CTY-025,2026,458443,432596,0.0597,none,0
ASM-004933,PROP-01645,CTY-025,2024,435399,,0.0,none,0
ASM-004934,PROP-01645,CTY-025,2025,452887,435399,0.0402,none,0
ASM-004935,PROP-01645,CTY-025,2026,493387,452887,0.0894,none,0
ASM-004936,PROP-01646,CTY-025,2024,395065,,0.0,none,0
ASM-004937,PROP-01646,CTY-025,2025,418622,395065,0.0596,none,0
ASM-004938,PROP-01646,CTY-025,2026,436184,418622,0.042,none,0
ASM-004939,PROP-01647,CTY-025,2024,369231,,0.0,none,0
ASM-004940,PROP-01647,CTY-025,2025,394190,369231,0.0676,none,0
ASM-004941,PROP-01647,CTY-025,2026,424179,394190,0.0761,none,0
ASM-004942,PROP-01648,CTY-025,2024,327993,,0.0,none,0
ASM-004943,PROP-01648,CTY-025,2025,345261,327993,0.0526,none,0
ASM-004944,PROP-01648,CTY-025,2026,376793,345261,0.0913,none,0
ASM-004945,PROP-01649,CTY-025,2024,348732,,0.0,none,0
ASM-004946,PROP-01649,CTY-025,2025,369595,348732,0.0598,none,0
ASM-004947,PROP-01649,CTY-025,2026,389316,369595,0.0534,none,0
ASM-004948,PROP-01650,CTY-025,2024,340520,,0.0,none,0
ASM-004949,PROP-01650,CTY-025,2025,362416,340520,0.0643,none,0
ASM-004950,PROP-01650,CTY-025,2026,395884,362416,0.0923,none,0
ASM-004951,PROP-01651,CTY-025,2024,291195,,0.0,none,0
ASM-004952,PROP-01651,CTY-025,2025,313460,291195,0.0765,none,0
ASM-004953,PROP-01651,CTY-025,2026,329323,313460,0.0506,none,0
ASM-004954,PROP-01652,CTY-025,2024,348783,,0.0,none,0
ASM-004955,PROP-01652,CTY-025,2025,367207,348783,0.0528,none,0
ASM-004956,PROP-01652,CTY-025,2026,387671,367207,0.0557,none,0
ASM-004957,PROP-01653,CTY-025,2024,414992,,0.0,none,0
ASM-004958,PROP-01653,CTY-025,2025,436269,414992,0.0513,none,0
ASM-004959,PROP-01653,CTY-025,2026,456906,436269,0.0473,none,0
