compId,city,state,beds,month,medianRent,sampleSize,source
CMP-002097,Loganville,GA,3,2024-06,2540,122,synthetic
CMP-002098,Loganville,GA,3,2024-07,2535,134,synthetic
CMP-002099,Loganville,GA,3,2024-08,2515,120,synthetic
CMP-002100,Loganville,GA,3,2024-09,2475,133,synthetic
CMP-002101,Loganville,GA,3,2024-10,2440,161,synthetic
CMP-002102,Loganville,GA,3,2024-11,2415,163,synthetic
CMP-002103,Loganville,GA,3,2024-12,2410,125,synthetic
CMP-002104,Loganville,GA,3,2025-01,2430,79,synthetic
CMP-002105,Loganville,GA,3,2025-02,2470,111,synthetic
CMP-002106,Loganville,GA,3,2025-03,2525,98,synthetic
CMP-002107,Loganville,GA,3,2025-04,2575,78,synthetic
CMP-002108,Loganville,GA,3,2025-05,2615,145,synthetic
CMP-002109,Loganville,GA,3,2025-06,2635,161,synthetic
CMP-002110,Loganville,GA,3,2025-07,2630,82,synthetic
CMP-002111,Loganville,GA,3,2025-08,2605,86,synthetic
CMP-002112,Loganville,GA,3,2025-09,2570,87,synthetic
CMP-002113,Loganville,GA,3,2025-10,2530,159,synthetic
CMP-002114,Loganville,GA,3,2025-11,2505,158,synthetic
CMP-002115,Loganville,GA,3,2025-12,2500,162,synthetic
CMP-002116,Loganville,GA,3,2026-01,2520,113,synthetic
CMP-002117,Loganville,GA,3,2026-02,2560,68,synthetic
CMP-002118,Loganville,GA,3,2026-03,2615,82,synthetic
CMP-002119,Loganville,GA,3,2026-04,2665,105,synthetic
CMP-002120,Loganville,GA,3,2026-05,2710,84,synthetic
CMP-002121,Loganville,GA,3,2026-06,2730,117,synthetic
CMP-002122,Loganville,GA,3,2026-07,2725,78,synthetic
CMP-002123,Loganville,GA,3,2026-08,2700,71,synthetic
CMP-002124,Loganville,GA,3,2026-09,2660,90,synthetic
CMP-002125,Magnolia,TX,4,2023-10,2110,120,synthetic
CMP-002126,Magnolia,TX,4,2023-11,2090,137,synthetic
CMP-002127,Magnolia,TX,4,2023-12,2085,130,synthetic
CMP-002128,Magnolia,TX,4,2024-01,2105,133,synthetic
CMP-002129,Magnolia,TX,4,2024-02,2135,84,synthetic
CMP-002130,Magnolia,TX,4,2024-03,2180,105,synthetic
CMP-002131,Magnolia,TX,4,2024-04,2225,142,synthetic
CMP-002132,Magnolia,TX,4,2024-05,2260,66,synthetic
CMP-002133,Magnolia,TX,4,2024-06,2280,148,synthetic
CMP-002134,Magnolia,TX,4,2024-07,2275,74,synthetic
CMP-002135,Magnolia,TX,4,2024-08,2255,111,synthetic
CMP-002136,Magnolia,TX,4,2024-09,2220,154,synthetic
CMP-002137,Magnolia,TX,4,2024-10,2190,148,synthetic
CMP-002138,Magnolia,TX,4,2024-11,2165,156,synthetic
CMP-002139,Magnolia,TX,4,2024-12,2165,63,synthetic
CMP-002140,Magnolia,TX,4,2025-01,2180,64,synthetic
CMP-002141,Magnolia,TX,4,2025-02,2215,159,synthetic
CMP-002142,Magnolia,TX,4,2025-03,2260,79,synthetic
CMP-002143,Magnolia,TX,4,2025-04,2305,107,synthetic
CMP-002144,Magnolia,TX,4,2025-05,2345,157,synthetic
CMP-002145,Magnolia,TX,4,2025-06,2360,147,synthetic
CMP-002146,Magnolia,TX,4,2025-07,2355,82,synthetic
CMP-002147,Magnolia,TX,4,2025-08,2335,118,synthetic
CMP-002148,Magnolia,TX,4,2025-09,2300,137,synthetic
CMP-002149,Magnolia,TX,4,2025-10,2265,65,synthetic
CMP-002150,Magnolia,TX,4,2025-11,2245,123,synthetic
CMP-002151,Magnolia,TX,4,2025-12,2240,164,synthetic
CMP-002152,Magnolia,TX,4,2026-01,2255,143,synthetic
CMP-002153,Magnolia,TX,4,2026-02,2290,130,synthetic
CMP-002154,Magnolia,TX,4,2026-03,2340,97,synthetic
CMP-002155,Magnolia,TX,4,2026-04,2385,82,synthetic
CMP-002156,Magnolia,TX,4,2026-05,2425,71,synthetic
CMP-002157,Magnolia,TX,4,2026-06,2440,66,synthetic
CMP-002158,Magnolia,TX,4,2026-07,2440,149,synthetic
CMP-002159,Magnolia,TX,4,2026-08,2415,88,synthetic
CMP-002160,Magnolia,TX,4,2026-09,2380,156,synthetic
CMP-002161,Maiden,NC,4,2023-10,2485,27,synthetic
CMP-002162,Maiden,NC,4,2023-11,2460,40,synthetic
CMP-002163,Maiden,NC,4,2023-12,2455,24,synthetic
CMP-002164,Maiden,NC,4,2024-01,2475,51,synthetic
CMP-002165,Maiden,NC,4,2024-02,2515,32,synthetic
CMP-002166,Maiden,NC,4,2024-03,2570,29,synthetic
CMP-002167,Maiden,NC,4,2024-04,2620,47,synthetic
CMP-002168,Maiden,NC,4,2024-05,2665,33,synthetic
CMP-002169,Maiden,NC,4,2024-06,2685,36,synthetic
CMP-002170,Maiden,NC,4,2024-07,2680,37,synthetic
CMP-002171,Maiden,NC,4,2024-08,2655,42,synthetic
CMP-002172,Maiden,NC,4,2024-09,2615,37,synthetic
CMP-002173,Maiden,NC,4,2024-10,2580,24,synthetic
CMP-002174,Maiden,NC,4,2024-11,2550,38,synthetic
CMP-002175,Maiden,NC,4,2024-12,2545,48,synthetic
CMP-002176,Maiden,NC,4,2025-01,2565,21,synthetic
CMP-002177,Maiden,NC,4,2025-02,2610,44,synthetic
CMP-002178,Maiden,NC,4,2025-03,2660,31,synthetic
CMP-002179,Maiden,NC,4,2025-04,2715,31,synthetic
CMP-002180,Maiden,NC,4,2025-05,2760,46,synthetic
CMP-002181,Maiden,NC,4,2025-06,2780,45,synthetic
CMP-002182,Maiden,NC,4,2025-07,2775,42,synthetic
CMP-002183,Maiden,NC,4,2025-08,2750,39,synthetic
CMP-002184,Maiden,NC,4,2025-09,2710,28,synthetic
CMP-002185,Maiden,NC,4,2025-10,2670,36,synthetic
CMP-002186,Maiden,NC,4,2025-11,2640,21,synthetic
CMP-002187,Maiden,NC,4,2025-12,2635,38,synthetic
CMP-002188,Maiden,NC,4,2026-01,2655,38,synthetic
CMP-002189,Maiden,NC,4,2026-02,2700,21,synthetic
CMP-002190,Maiden,NC,4,2026-03,2755,24,synthetic
CMP-002191,Maiden,NC,4,2026-04,2810,28,synthetic
CMP-002192,Maiden,NC,4,2026-05,2855,44,synthetic
CMP-002193,Maiden,NC,4,2026-06,2875,40,synthetic
CMP-002194,Maiden,NC,4,2026-07,2870,49,synthetic
CMP-002195,Maiden,NC,4,2026-08,2840,31,synthetic
CMP-002196,Maiden,NC,4,2026-09,2800,48,synthetic
CMP-002197,Maiden,NC,5,2023-10,2700,18,synthetic
CMP-002198,Maiden,NC,5,2023-11,2670,20,synthetic
CMP-002199,Maiden,NC,5,2023-12,2665,13,synthetic
CMP-002200,Maiden,NC,5,2024-01,2685,10,synthetic
CMP-002201,Maiden,NC,5,2024-02,2730,11,synthetic
CMP-002202,Maiden,NC,5,2024-03,2790,9,synthetic
CMP-002203,Maiden,NC,5,2024-04,2845,15,synthetic
CMP-002204,Maiden,NC,5,2024-05,2890,14,synthetic
CMP-002205,Maiden,NC,5,2024-06,2910,21,synthetic
CMP-002206,Maiden,NC,5,2024-07,2905,22,synthetic
CMP-002207,Maiden,NC,5,2024-08,2880,12,synthetic
CMP-002208,Maiden,NC,5,2024-09,2840,19,synthetic
CMP-002209,Maiden,NC,5,2024-10,2795,19,synthetic
CMP-002210,Maiden,NC,5,2024-11,2770,13,synthetic
CMP-002211,Maiden,NC,5,2024-12,2765,23,synthetic
CMP-002212,Maiden,NC,5,2025-01,2785,21,synthetic
CMP-002213,Maiden,NC,5,2025-02,2830,17,synthetic
CMP-002214,Maiden,NC,5,2025-03,2890,22,synthetic
CMP-002215,Maiden,NC,5,2025-04,2945,13,synthetic
CMP-002216,Maiden,NC,5,2025-05,2995,20,synthetic
CMP-002217,Maiden,NC,5,2025-06,3015,17,synthetic
CMP-002218,Maiden,NC,5,2025-07,3010,23,synthetic
CMP-002219,Maiden,NC,5,2025-08,2980,20,synthetic
CMP-002220,Maiden,NC,5,2025-09,2940,12,synthetic
CMP-002221,Maiden,NC,5,2025-10,2895,14,synthetic
CMP-002222,Maiden,NC,5,2025-11,2865,22,synthetic
CMP-002223,Maiden,NC,5,2025-12,2860,11,synthetic
CMP-002224,Maiden,NC,5,2026-01,2880,20,synthetic
CMP-002225,Maiden,NC,5,2026-02,2930,14,synthetic
CMP-002226,Maiden,NC,5,2026-03,2990,23,synthetic
CMP-002227,Maiden,NC,5,2026-04,3050,23,synthetic
CMP-002228,Maiden,NC,5,2026-05,3095,12,synthetic
CMP-002229,Maiden,NC,5,2026-06,3120,20,synthetic
CMP-002230,Maiden,NC,5,2026-07,3115,12,synthetic
CMP-002231,Maiden,NC,5,2026-08,3085,16,synthetic
CMP-002232,Maiden,NC,5,2026-09,3040,11,synthetic
CMP-002233,Melbourne,FL,3,2023-10,2020,74,synthetic
CMP-002234,Melbourne,FL,3,2023-11,2000,43,synthetic
CMP-002235,Melbourne,FL,3,2023-12,1995,53,synthetic
CMP-002236,Melbourne,FL,3,2024-01,2005,55,synthetic
CMP-002237,Melbourne,FL,3,2024-02,2040,84,synthetic
CMP-002238,Melbourne,FL,3,2024-03,2080,101,synthetic
CMP-002239,Melbourne,FL,3,2024-04,2120,78,synthetic
CMP-002240,Melbourne,FL,3,2024-05,2150,102,synthetic
CMP-002241,Melbourne,FL,3,2024-06,2165,62,synthetic
CMP-002242,Melbourne,FL,3,2024-07,2160,78,synthetic
CMP-002243,Melbourne,FL,3,2024-08,2140,99,synthetic
CMP-002244,Melbourne,FL,3,2024-09,2105,101,synthetic
CMP-002245,Melbourne,FL,3,2024-10,2075,97,synthetic
CMP-002246,Melbourne,FL,3,2024-11,2050,50,synthetic
CMP-002247,Melbourne,FL,3,2024-12,2045,53,synthetic
CMP-002248,Melbourne,FL,3,2025-01,2060,101,synthetic
CMP-002249,Melbourne,FL,3,2025-02,2095,90,synthetic
CMP-002250,Melbourne,FL,3,2025-03,2135,50,synthetic
CMP-002251,Melbourne,FL,3,2025-04,2175,89,synthetic
CMP-002252,Melbourne,FL,3,2025-05,2210,51,synthetic
CMP-002253,Melbourne,FL,3,2025-06,2225,67,synthetic
CMP-002254,Melbourne,FL,3,2025-07,2220,41,synthetic
CMP-002255,Melbourne,FL,3,2025-08,2195,52,synthetic
CMP-002256,Melbourne,FL,3,2025-09,2165,60,synthetic
CMP-002257,Melbourne,FL,3,2025-10,2130,90,synthetic
CMP-002258,Melbourne,FL,3,2025-11,2105,85,synthetic
CMP-002259,Melbourne,FL,3,2025-12,2100,62,synthetic
CMP-002260,Melbourne,FL,3,2026-01,2115,53,synthetic
CMP-002261,Melbourne,FL,3,2026-02,2150,70,synthetic
CMP-002262,Melbourne,FL,3,2026-03,2190,89,synthetic
CMP-002263,Melbourne,FL,3,2026-04,2235,46,synthetic
CMP-002264,Melbourne,FL,3,2026-05,2265,47,synthetic
CMP-002265,Melbourne,FL,3,2026-06,2280,61,synthetic
CMP-002266,Melbourne,FL,3,2026-07,2275,43,synthetic
CMP-002267,Melbourne,FL,3,2026-08,2255,69,synthetic
CMP-002268,Melbourne,FL,3,2026-09,2220,58,synthetic
CMP-002269,Melbourne,FL,4,2023-10,2190,72,synthetic
CMP-002270,Melbourne,FL,4,2023-11,2170,60,synthetic
CMP-002271,Melbourne,FL,4,2023-12,2160,71,synthetic
CMP-002272,Melbourne,FL,4,2024-01,2180,86,synthetic
CMP-002273,Melbourne,FL,4,2024-02,2210,37,synthetic
CMP-002274,Melbourne,FL,4,2024-03,2255,86,synthetic
CMP-002275,Melbourne,FL,4,2024-04,2300,66,synthetic
CMP-002276,Melbourne,FL,4,2024-05,2335,82,synthetic
CMP-002277,Melbourne,FL,4,2024-06,2350,60,synthetic
CMP-002278,Melbourne,FL,4,2024-07,2345,36,synthetic
CMP-002279,Melbourne,FL,4,2024-08,2320,33,synthetic
CMP-002280,Melbourne,FL,4,2024-09,2285,35,synthetic
CMP-002281,Melbourne,FL,4,2024-10,2250,65,synthetic
CMP-002282,Melbourne,FL,4,2024-11,2225,83,synthetic
CMP-002283,Melbourne,FL,4,2024-12,2220,54,synthetic
CMP-002284,Melbourne,FL,4,2025-01,2235,65,synthetic
CMP-002285,Melbourne,FL,4,2025-02,2270,37,synthetic
CMP-002286,Melbourne,FL,4,2025-03,2315,64,synthetic
CMP-002287,Melbourne,FL,4,2025-04,2360,66,synthetic
CMP-002288,Melbourne,FL,4,2025-05,2395,70,synthetic
CMP-002289,Melbourne,FL,4,2025-06,2415,33,synthetic
CMP-002290,Melbourne,FL,4,2025-07,2405,49,synthetic
CMP-002291,Melbourne,FL,4,2025-08,2385,73,synthetic
CMP-002292,Melbourne,FL,4,2025-09,2345,85,synthetic
CMP-002293,Melbourne,FL,4,2025-10,2310,48,synthetic
CMP-002294,Melbourne,FL,4,2025-11,2285,46,synthetic
CMP-002295,Melbourne,FL,4,2025-12,2280,66,synthetic
CMP-002296,Melbourne,FL,4,2026-01,2295,82,synthetic
CMP-002297,Melbourne,FL,4,2026-02,2330,55,synthetic
CMP-002298,Melbourne,FL,4,2026-03,2375,57,synthetic
CMP-002299,Melbourne,FL,4,2026-04,2425,50,synthetic
CMP-002300,Melbourne,FL,4,2026-05,2460,68,synthetic
CMP-002301,Melbourne,FL,4,2026-06,2475,80,synthetic
CMP-002302,Melbourne,FL,4,2026-07,2470,56,synthetic
CMP-002303,Melbourne,FL,4,2026-08,2445,79,synthetic
CMP-002304,Melbourne,FL,4,2026-09,2405,72,synthetic
CMP-002305,Melbourne,FL,5,2023-10,2365,81,synthetic
CMP-002306,Melbourne,FL,5,2023-11,2340,63,synthetic
CMP-002307,Melbourne,FL,5,2023-12,2330,62,synthetic
CMP-002308,Melbourne,FL,5,2024-01,2350,48,synthetic
CMP-002309,Melbourne,FL,5,2024-02,2385,79,synthetic
CMP-002310,Melbourne,FL,5,2024-03,2435,61,synthetic
CMP-002311,Melbourne,FL,5,2024-04,2480,57,synthetic
CMP-002312,Melbourne,FL,5,2024-05,2520,76,synthetic
CMP-002313,Melbourne,FL,5,2024-06,2535,88,synthetic
CMP-002314,Melbourne,FL,5,2024-07,2530,88,synthetic
CMP-002315,Melbourne,FL,5,2024-08,2505,87,synthetic
CMP-002316,Melbourne,FL,5,2024-09,2465,40,synthetic
CMP-002317,Melbourne,FL,5,2024-10,2425,39,synthetic
CMP-002318,Melbourne,FL,5,2024-11,2400,81,synthetic
CMP-002319,Melbourne,FL,5,2024-12,2395,53,synthetic
CMP-002320,Melbourne,FL,5,2025-01,2410,38,synthetic
CMP-002321,Melbourne,FL,5,2025-02,2450,85,synthetic
CMP-002322,Melbourne,FL,5,2025-03,2500,56,synthetic
CMP-002323,Melbourne,FL,5,2025-04,2545,38,synthetic
CMP-002324,Melbourne,FL,5,2025-05,2585,57,synthetic
CMP-002325,Melbourne,FL,5,2025-06,2600,61,synthetic
CMP-002326,Melbourne,FL,5,2025-07,2595,71,synthetic
CMP-002327,Melbourne,FL,5,2025-08,2570,75,synthetic
CMP-002328,Melbourne,FL,5,2025-09,2530,85,synthetic
CMP-002329,Melbourne,FL,5,2025-10,2490,87,synthetic
CMP-002330,Melbourne,FL,5,2025-11,2465,65,synthetic
CMP-002331,Melbourne,FL,5,2025-12,2460,41,synthetic
CMP-002332,Melbourne,FL,5,2026-01,2475,54,synthetic
CMP-002333,Melbourne,FL,5,2026-02,2515,39,synthetic
CMP-002334,Melbourne,FL,5,2026-03,2565,62,synthetic
CMP-002335,Melbourne,FL,5,2026-04,2615,84,synthetic
CMP-002336,Melbourne,FL,5,2026-05,2650,84,synthetic
CMP-002337,Melbourne,FL,5,2026-06,2670,48,synthetic
CMP-002338,Melbourne,FL,5,2026-07,2665,61,synthetic
CMP-002339,Melbourne,FL,5,2026-08,2635,83,synthetic
CMP-002340,Melbourne,FL,5,2026-09,2595,69,synthetic
CMP-002341,Menifee,CA,4,2023-10,3695,38,synthetic
CMP-002342,Menifee,CA,4,2023-11,3660,48,synthetic
CMP-002343,Menifee,CA,4,2023-12,3650,51,synthetic
CMP-002344,Menifee,CA,4,2024-01,3680,32,synthetic
CMP-002345,Menifee,CA,4,2024-02,3740,52,synthetic
CMP-002346,Menifee,CA,4,2024-03,3820,27,synthetic
CMP-002347,Menifee,CA,4,2024-04,3895,28,synthetic
CMP-002348,Menifee,CA,4,2024-05,3955,41,synthetic
CMP-002349,Menifee,CA,4,2024-06,3985,33,synthetic
CMP-002350,Menifee,CA,4,2024-07,3980,48,synthetic
CMP-002351,Menifee,CA,4,2024-08,3940,52,synthetic
CMP-002352,Menifee,CA,4,2024-09,3885,37,synthetic
CMP-002353,Menifee,CA,4,2024-10,3830,65,synthetic
CMP-002354,Menifee,CA,4,2024-11,3790,63,synthetic
CMP-002355,Menifee,CA,4,2024-12,3780,43,synthetic
CMP-002356,Menifee,CA,4,2025-01,3810,40,synthetic
CMP-002357,Menifee,CA,4,2025-02,3870,25,synthetic
CMP-002358,Menifee,CA,4,2025-03,3950,31,synthetic
CMP-002359,Menifee,CA,4,2025-04,4035,26,synthetic
CMP-002360,Menifee,CA,4,2025-05,4095,53,synthetic
CMP-002361,Menifee,CA,4,2025-06,4125,25,synthetic
CMP-002362,Menifee,CA,4,2025-07,4120,63,synthetic
CMP-002363,Menifee,CA,4,2025-08,4080,54,synthetic
CMP-002364,Menifee,CA,4,2025-09,4020,60,synthetic
CMP-002365,Menifee,CA,4,2025-10,3960,63,synthetic
CMP-002366,Menifee,CA,4,2025-11,3920,37,synthetic
CMP-002367,Menifee,CA,4,2025-12,3910,44,synthetic
CMP-002368,Menifee,CA,4,2026-01,3940,34,synthetic
CMP-002369,Menifee,CA,4,2026-02,4005,49,synthetic
CMP-002370,Menifee,CA,4,2026-03,4085,58,synthetic
CMP-002371,Menifee,CA,4,2026-04,4170,37,synthetic
CMP-002372,Menifee,CA,4,2026-05,4235,63,synthetic
CMP-002373,Menifee,CA,4,2026-06,4265,34,synthetic
CMP-002374,Menifee,CA,4,2026-07,4255,32,synthetic
CMP-002375,Menifee,CA,4,2026-08,4215,54,synthetic
CMP-002376,Menifee,CA,4,2026-09,4155,38,synthetic
CMP-002377,Menifee,CA,5,2023-10,4010,24,synthetic
CMP-002378,Menifee,CA,5,2023-11,3970,45,synthetic
CMP-002379,Menifee,CA,5,2023-12,3960,24,synthetic
CMP-002380,Menifee,CA,5,2024-01,3995,40,synthetic
CMP-002381,Menifee,CA,5,2024-02,4060,24,synthetic
CMP-002382,Menifee,CA,5,2024-03,4140,40,synthetic
CMP-002383,Menifee,CA,5,2024-04,4225,46,synthetic
CMP-002384,Menifee,CA,5,2024-05,4295,45,synthetic
CMP-002385,Menifee,CA,5,2024-06,4325,18,synthetic
CMP-002386,Menifee,CA,5,2024-07,4320,44,synthetic
CMP-002387,Menifee,CA,5,2024-08,4275,20,synthetic
CMP-002388,Menifee,CA,5,2024-09,4215,46,synthetic
CMP-002389,Menifee,CA,5,2024-10,4155,46,synthetic
CMP-002390,Menifee,CA,5,2024-11,4110,40,synthetic
CMP-002391,Menifee,CA,5,2024-12,4105,26,synthetic
CMP-002392,Menifee,CA,5,2025-01,4135,26,synthetic
CMP-002393,Menifee,CA,5,2025-02,4200,37,synthetic
CMP-002394,Menifee,CA,5,2025-03,4290,36,synthetic
CMP-002395,Menifee,CA,5,2025-04,4375,29,synthetic
CMP-002396,Menifee,CA,5,2025-05,4445,28,synthetic
CMP-002397,Menifee,CA,5,2025-06,4475,35,synthetic
CMP-002398,Menifee,CA,5,2025-07,4470,44,synthetic
CMP-002399,Menifee,CA,5,2025-08,4425,43,synthetic
CMP-002400,Menifee,CA,5,2025-09,4360,21,synthetic
CMP-002401,Menifee,CA,5,2025-10,4295,39,synthetic
CMP-002402,Menifee,CA,5,2025-11,4250,35,synthetic
CMP-002403,Menifee,CA,5,2025-12,4245,43,synthetic
CMP-002404,Menifee,CA,5,2026-01,4275,45,synthetic
CMP-002405,Menifee,CA,5,2026-02,4345,31,synthetic
CMP-002406,Menifee,CA,5,2026-03,4435,20,synthetic
CMP-002407,Menifee,CA,5,2026-04,4525,30,synthetic
CMP-002408,Menifee,CA,5,2026-05,4595,21,synthetic
CMP-002409,Menifee,CA,5,2026-06,4625,42,synthetic
CMP-002410,Menifee,CA,5,2026-07,4620,21,synthetic
CMP-002411,Menifee,CA,5,2026-08,4575,46,synthetic
CMP-002412,Menifee,CA,5,2026-09,4505,25,synthetic
CMP-002413,Monroe,NC,2,2023-10,1980,26,synthetic
CMP-002414,Monroe,NC,2,2023-11,1960,23,synthetic
CMP-002415,Monroe,NC,2,2023-12,1955,38,synthetic
CMP-002416,Monroe,NC,2,2024-01,1975,25,synthetic
CMP-002417,Monroe,NC,2,2024-02,2005,30,synthetic
CMP-002418,Monroe,NC,2,2024-03,2050,29,synthetic
CMP-002419,Monroe,NC,2,2024-04,2090,34,synthetic
CMP-002420,Monroe,NC,2,2024-05,2125,28,synthetic
CMP-002421,Monroe,NC,2,2024-06,2140,16,synthetic
CMP-002422,Monroe,NC,2,2024-07,2140,19,synthetic
CMP-002423,Monroe,NC,2,2024-08,2120,23,synthetic
CMP-002424,Monroe,NC,2,2024-09,2090,22,synthetic
CMP-002425,Monroe,NC,2,2024-10,2060,27,synthetic
CMP-002426,Monroe,NC,2,2024-11,2040,29,synthetic
CMP-002427,Monroe,NC,2,2024-12,2035,27,synthetic
CMP-002428,Monroe,NC,2,2025-01,2050,35,synthetic
CMP-002429,Monroe,NC,2,2025-02,2085,17,synthetic
CMP-002430,Monroe,NC,2,2025-03,2130,17,synthetic
CMP-002431,Monroe,NC,2,2025-04,2175,29,synthetic
CMP-002432,Monroe,NC,2,2025-05,2210,34,synthetic
CMP-002433,Monroe,NC,2,2025-06,2225,22,synthetic
CMP-002434,Monroe,NC,2,2025-07,2225,38,synthetic
CMP-002435,Monroe,NC,2,2025-08,2200,29,synthetic
CMP-002436,Monroe,NC,2,2025-09,2170,15,synthetic
CMP-002437,Monroe,NC,2,2025-10,2140,34,synthetic
CMP-002438,Monroe,NC,2,2025-11,2120,28,synthetic
CMP-002439,Monroe,NC,2,2025-12,2115,27,synthetic
CMP-002440,Monroe,NC,2,2026-01,2130,33,synthetic
CMP-002441,Monroe,NC,2,2026-02,2165,28,synthetic
CMP-002442,Monroe,NC,2,2026-03,2210,21,synthetic
CMP-002443,Monroe,NC,2,2026-04,2260,34,synthetic
CMP-002444,Monroe,NC,2,2026-05,2295,21,synthetic
CMP-002445,Monroe,NC,2,2026-06,2310,21,synthetic
CMP-002446,Monroe,NC,2,2026-07,2305,28,synthetic
CMP-002447,Monroe,NC,2,2026-08,2285,38,synthetic
CMP-002448,Monroe,NC,2,2026-09,2255,32,synthetic
CMP-002449,Monroe,NC,3,2023-10,2145,34,synthetic
CMP-002450,Monroe,NC,3,2023-11,2125,22,synthetic
CMP-002451,Monroe,NC,3,2023-12,2125,28,synthetic
CMP-002452,Monroe,NC,3,2024-01,2140,45,synthetic
CMP-002453,Monroe,NC,3,2024-02,2175,38,synthetic
CMP-002454,Monroe,NC,3,2024-03,2220,26,synthetic
CMP-002455,Monroe,NC,3,2024-04,2270,35,synthetic
CMP-002456,Monroe,NC,3,2024-05,2305,36,synthetic
CMP-002457,Monroe,NC,3,2024-06,2325,38,synthetic
CMP-002458,Monroe,NC,3,2024-07,2320,32,synthetic
CMP-002459,Monroe,NC,3,2024-08,2300,52,synthetic
CMP-002460,Monroe,NC,3,2024-09,2265,56,synthetic
CMP-002461,Monroe,NC,3,2024-10,2235,39,synthetic
CMP-002462,Monroe,NC,3,2024-11,2210,42,synthetic
CMP-002463,Monroe,NC,3,2024-12,2210,57,synthetic
CMP-002464,Monroe,NC,3,2025-01,2225,35,synthetic
CMP-002465,Monroe,NC,3,2025-02,2265,26,synthetic
CMP-002466,Monroe,NC,3,2025-03,2310,27,synthetic
CMP-002467,Monroe,NC,3,2025-04,2360,51,synthetic
CMP-002468,Monroe,NC,3,2025-05,2395,23,synthetic
CMP-002469,Monroe,NC,3,2025-06,2415,56,synthetic
CMP-002470,Monroe,NC,3,2025-07,2410,42,synthetic
CMP-002471,Monroe,NC,3,2025-08,2390,45,synthetic
CMP-002472,Monroe,NC,3,2025-09,2355,39,synthetic
CMP-002473,Monroe,NC,3,2025-10,2320,48,synthetic
CMP-002474,Monroe,NC,3,2025-11,2300,28,synthetic
CMP-002475,Monroe,NC,3,2025-12,2295,36,synthetic
CMP-002476,Monroe,NC,3,2026-01,2315,39,synthetic
CMP-002477,Monroe,NC,3,2026-02,2350,55,synthetic
CMP-002478,Monroe,NC,3,2026-03,2400,35,synthetic
CMP-002479,Monroe,NC,3,2026-04,2450,29,synthetic
CMP-002480,Monroe,NC,3,2026-05,2490,51,synthetic
CMP-002481,Monroe,NC,3,2026-06,2505,44,synthetic
CMP-002482,Monroe,NC,3,2026-07,2505,31,synthetic
CMP-002483,Monroe,NC,3,2026-08,2480,37,synthetic
CMP-002484,Monroe,NC,3,2026-09,2445,32,synthetic
CMP-002485,Monroe,NC,4,2023-10,2315,32,synthetic
CMP-002486,Monroe,NC,4,2023-11,2295,41,synthetic
CMP-002487,Monroe,NC,4,2023-12,2290,27,synthetic
CMP-002488,Monroe,NC,4,2024-01,2310,29,synthetic
CMP-002489,Monroe,NC,4,2024-02,2345,17,synthetic
CMP-002490,Monroe,NC,4,2024-03,2395,33,synthetic
CMP-002491,Monroe,NC,4,2024-04,2445,26,synthetic
CMP-002492,Monroe,NC,4,2024-05,2485,24,synthetic
CMP-002493,Monroe,NC,4,2024-06,2505,42,synthetic
CMP-002494,Monroe,NC,4,2024-07,2500,27,synthetic
CMP-002495,Monroe,NC,4,2024-08,2480,41,synthetic
CMP-002496,Monroe,NC,4,2024-09,2445,29,synthetic
CMP-002497,Monroe,NC,4,2024-10,2410,43,synthetic
CMP-002498,Monroe,NC,4,2024-11,2385,31,synthetic
CMP-002499,Monroe,NC,4,2024-12,2380,22,synthetic
CMP-002500,Monroe,NC,4,2025-01,2400,38,synthetic
CMP-002501,Monroe,NC,4,2025-02,2440,38,synthetic
CMP-002502,Monroe,NC,4,2025-03,2490,31,synthetic
CMP-002503,Monroe,NC,4,2025-04,2545,32,synthetic
CMP-002504,Monroe,NC,4,2025-05,2585,20,synthetic
CMP-002505,Monroe,NC,4,2025-06,2605,32,synthetic
CMP-002506,Monroe,NC,4,2025-07,2600,23,synthetic
CMP-002507,Monroe,NC,4,2025-08,2575,37,synthetic
CMP-002508,Monroe,NC,4,2025-09,2540,17,synthetic
CMP-002509,Monroe,NC,4,2025-10,2505,25,synthetic
CMP-002510,Monroe,NC,4,2025-11,2480,35,synthetic
CMP-002511,Monroe,NC,4,2025-12,2475,28,synthetic
CMP-002512,Monroe,NC,4,2026-01,2495,35,synthetic
CMP-002513,Monroe,NC,4,2026-02,2535,32,synthetic
CMP-002514,Monroe,NC,4,2026-03,2590,31,synthetic
CMP-002515,Monroe,NC,4,2026-04,2640,30,synthetic
CMP-002516,Monroe,NC,4,2026-05,2685,25,synthetic
CMP-002517,Monroe,NC,4,2026-06,2705,43,synthetic
CMP-002518,Monroe,NC,4,2026-07,2700,24,synthetic
CMP-002519,Monroe,NC,4,2026-08,2675,16,synthetic
CMP-002520,Monroe,NC,4,2026-09,2635,17,synthetic
CMP-002521,Montgomery,TX,3,2023-10,2015,72,synthetic
CMP-002522,Montgomery,TX,3,2023-11,1995,55,synthetic
CMP-002523,Montgomery,TX,3,2023-12,1990,47,synthetic
CMP-002524,Montgomery,TX,3,2024-01,2005,47,synthetic
CMP-002525,Montgomery,TX,3,2024-02,2040,85,synthetic
CMP-002526,Montgomery,TX,3,2024-03,2085,76,synthetic
CMP-002527,Montgomery,TX,3,2024-04,2125,91,synthetic
