leaseId,propertyId,residentId,startDate,endDate,termMonths,monthlyRent,deposit,concessionMonths,renewalOfLeaseId,status
LSE-004099,PROP-01485,RES-02792,2026-08-30,2027-08-30,12,2565,2565,0,LSE-004098,active
LSE-004100,PROP-01486,RES-02793,2022-01-11,2023-01-11,12,2350,2350,1,,expired
LSE-004101,PROP-01486,RES-02793,2023-03-15,2024-03-15,12,2425,2425,0,LSE-004100,expired
LSE-004102,PROP-01486,RES-02793,2024-05-21,2026-05-21,24,2545,1272,0,LSE-004101,expired
LSE-004103,PROP-01486,RES-02794,2026-06-01,2027-06-01,12,2705,1352,0,,active
LSE-004104,PROP-01487,RES-02795,2022-07-20,2024-07-20,24,2310,1155,0,,expired
LSE-004105,PROP-01487,RES-02796,2024-07-29,2025-07-29,12,2440,2440,0,,expired
LSE-004106,PROP-01487,RES-02796,2025-09-08,2026-09-08,12,2515,2515,0,LSE-004105,expired
LSE-004107,PROP-01488,RES-02797,2024-03-06,2026-03-06,24,2315,2315,0,,expired
LSE-004108,PROP-01488,RES-02797,2026-05-10,2028-05-10,24,2545,2545,0,LSE-004107,active
LSE-004109,PROP-01489,RES-02798,2023-11-23,2024-11-23,12,2280,1140,0,,expired
LSE-004110,PROP-01489,RES-02798,2024-12-26,2026-06-26,18,2365,1182,0,LSE-004109,expired
LSE-004111,PROP-01489,RES-02798,2026-08-29,2028-08-29,24,2585,2585,0,LSE-004110,active
LSE-004112,PROP-01490,RES-02799,2022-07-03,2023-07-03,12,2330,1165,0,,expired
LSE-004113,PROP-01490,RES-02799,2023-08-13,2024-08-13,12,2385,2385,0,LSE-004112,expired
LSE-004114,PROP-01490,RES-02799,2024-10-05,2025-10-05,12,2455,2455,0,LSE-004113,expired
LSE-004115,PROP-01490,RES-02800,2025-12-12,2027-06-12,18,2415,2415,1,,active
LSE-004116,PROP-01491,RES-02801,2023-01-06,2024-01-06,12,2265,1132,0,,expired
LSE-004117,PROP-01491,RES-02801,2024-03-04,2025-09-04,18,2295,2295,0,LSE-004116,expired
LSE-004118,PROP-01491,RES-02802,2025-10-24,2027-10-24,24,2415,2415,0,,active
LSE-004119,PROP-01492,RES-02803,2022-07-25,2024-07-25,24,2385,1192,0,,expired
LSE-004120,PROP-01492,RES-02803,2024-09-16,2026-09-16,24,2490,1245,0,LSE-004119,expired
LSE-004121,PROP-01493,RES-02804,2023-12-28,2024-12-28,12,2245,1122,0,,expired
LSE-004122,PROP-01493,RES-02804,2025-01-16,2026-07-16,18,2355,2355,0,LSE-004121,expired
LSE-004123,PROP-01493,RES-02805,2026-08-01,2027-08-01,12,2655,2655,0,,active
LSE-004124,PROP-01494,RES-02806,2022-06-24,2024-06-24,24,2320,2320,1,,expired
LSE-004125,PROP-01494,RES-02806,2024-07-03,2025-07-03,12,2430,1215,0,LSE-004124,expired
LSE-004126,PROP-01494,RES-02806,2025-08-10,2027-08-10,24,2545,2545,0,LSE-004125,active
LSE-004127,PROP-01495,RES-02807,2025-02-25,2026-02-25,12,2495,2495,0,,expired
LSE-004128,PROP-01495,RES-02808,2026-04-10,2028-04-10,24,2610,2610,0,,active
LSE-004129,PROP-01496,RES-02809,2022-06-12,2023-06-12,12,2340,2340,0,,expired
LSE-004130,PROP-01496,RES-02809,2023-08-01,2025-08-01,24,2420,2420,0,LSE-004129,expired
LSE-004131,PROP-01496,RES-02810,2025-09-22,2027-03-22,18,2585,2585,0,,active
LSE-004132,PROP-01497,RES-02811,2022-07-05,2024-07-05,24,2250,2250,0,,expired
LSE-004133,PROP-01497,RES-02811,2024-08-23,2025-08-23,12,2405,2405,0,LSE-004132,expired
LSE-004134,PROP-01497,RES-02811,2025-10-24,2027-10-24,24,2455,1227,0,LSE-004133,active
LSE-004135,PROP-01498,RES-02812,2022-03-03,2024-03-03,24,2340,2340,0,,expired
LSE-004136,PROP-01498,RES-02813,2024-05-07,2026-05-07,24,2445,1222,0,,expired
LSE-004137,PROP-01498,RES-02814,2026-06-02,2027-06-02,12,2615,2615,1,,active
LSE-004138,PROP-01499,RES-02815,2021-10-18,2023-10-18,24,2380,2380,1,,expired
LSE-004139,PROP-01499,RES-02816,2023-12-11,2025-12-11,24,2235,1117,0,,evicted
LSE-004140,PROP-01499,RES-02817,2026-01-30,2028-01-30,24,2505,1252,0,,active
LSE-004141,PROP-01500,RES-02818,2024-11-08,2025-11-08,12,2290,2290,0,,expired
LSE-004142,PROP-01500,RES-02818,2025-12-30,2027-12-30,24,2400,2400,1,LSE-004141,active
LSE-004143,PROP-01501,RES-02819,2022-07-26,2024-07-26,24,2340,2340,0,,expired
LSE-004144,PROP-01501,RES-02819,2024-09-01,2026-09-01,24,2435,1217,0,LSE-004143,expired
LSE-004145,PROP-01501,RES-02819,2026-09-14,2028-03-14,18,2540,2540,0,LSE-004144,active
LSE-004146,PROP-01502,RES-02820,2024-02-24,2025-02-24,12,2450,2450,1,,expired
LSE-004147,PROP-01502,RES-02821,2025-03-20,2026-03-20,12,2495,2495,0,,expired
LSE-004148,PROP-01502,RES-02821,2026-05-04,2027-05-04,12,2730,1365,0,LSE-004147,active
LSE-004149,PROP-01503,RES-02822,2024-09-19,2025-09-19,12,2460,2460,1,,expired
LSE-004150,PROP-01503,RES-02822,2025-11-14,2026-11-14,12,2555,2555,0,LSE-004149,active
LSE-004151,PROP-01504,RES-02823,2022-02-21,2023-02-21,12,2310,2310,0,,expired
LSE-004152,PROP-01504,RES-02824,2023-03-01,2024-03-01,12,2265,2265,0,,expired
LSE-004153,PROP-01504,RES-02825,2024-05-02,2026-05-02,24,2525,2525,0,,expired
LSE-004154,PROP-01504,RES-02826,2026-07-10,2028-01-10,18,2705,2705,0,,active
LSE-004155,PROP-01505,RES-02827,2023-01-04,2024-07-04,18,2325,1162,1,,expired
LSE-004156,PROP-01505,RES-02827,2024-09-16,2025-09-16,12,2440,1220,1,LSE-004155,expired
LSE-004157,PROP-01505,RES-02827,2025-10-30,2027-10-30,24,2475,2475,0,LSE-004156,active
LSE-004158,PROP-01506,RES-02828,2022-05-19,2023-05-19,12,2295,1147,0,,expired
LSE-004159,PROP-01506,RES-02828,2023-06-27,2025-06-27,24,2385,2385,0,LSE-004158,expired
LSE-004160,PROP-01506,RES-02829,2025-07-09,2026-07-09,12,2700,2700,0,,expired
LSE-004161,PROP-01506,RES-02829,2026-09-02,2028-03-02,18,2750,2750,0,LSE-004160,active
LSE-004162,PROP-01507,RES-02830,2021-10-22,2023-10-22,24,2390,1195,0,,expired
LSE-004163,PROP-01507,RES-02830,2023-11-13,2025-11-13,24,2430,1215,0,LSE-004162,expired
LSE-004164,PROP-01507,RES-02831,2025-12-16,2027-12-16,24,2620,2620,1,,active
LSE-004165,PROP-01508,RES-02832,2023-10-16,2024-10-16,12,2325,1162,0,,expired
LSE-004166,PROP-01508,RES-02832,2024-11-12,2026-05-12,18,2425,2425,0,LSE-004165,expired
LSE-004167,PROP-01508,RES-02832,2026-07-01,2028-07-01,24,2660,1330,0,LSE-004166,active
LSE-004168,PROP-01509,RES-02833,2022-08-20,2023-08-20,12,2275,1137,0,,expired
LSE-004169,PROP-01509,RES-02833,2023-10-01,2025-10-01,24,2385,1192,0,LSE-004168,expired
LSE-004170,PROP-01509,RES-02833,2025-11-25,2027-11-25,24,2535,2535,1,LSE-004169,active
LSE-004171,PROP-01510,RES-02834,2022-10-08,2023-10-08,12,2285,1142,1,,terminated-early
LSE-004172,PROP-01510,RES-02835,2023-10-19,2025-10-19,24,2305,1152,0,,expired
LSE-004173,PROP-01510,RES-02835,2025-12-01,2027-06-01,18,2405,2405,0,LSE-004172,active
LSE-004174,PROP-01511,RES-02836,2022-03-26,2023-03-26,12,2440,1220,0,,expired
LSE-004175,PROP-01511,RES-02837,2023-04-03,2024-04-03,12,2385,1192,0,,expired
LSE-004176,PROP-01511,RES-02837,2024-05-09,2025-11-09,18,2545,2545,0,LSE-004175,expired
LSE-004177,PROP-01511,RES-02837,2025-12-09,2026-12-09,12,2570,1285,0,LSE-004176,active
LSE-004178,PROP-01512,RES-02838,2022-05-13,2023-05-13,12,2345,2345,0,,expired
LSE-004179,PROP-01512,RES-02838,2023-07-08,2025-07-08,24,2420,1210,0,LSE-004178,expired
LSE-004180,PROP-01512,RES-02839,2025-09-05,2026-09-05,12,2520,2520,0,,expired
LSE-004181,PROP-01512,RES-02839,2026-09-23,2028-09-23,24,2570,2570,0,LSE-004180,active
LSE-004182,PROP-01513,RES-02840,2022-06-21,2024-06-21,24,2315,2315,0,,expired
LSE-004183,PROP-01513,RES-02840,2024-08-14,2026-08-14,24,2475,2475,0,LSE-004182,expired
LSE-004184,PROP-01513,RES-02840,2026-09-18,2027-09-18,12,2670,2670,0,LSE-004183,active
LSE-004185,PROP-01514,RES-02841,2024-03-19,2026-03-19,24,2495,2495,0,,expired
LSE-004186,PROP-01514,RES-02842,2026-05-27,2027-05-27,12,2760,2760,0,,active
LSE-004187,PROP-01515,RES-02843,2023-06-17,2025-06-17,24,2340,1170,0,,expired
LSE-004188,PROP-01515,RES-02844,2025-06-27,2026-06-27,12,2615,1307,0,,expired
LSE-004189,PROP-01515,RES-02844,2026-09-02,2028-03-02,18,2720,2720,0,LSE-004188,active
LSE-004190,PROP-01516,RES-02845,2023-06-26,2024-06-26,12,2400,2400,0,,expired
LSE-004191,PROP-01516,RES-02846,2024-08-20,2025-08-20,12,2485,2485,0,,expired
LSE-004192,PROP-01516,RES-02847,2025-10-31,2027-10-31,24,2535,1267,0,,active
LSE-004193,PROP-01517,RES-02848,2024-03-04,2026-03-04,24,2455,2455,0,,expired
LSE-004194,PROP-01517,RES-02848,2026-04-14,2028-04-14,24,2590,2590,0,LSE-004193,active
LSE-004195,PROP-01518,RES-02849,2024-03-16,2025-03-16,12,2400,1200,0,,expired
LSE-004196,PROP-01518,RES-02850,2025-05-10,2026-05-10,12,2620,2620,0,,expired
LSE-004197,PROP-01518,RES-02851,2026-05-16,2027-05-16,12,2675,2675,0,,active
LSE-004198,PROP-01519,RES-02852,2023-07-18,2024-07-18,12,2335,2335,0,,expired
LSE-004199,PROP-01519,RES-02852,2024-09-03,2025-09-03,12,2415,2415,0,LSE-004198,expired
LSE-004200,PROP-01519,RES-02852,2025-09-22,2027-03-22,18,2585,2585,0,LSE-004199,active
LSE-004201,PROP-01520,RES-02853,2023-10-12,2024-10-12,12,2420,1210,0,,expired
LSE-004202,PROP-01520,RES-02853,2024-11-04,2026-11-04,24,2445,1222,0,LSE-004201,active
LSE-004203,PROP-01521,RES-02854,2023-01-06,2025-01-06,24,2425,2425,0,,expired
LSE-004204,PROP-01521,RES-02854,2025-02-12,2027-02-12,24,2510,1255,0,LSE-004203,active
LSE-004205,PROP-01522,RES-02855,2021-12-08,2023-12-08,24,2420,2420,0,,expired
LSE-004206,PROP-01522,RES-02856,2024-01-09,2025-01-09,12,2435,2435,0,,expired
LSE-004207,PROP-01522,RES-02856,2025-03-20,2026-03-20,12,2550,1275,0,LSE-004206,expired
LSE-004208,PROP-01522,RES-02857,2026-04-26,2028-04-26,24,2640,2640,0,,active
LSE-004209,PROP-01523,RES-02858,2023-08-15,2024-08-15,12,2375,2375,0,,expired
LSE-004210,PROP-01523,RES-02858,2024-09-01,2026-09-01,24,2450,1225,1,LSE-004209,expired
LSE-004211,PROP-01524,RES-02859,2022-04-20,2023-04-20,12,2385,2385,0,,expired
LSE-004212,PROP-01524,RES-02859,2023-05-19,2024-05-19,12,2420,1210,0,LSE-004211,expired
LSE-004213,PROP-01524,RES-02859,2024-07-08,2025-07-08,12,2480,2480,0,LSE-004212,expired
LSE-004214,PROP-01524,RES-02860,2025-08-10,2027-08-10,24,2630,2630,0,,active
LSE-004215,PROP-01525,RES-02861,2023-05-19,2024-11-19,18,2345,1172,0,,expired
LSE-004216,PROP-01525,RES-02861,2024-12-01,2026-12-01,24,2415,1207,0,LSE-004215,active
LSE-004217,PROP-01526,RES-02862,2021-12-03,2023-12-03,24,2360,2360,0,,expired
LSE-004218,PROP-01526,RES-02863,2024-01-12,2025-01-12,12,2315,1157,0,,expired
LSE-004219,PROP-01526,RES-02863,2025-03-05,2027-03-05,24,2550,2550,0,LSE-004218,active
LSE-004220,PROP-01527,RES-02864,2022-10-16,2023-10-16,12,2430,1215,0,,expired
LSE-004221,PROP-01527,RES-02865,2023-11-05,2025-05-05,18,2335,1167,0,,expired
LSE-004222,PROP-01527,RES-02866,2025-07-18,2026-07-18,12,2645,1322,0,,expired
LSE-004223,PROP-01527,RES-02866,2026-08-26,2028-08-26,24,2750,2750,0,LSE-004222,active
LSE-004224,PROP-01528,RES-02867,2023-06-13,2024-06-13,12,2420,1210,0,,expired
LSE-004225,PROP-01528,RES-02868,2024-07-23,2025-07-23,12,2545,2545,0,,terminated-early
LSE-004226,PROP-01528,RES-02869,2025-08-23,2026-08-23,12,2595,1297,0,,expired
LSE-004227,PROP-01528,RES-02869,2026-09-19,2028-09-19,24,2695,2695,0,LSE-004226,active
LSE-004228,PROP-01529,RES-02870,2024-08-17,2026-08-17,24,2545,2545,0,,expired
LSE-004229,PROP-01529,RES-02871,2026-09-23,2028-09-23,24,2615,2615,1,,active
LSE-004230,PROP-01530,RES-02872,2022-05-23,2024-05-23,24,2400,2400,0,,expired
LSE-004231,PROP-01530,RES-02872,2024-07-26,2026-07-26,24,2475,1237,0,LSE-004230,expired
LSE-004232,PROP-01530,RES-02873,2026-08-04,2027-08-04,12,2710,2710,0,,active
LSE-004233,PROP-01531,RES-02874,2023-08-08,2025-02-08,18,2325,2325,0,,expired
LSE-004234,PROP-01531,RES-02874,2025-04-24,2026-04-24,12,2605,1302,1,LSE-004233,expired
LSE-004235,PROP-01531,RES-02875,2026-05-22,2028-05-22,24,2750,1375,0,,active
LSE-004236,PROP-01532,RES-02876,2024-02-18,2026-02-18,24,2300,2300,0,,expired
LSE-004237,PROP-01532,RES-02876,2026-04-19,2028-04-19,24,2545,2545,0,LSE-004236,active
LSE-004238,PROP-01533,RES-02877,2023-11-13,2024-11-13,12,2365,1182,0,,expired
LSE-004239,PROP-01533,RES-02878,2025-01-18,2026-01-18,12,2395,2395,0,,expired
LSE-004240,PROP-01533,RES-02879,2026-02-01,2028-02-01,24,2530,1265,0,,active
LSE-004241,PROP-01534,RES-02880,2023-08-28,2025-08-28,24,2330,2330,0,,expired
LSE-004242,PROP-01534,RES-02880,2025-09-29,2027-09-29,24,2530,1265,0,LSE-004241,active
LSE-004243,PROP-01535,RES-02881,2022-10-01,2024-10-01,24,2395,2395,0,,expired
LSE-004244,PROP-01535,RES-02882,2024-10-10,2025-10-10,12,2395,1197,0,,expired
LSE-004245,PROP-01535,RES-02882,2025-10-28,2026-10-28,12,2475,1237,0,LSE-004244,active
LSE-004246,PROP-01536,RES-02883,2022-08-28,2024-08-28,24,2365,2365,0,,expired
LSE-004247,PROP-01536,RES-02883,2024-10-09,2026-10-09,24,2480,2480,0,LSE-004246,active
LSE-004248,PROP-01537,RES-02884,2024-03-08,2025-03-08,12,2495,1247,0,,expired
LSE-004249,PROP-01537,RES-02885,2025-05-01,2026-05-01,12,2635,2635,0,,expired
LSE-004250,PROP-01537,RES-02885,2026-05-08,2027-05-08,12,2790,2790,0,LSE-004249,active
LSE-004251,PROP-01538,RES-02886,2021-12-17,2022-12-17,12,2370,1185,0,,expired
LSE-004252,PROP-01538,RES-02886,2022-12-29,2024-12-29,24,2485,2485,0,LSE-004251,expired
LSE-004253,PROP-01538,RES-02887,2025-01-30,2026-01-30,12,2375,2375,0,,expired
LSE-004254,PROP-01538,RES-02887,2026-04-09,2027-04-09,12,2660,2660,0,LSE-004253,active
LSE-004255,PROP-01539,RES-02888,2022-10-26,2023-10-26,12,2285,2285,1,,expired
LSE-004256,PROP-01539,RES-02888,2023-12-15,2025-06-15,18,2360,2360,0,LSE-004255,expired
LSE-004257,PROP-01539,RES-02888,2025-06-27,2027-06-27,24,2600,2600,0,LSE-004256,active
LSE-004258,PROP-01540,RES-02889,2024-02-18,2025-08-18,18,2500,1250,1,,expired
LSE-004259,PROP-01540,RES-02889,2025-10-06,2026-10-06,12,2555,1277,0,LSE-004258,active
LSE-004260,PROP-01541,RES-02890,2023-07-05,2024-07-05,12,2345,2345,0,,expired
LSE-004261,PROP-01541,RES-02891,2024-08-13,2026-02-13,18,2570,2570,0,,expired
LSE-004262,PROP-01541,RES-02892,2026-04-06,2027-04-06,12,2790,2790,0,,active
LSE-004263,PROP-01542,RES-02893,2022-05-18,2023-11-18,18,2315,2315,0,,expired
LSE-004264,PROP-01542,RES-02894,2024-01-31,2025-01-31,12,2405,2405,0,,expired
LSE-004265,PROP-01542,RES-02894,2025-02-14,2026-02-14,12,2485,2485,0,LSE-004264,expired
LSE-004266,PROP-01542,RES-02895,2026-04-24,2028-04-24,24,2715,2715,0,,active
LSE-004267,PROP-01543,RES-02896,2024-09-09,2025-09-09,12,2505,2505,0,,expired
LSE-004268,PROP-01543,RES-02897,2025-09-24,2026-09-24,12,2565,2565,0,,expired
LSE-004269,PROP-01544,RES-02898,2022-07-01,2024-01-01,18,2440,2440,0,,expired
LSE-004270,PROP-01544,RES-02899,2024-02-11,2025-02-11,12,2510,2510,0,,expired
LSE-004271,PROP-01544,RES-02899,2025-04-01,2027-04-01,24,2550,2550,0,LSE-004270,active
LSE-004272,PROP-01545,RES-02900,2021-12-14,2022-12-14,12,2420,1210,0,,expired
LSE-004273,PROP-01545,RES-02901,2023-01-27,2024-01-27,12,2360,2360,0,,expired
LSE-004274,PROP-01545,RES-02901,2024-03-25,2026-03-25,24,2445,2445,0,LSE-004273,expired
LSE-004275,PROP-01545,RES-02901,2026-04-21,2028-04-21,24,2690,1345,0,LSE-004274,active
LSE-004276,PROP-01546,RES-02902,2023-04-06,2024-04-06,12,2475,2475,0,,expired
LSE-004277,PROP-01546,RES-02902,2024-04-27,2026-04-27,24,2530,2530,0,LSE-004276,expired
LSE-004278,PROP-01546,RES-02902,2026-06-07,2028-06-07,24,2695,2695,1,LSE-004277,active
LSE-004279,PROP-01547,RES-02903,2024-02-02,2026-02-02,24,2485,2485,0,,expired
LSE-004280,PROP-01547,RES-02904,2026-04-14,2027-04-14,12,2715,2715,1,,active
LSE-004281,PROP-01548,RES-02905,2022-03-16,2024-03-16,24,2345,2345,0,,expired
LSE-004282,PROP-01548,RES-02905,2024-05-12,2026-05-12,24,2505,2505,1,LSE-004281,expired
LSE-004283,PROP-01548,RES-02906,2026-06-10,2027-06-10,12,2870,1435,0,,active
LSE-004284,PROP-01549,RES-02907,2023-11-26,2025-11-26,24,2285,1142,0,,expired
LSE-004285,PROP-01549,RES-02908,2026-02-05,2027-02-05,12,2535,1267,0,,active
LSE-004286,PROP-01550,RES-02909,2022-04-12,2024-04-12,24,2430,2430,0,,expired
LSE-004287,PROP-01550,RES-02910,2024-05-21,2025-05-21,12,2570,2570,0,,expired
LSE-004288,PROP-01550,RES-02911,2025-06-23,2026-06-23,12,2665,1332,0,,expired
LSE-004289,PROP-01550,RES-02911,2026-07-13,2027-07-13,12,2765,2765,0,LSE-004288,active
LSE-004290,PROP-01551,RES-02912,2024-02-19,2026-02-19,24,2460,2460,0,,expired
LSE-004291,PROP-01551,RES-02913,2026-03-20,2027-03-20,12,2575,2575,0,,active
LSE-004292,PROP-01552,RES-02914,2021-11-08,2022-11-08,12,2330,2330,0,,expired
LSE-004293,PROP-01552,RES-02914,2023-01-01,2025-01-01,24,2435,2435,0,LSE-004292,expired
LSE-004294,PROP-01552,RES-02915,2025-03-17,2026-03-17,12,2590,2590,1,,expired
LSE-004295,PROP-01552,RES-02915,2026-04-07,2027-04-07,12,2680,2680,0,LSE-004294,active
LSE-004296,PROP-01553,RES-02916,2022-07-20,2024-01-20,18,2405,2405,0,,expired
LSE-004297,PROP-01553,RES-02917,2024-03-15,2026-03-15,24,2395,1197,1,,expired
LSE-004298,PROP-01553,RES-02917,2026-05-05,2028-05-05,24,2665,2665,1,LSE-004297,active
LSE-004299,PROP-01554,RES-02918,2024-03-11,2025-03-11,12,2490,1245,0,,expired
LSE-004300,PROP-01554,RES-02919,2025-05-02,2027-05-02,24,2700,2700,0,,active
LSE-004301,PROP-01555,RES-02920,2024-09-21,2025-09-21,12,2510,2510,0,,expired
LSE-004302,PROP-01555,RES-02920,2025-11-17,2026-11-17,12,2580,2580,0,LSE-004301,active
LSE-004303,PROP-01556,RES-02921,2022-08-28,2024-02-28,18,2315,2315,1,,expired
LSE-004304,PROP-01556,RES-02922,2024-05-07,2025-11-07,18,2625,2625,0,,expired
LSE-004305,PROP-01556,RES-02922,2025-12-19,2026-12-19,12,2705,1352,0,LSE-004304,active
LSE-004306,PROP-01557,RES-02923,2023-01-21,2024-01-21,12,2095,2095,0,,expired
LSE-004307,PROP-01557,RES-02924,2024-03-04,2025-03-04,12,2070,1035,0,,expired
LSE-004308,PROP-01557,RES-02924,2025-05-11,2026-05-11,12,2310,1155,0,LSE-004307,expired
LSE-004309,PROP-01557,RES-02925,2026-06-28,2027-06-28,12,2410,1205,0,,active
LSE-004310,PROP-01558,RES-02926,2021-10-22,2023-10-22,24,2020,1010,0,,expired
LSE-004311,PROP-01558,RES-02926,2023-11-29,2024-11-29,12,2070,2070,0,LSE-004310,expired
LSE-004312,PROP-01558,RES-02926,2025-02-07,2026-08-07,18,2095,2095,0,LSE-004311,expired
LSE-004313,PROP-01558,RES-02927,2026-08-13,2028-08-13,24,2395,2395,0,,active
LSE-004314,PROP-01559,RES-02928,2022-06-26,2023-06-26,12,2085,2085,0,,expired
LSE-004315,PROP-01559,RES-02929,2023-08-10,2024-08-10,12,2060,2060,1,,expired
LSE-004316,PROP-01559,RES-02929,2024-10-24,2026-10-24,24,2125,2125,0,LSE-004315,active
LSE-004317,PROP-01560,RES-02930,2023-05-13,2025-05-13,24,1990,995,0,,expired
LSE-004318,PROP-01560,RES-02931,2025-07-27,2026-07-27,12,2365,1182,0,,expired
LSE-004319,PROP-01560,RES-02932,2026-08-14,2028-08-14,24,2335,2335,0,,active
LSE-004320,PROP-01561,RES-02933,2022-08-12,2024-08-12,24,1995,1995,0,,expired
LSE-004321,PROP-01561,RES-02934,2024-08-20,2026-02-20,18,2115,2115,0,,expired
LSE-004322,PROP-01561,RES-02934,2026-04-12,2027-04-12,12,2310,1155,0,LSE-004321,active
LSE-004323,PROP-01562,RES-02935,2023-03-16,2024-09-16,18,1950,975,0,,expired
LSE-004324,PROP-01562,RES-02935,2024-10-26,2026-04-26,18,2055,1027,0,LSE-004323,expired
LSE-004325,PROP-01562,RES-02935,2026-06-14,2027-06-14,12,2250,2250,0,LSE-004324,active
LSE-004326,PROP-01563,RES-02936,2024-12-19,2025-12-19,12,2040,1020,0,,expired
LSE-004327,PROP-01563,RES-02936,2025-12-27,2026-12-27,12,2190,2190,0,LSE-004326,active
LSE-004328,PROP-01564,RES-02937,2023-03-16,2024-03-16,12,1970,985,1,,expired
LSE-004329,PROP-01564,RES-02938,2024-03-26,2026-03-26,24,2115,1057,0,,expired
LSE-004330,PROP-01564,RES-02939,2026-04-18,2027-10-18,18,2330,2330,0,,active
LSE-004331,PROP-01565,RES-02940,2024-03-18,2025-03-18,12,2040,2040,0,,expired
LSE-004332,PROP-01565,RES-02940,2025-04-27,2027-04-27,24,2225,2225,0,LSE-004331,active
LSE-004333,PROP-01566,RES-02941,2023-06-15,2025-06-15,24,2015,2015,0,,expired
LSE-004334,PROP-01566,RES-02941,2025-06-28,2027-06-28,24,2255,2255,0,LSE-004333,active
LSE-004335,PROP-01567,RES-02942,2022-08-28,2024-08-28,24,2065,2065,1,,expired
LSE-004336,PROP-01567,RES-02942,2024-09-15,2026-09-15,24,2155,2155,0,LSE-004335,expired
LSE-004337,PROP-01568,RES-02943,2023-09-22,2025-09-22,24,2005,1002,0,,expired
LSE-004338,PROP-01568,RES-02944,2025-10-10,2027-10-10,24,2220,2220,0,,active
LSE-004339,PROP-01569,RES-02945,2023-10-23,2024-10-23,12,1995,1995,0,,expired
LSE-004340,PROP-01569,RES-02945,2024-12-31,2025-12-31,12,2025,2025,0,LSE-004339,expired
LSE-004341,PROP-01569,RES-02945,2026-01-27,2028-01-27,24,2090,2090,0,LSE-004340,active
LSE-004342,PROP-01570,RES-02946,2023-09-15,2024-09-15,12,1985,1985,0,,expired
LSE-004343,PROP-01570,RES-02947,2024-11-29,2026-11-29,24,2120,1060,0,,active
LSE-004344,PROP-01571,RES-02948,2023-04-28,2024-04-28,12,1985,1985,0,,expired
LSE-004345,PROP-01571,RES-02948,2024-05-18,2026-05-18,24,2165,1082,0,LSE-004344,expired
LSE-004346,PROP-01571,RES-02948,2026-06-01,2028-06-01,24,2310,1155,0,LSE-004345,active
LSE-004347,PROP-01572,RES-02949,2024-01-28,2025-07-28,18,2020,2020,0,,expired
LSE-004348,PROP-01572,RES-02950,2025-09-06,2027-09-06,24,2210,2210,0,,active
LSE-004349,PROP-01573,RES-02951,2022-06-20,2023-12-20,18,2050,2050,0,,expired
LSE-004350,PROP-01573,RES-02951,2024-01-11,2025-01-11,12,2085,2085,0,LSE-004349,expired
LSE-004351,PROP-01573,RES-02951,2025-03-16,2027-03-16,24,2165,2165,0,LSE-004350,active
LSE-004352,PROP-01574,RES-02952,2023-10-22,2025-10-22,24,2035,2035,0,,expired
LSE-004353,PROP-01574,RES-02952,2025-12-15,2026-12-15,12,2180,2180,0,LSE-004352,active
LSE-004354,PROP-01575,RES-02953,2023-11-03,2025-05-03,18,1975,1975,0,,expired
LSE-004355,PROP-01575,RES-02954,2025-06-26,2026-06-26,12,2245,2245,0,,expired
LSE-004356,PROP-01575,RES-02954,2026-07-29,2027-07-29,12,2345,1172,1,LSE-004355,active
LSE-004357,PROP-01576,RES-02955,2024-08-09,2025-08-09,12,2235,1117,1,,expired
LSE-004358,PROP-01576,RES-02956,2025-09-28,2026-09-28,12,2270,2270,0,,expired
LSE-004359,PROP-01577,RES-02957,2022-07-01,2024-01-01,18,2030,2030,0,,expired
LSE-004360,PROP-01577,RES-02958,2024-01-25,2026-01-25,24,1970,985,0,,expired
LSE-004361,PROP-01577,RES-02958,2026-03-19,2028-03-19,24,2205,1102,0,LSE-004360,active
LSE-004362,PROP-01578,RES-02959,2023-02-08,2024-02-08,12,2015,1007,0,,expired
LSE-004363,PROP-01578,RES-02960,2024-03-08,2025-03-08,12,2060,1030,1,,expired
LSE-004364,PROP-01578,RES-02960,2025-05-04,2027-05-04,24,2155,1077,0,LSE-004363,active
LSE-004365,PROP-01579,RES-02961,2022-12-26,2023-12-26,12,2020,2020,0,,expired
LSE-004366,PROP-01579,RES-02961,2024-02-21,2025-08-21,18,2055,2055,0,LSE-004365,expired
LSE-004367,PROP-01579,RES-02962,2025-09-23,2027-09-23,24,2190,2190,0,,active
LSE-004368,PROP-01580,RES-02963,2022-09-20,2023-09-20,12,1990,995,0,,expired
LSE-004369,PROP-01580,RES-02964,2023-10-15,2024-10-15,12,1975,1975,0,,expired
LSE-004370,PROP-01580,RES-02965,2024-11-23,2025-11-23,12,2045,2045,0,,expired
LSE-004371,PROP-01580,RES-02966,2025-12-19,2026-12-19,12,2155,1077,0,,active
LSE-004372,PROP-01581,RES-02967,2023-12-22,2024-12-22,12,1990,1990,0,,expired
LSE-004373,PROP-01581,RES-02968,2025-01-26,2026-07-26,18,2055,2055,0,,expired
LSE-004374,PROP-01581,RES-02968,2026-09-13,2027-09-13,12,2200,1100,0,LSE-004373,active
LSE-004375,PROP-01582,RES-02969,2022-09-05,2024-03-05,18,1970,1970,0,,expired
LSE-004376,PROP-01582,RES-02969,2024-03-24,2025-03-24,12,2090,2090,1,LSE-004375,expired
LSE-004377,PROP-01582,RES-02969,2025-05-20,2027-05-20,24,2205,2205,0,LSE-004376,active
