workOrderId,propertyId,category,responsibility,chargedToResident,contributingNeglect,priority,isEmergency,openedDate,closedDate,cost,vendorId,residentReported
WO-010072,PROP-01130,Lawn maintenance,resident,True,False,routine,False,2025-11-19,2025-11-19,105,VEN-0033,False
WO-010073,PROP-01130,Pest control,resident,True,False,routine,False,2025-07-05,2025-07-13,286,VEN-0031,True
WO-010074,PROP-01130,Fence,landlord,False,False,routine,False,2024-07-31,2024-08-04,945,VEN-0031,False
WO-010075,PROP-01130,Plumbing - leak,landlord,False,False,urgent,False,2024-09-27,2024-10-02,1976,VEN-0034,True
WO-010076,PROP-01130,Garage door,landlord,False,False,emergency,True,2024-10-15,2024-10-16,1008,VEN-0031,False
WO-010077,PROP-01131,Pest control,resident,True,False,routine,False,2024-11-07,2024-11-09,180,VEN-0031,False
WO-010078,PROP-01131,Plumbing - water heater,landlord,False,False,routine,False,2026-01-19,2026-01-22,1197,VEN-0034,False
WO-010079,PROP-01131,Pool maintenance,resident,True,False,routine,False,2025-12-05,2025-12-11,424,VEN-0031,True
WO-010080,PROP-01131,Appliance - garbage disposal,landlord,False,False,routine,False,2024-10-12,2024-10-22,225,VEN-0029,False
WO-010081,PROP-01131,Plumbing - hardware,landlord,False,False,routine,False,2025-11-19,2025-11-24,522,VEN-0034,False
WO-010082,PROP-01131,Turn,landlord,False,False,urgent,False,2026-05-06,2026-05-12,3356,VEN-0036,True
WO-010083,PROP-01131,Turn,landlord,False,False,routine,False,2024-05-14,2024-05-20,5361,VEN-0036,False
WO-010084,PROP-01131,Lawn maintenance,resident,True,False,routine,False,2025-04-19,2025-04-19,254,VEN-0033,True
WO-010085,PROP-01131,Appliance,landlord,False,False,routine,False,2025-04-29,2025-05-05,1375,VEN-0029,True
WO-010086,PROP-01131,Appliance - garbage disposal,landlord,False,False,routine,False,2025-11-15,2025-11-26,211,VEN-0029,True
WO-010087,PROP-01132,Sprinkler,resident,True,False,urgent,False,2026-03-18,2026-03-21,150,VEN-0033,True
WO-010088,PROP-01132,Fence,landlord,False,False,routine,False,2025-05-29,2025-06-03,2215,VEN-0031,False
WO-010089,PROP-01132,HVAC - not heating,landlord,False,False,routine,False,2023-12-15,2023-12-25,1083,VEN-0032,False
WO-010090,PROP-01132,HVAC - not cooling,landlord,False,False,urgent,False,2025-04-05,2025-04-12,876,VEN-0032,True
WO-010091,PROP-01132,Pest control,resident,True,False,routine,False,2024-03-27,2024-04-04,284,VEN-0031,True
WO-010092,PROP-01132,Air filter,resident,True,False,routine,False,2025-04-19,2025-04-27,24,VEN-0031,True
WO-010093,PROP-01132,Turn,landlord,False,False,routine,False,2026-08-15,2026-08-21,1716,VEN-0036,False
WO-010094,PROP-01133,Lawn maintenance,resident,True,False,urgent,False,2026-01-10,2026-01-12,239,VEN-0033,True
WO-010095,PROP-01133,Garage door,landlord,False,False,urgent,False,2023-12-25,2024-01-01,573,VEN-0031,True
WO-010096,PROP-01133,Appliance,landlord,False,False,routine,False,2025-01-01,2025-01-06,642,VEN-0029,False
WO-010097,PROP-01133,Pest control,resident,True,False,routine,False,2025-10-16,2025-10-23,158,VEN-0031,False
WO-010098,PROP-01133,HVAC - not cooling,landlord,False,False,routine,False,2025-09-06,2025-09-14,1255,VEN-0032,True
WO-010099,PROP-01133,Plumbing - leak,landlord,False,False,emergency,True,2026-01-02,2026-01-02,951,VEN-0034,True
WO-010100,PROP-01134,Plumbing - hardware,landlord,False,False,routine,False,2026-03-13,2026-03-20,379,VEN-0034,False
WO-010101,PROP-01134,Appliance - garbage disposal,landlord,False,False,routine,False,2023-11-16,2023-11-26,211,VEN-0029,True
WO-010102,PROP-01134,Plumbing - minor clog,resident,True,False,routine,False,2024-01-25,2024-02-01,282,VEN-0034,True
WO-010103,PROP-01134,HVAC - not cooling,landlord,False,False,emergency,True,2025-10-03,2025-10-04,658,VEN-0032,True
WO-010104,PROP-01134,HVAC - not heating,landlord,False,False,urgent,False,2024-07-05,2024-07-11,2000,VEN-0032,False
WO-010105,PROP-01135,Pool maintenance,resident,True,False,routine,False,2025-10-11,2025-10-17,331,VEN-0031,True
WO-010106,PROP-01135,Sprinkler,resident,True,False,routine,False,2025-11-03,2025-11-03,260,VEN-0033,False
WO-010107,PROP-01135,Pool maintenance,resident,True,False,routine,False,2025-05-20,2025-05-25,614,VEN-0031,True
WO-010108,PROP-01135,Sprinkler,resident,True,False,urgent,False,2025-10-11,2025-10-11,516,VEN-0033,True
WO-010109,PROP-01135,Plumbing - major clog,landlord,False,False,routine,False,2025-06-19,2025-06-21,502,VEN-0034,True
WO-010110,PROP-01135,Lawn maintenance,resident,True,False,urgent,False,2026-08-31,2026-09-03,222,VEN-0033,False
WO-010111,PROP-01135,Sprinkler,resident,True,False,routine,False,2026-08-19,2026-08-19,318,VEN-0033,True
WO-010112,PROP-01135,Fence,landlord,False,False,urgent,False,2024-10-22,2024-10-25,2522,VEN-0031,True
WO-010113,PROP-01135,Pest control,resident,True,False,routine,False,2026-03-29,2026-04-05,229,VEN-0031,True
WO-010114,PROP-01135,HVAC - not cooling,landlord,False,True,routine,False,2025-04-01,2025-04-08,899,VEN-0032,False
WO-010115,PROP-01135,HVAC - not heating,landlord,False,False,routine,False,2024-12-06,2024-12-16,1597,VEN-0032,True
WO-010116,PROP-01135,Appliance,landlord,False,False,urgent,False,2025-04-19,2025-04-25,485,VEN-0029,True
WO-010117,PROP-01135,Appliance,landlord,False,False,routine,False,2025-02-22,2025-02-26,746,VEN-0029,False
WO-010118,PROP-01136,HVAC - not heating,landlord,False,False,routine,False,2025-02-16,2025-02-23,1510,VEN-0032,True
WO-010119,PROP-01136,Plumbing - hardware,landlord,False,False,emergency,True,2026-06-05,2026-06-05,342,VEN-0034,False
WO-010120,PROP-01136,Plumbing - leak,landlord,False,False,routine,False,2023-11-27,2023-12-02,1883,VEN-0034,True
WO-010121,PROP-01136,Plumbing - hardware,landlord,False,False,emergency,True,2026-08-11,2026-08-11,388,VEN-0034,True
WO-010122,PROP-01136,Lawn maintenance,resident,True,False,urgent,False,2024-05-18,2024-05-18,317,VEN-0033,False
WO-010123,PROP-01136,Garage door,landlord,False,False,urgent,False,2024-04-25,2024-05-01,262,VEN-0031,True
WO-010124,PROP-01136,Plumbing - leak,landlord,False,False,emergency,True,2026-09-19,2026-09-19,903,VEN-0034,True
WO-010125,PROP-01136,Plumbing - major clog,landlord,False,False,routine,False,2026-01-16,2026-01-21,661,VEN-0034,False
WO-010126,PROP-01136,Plumbing - major clog,landlord,False,False,routine,False,2023-11-09,2023-11-17,356,VEN-0034,True
WO-010127,PROP-01136,Roof,landlord,False,False,urgent,False,2026-06-12,2026-06-12,2282,VEN-0035,True
WO-010128,PROP-01136,HVAC - not cooling,landlord,False,True,routine,False,2025-07-31,2025-08-06,3533,VEN-0032,False
WO-010129,PROP-01136,Plumbing - leak,landlord,False,False,urgent,False,2024-06-15,2024-06-15,1160,VEN-0034,True
WO-010130,PROP-01136,Appliance - garbage disposal,landlord,False,False,urgent,False,2025-10-16,2025-10-21,364,VEN-0029,True
WO-010131,PROP-01137,Pool maintenance,resident,True,False,routine,False,2025-04-06,2025-04-09,231,VEN-0031,True
WO-010132,PROP-01137,Appliance,landlord,False,False,routine,False,2024-08-27,2024-09-07,725,VEN-0029,True
WO-010133,PROP-01137,Lawn maintenance,resident,True,False,urgent,False,2026-09-12,2026-09-16,359,VEN-0033,True
WO-010134,PROP-01137,Fence,landlord,False,False,routine,False,2026-09-26,2026-09-30,2853,VEN-0031,True
WO-010135,PROP-01137,Plumbing - water heater,landlord,False,False,emergency,True,2025-01-05,2025-01-05,1676,VEN-0034,False
WO-010136,PROP-01137,Roof,landlord,False,False,routine,False,2025-11-14,2025-11-14,4038,VEN-0035,True
WO-010137,PROP-01137,Plumbing - leak,landlord,False,False,routine,False,2026-02-05,2026-02-09,473,VEN-0034,True
WO-010138,PROP-01137,Appliance - garbage disposal,landlord,False,False,routine,False,2025-12-03,2025-12-06,360,VEN-0029,True
WO-010139,PROP-01137,Plumbing - hardware,landlord,False,False,emergency,True,2023-10-14,2023-10-15,648,VEN-0034,True
WO-010140,PROP-01137,Plumbing - hardware,landlord,False,False,routine,False,2025-10-24,2025-10-24,331,VEN-0034,False
WO-010141,PROP-01138,Plumbing - water heater,landlord,False,False,routine,False,2026-01-07,2026-01-13,1803,VEN-0034,True
WO-010142,PROP-01138,Turn,landlord,False,False,urgent,False,2025-06-21,2025-06-27,1694,VEN-0036,False
WO-010143,PROP-01138,Electrical,landlord,False,False,urgent,False,2025-02-16,2025-02-18,808,VEN-0030,True
WO-010144,PROP-01138,Plumbing - water heater,landlord,False,False,urgent,False,2024-01-31,2024-02-01,1596,VEN-0034,False
WO-010145,PROP-01138,Air filter,resident,True,False,urgent,False,2025-05-11,2025-05-16,37,VEN-0031,True
WO-010146,PROP-01138,Fence,landlord,False,False,routine,False,2025-09-09,2025-09-13,987,VEN-0031,True
WO-010147,PROP-01139,Electrical,landlord,False,False,urgent,False,2024-11-01,2024-11-04,448,VEN-0030,True
WO-010148,PROP-01139,HVAC - not heating,landlord,False,False,routine,False,2024-11-13,2024-11-21,1326,VEN-0032,True
WO-010149,PROP-01139,HVAC - not heating,landlord,False,False,routine,False,2024-07-28,2024-08-02,1214,VEN-0032,False
WO-010150,PROP-01139,Air filter,resident,True,False,routine,False,2025-09-13,2025-09-17,38,VEN-0031,False
WO-010151,PROP-01139,HVAC - not cooling,landlord,False,False,routine,False,2024-08-30,2024-09-09,1006,VEN-0032,True
WO-010152,PROP-01139,HVAC - not heating,landlord,False,False,routine,False,2024-11-19,2024-11-25,1708,VEN-0032,False
WO-010153,PROP-01140,Lawn maintenance,resident,True,False,routine,False,2024-10-01,2024-10-02,185,VEN-0033,True
WO-010154,PROP-01140,Appliance - garbage disposal,landlord,False,False,routine,False,2024-03-09,2024-03-16,158,VEN-0029,False
WO-010155,PROP-01140,Plumbing - water heater,landlord,False,False,routine,False,2024-03-17,2024-03-21,1144,VEN-0034,False
WO-010156,PROP-01140,HVAC - not cooling,landlord,False,False,urgent,False,2026-01-15,2026-01-23,2921,VEN-0032,True
WO-010157,PROP-01140,HVAC - not cooling,landlord,False,False,urgent,False,2026-06-13,2026-06-18,3041,VEN-0032,True
WO-010158,PROP-01140,HVAC - not cooling,landlord,False,False,routine,False,2024-12-09,2024-12-18,2253,VEN-0032,True
WO-010159,PROP-01140,HVAC - not cooling,landlord,False,False,routine,False,2023-12-04,2023-12-13,2635,VEN-0032,True
WO-010160,PROP-01140,Turn,landlord,False,False,urgent,False,2025-07-06,2025-07-13,3272,VEN-0036,True
WO-010161,PROP-01140,Air filter,resident,True,False,routine,False,2026-05-10,2026-05-18,28,VEN-0031,False
WO-010162,PROP-01140,Lawn maintenance,resident,True,False,routine,False,2025-10-11,2025-10-14,222,VEN-0033,False
WO-010163,PROP-01140,Air filter,resident,True,False,urgent,False,2026-08-31,2026-09-04,34,VEN-0031,False
WO-010164,PROP-01140,HVAC - not cooling,landlord,False,True,emergency,True,2024-08-22,2024-08-22,1945,VEN-0032,False
WO-010165,PROP-01140,Air filter,resident,True,False,urgent,False,2025-09-30,2025-10-05,26,VEN-0031,False
WO-010166,PROP-01140,Plumbing - leak,landlord,False,False,urgent,False,2025-12-06,2025-12-07,284,VEN-0034,True
WO-010167,PROP-01141,Plumbing - water heater,landlord,False,False,routine,False,2024-12-23,2024-12-28,1079,VEN-0034,False
WO-010168,PROP-01141,Electrical,landlord,False,False,urgent,False,2026-06-18,2026-06-22,783,VEN-0030,False
WO-010169,PROP-01141,Appliance,landlord,False,False,routine,False,2024-04-05,2024-04-11,368,VEN-0029,True
WO-010170,PROP-01141,Garage door,landlord,False,False,urgent,False,2024-06-14,2024-06-19,662,VEN-0031,True
WO-010171,PROP-01141,Plumbing - leak,landlord,False,False,routine,False,2025-01-05,2025-01-10,1542,VEN-0034,True
WO-010172,PROP-01141,Sprinkler,resident,True,False,routine,False,2024-06-06,2024-06-06,228,VEN-0033,False
WO-010173,PROP-01142,HVAC - not cooling,landlord,False,False,routine,False,2025-06-08,2025-06-11,2108,VEN-0032,False
WO-010174,PROP-01142,HVAC - not cooling,landlord,False,False,routine,False,2025-09-09,2025-09-14,2860,VEN-0032,False
WO-010175,PROP-01142,Air filter,resident,True,False,urgent,False,2024-12-24,2024-12-27,30,VEN-0031,True
WO-010176,PROP-01142,Plumbing - minor clog,resident,True,False,routine,False,2024-03-09,2024-03-16,176,VEN-0034,False
WO-010177,PROP-01142,Fence,landlord,False,False,routine,False,2025-09-03,2025-09-09,1205,VEN-0031,True
WO-010178,PROP-01142,HVAC - not cooling,landlord,False,False,emergency,True,2026-06-28,2026-06-28,1029,VEN-0032,True
WO-010179,PROP-01142,Lawn maintenance,resident,True,False,routine,False,2024-07-01,2024-07-04,114,VEN-0033,False
WO-010180,PROP-01142,Appliance,landlord,False,False,urgent,False,2024-08-12,2024-08-20,1210,VEN-0029,True
WO-010181,PROP-01142,Plumbing - major clog,landlord,False,False,routine,False,2025-06-13,2025-06-14,288,VEN-0034,True
WO-010182,PROP-01142,Plumbing - minor clog,resident,True,False,emergency,True,2023-11-18,2023-11-18,145,VEN-0034,True
WO-010183,PROP-01142,Plumbing - hardware,landlord,False,False,emergency,True,2024-03-18,2024-03-18,489,VEN-0034,False
WO-010184,PROP-01142,Sprinkler,resident,True,False,routine,False,2026-03-05,2026-03-06,308,VEN-0033,True
WO-010185,PROP-01143,Plumbing - leak,landlord,False,False,routine,False,2023-12-01,2023-12-04,1483,VEN-0034,True
WO-010186,PROP-01143,Plumbing - major clog,landlord,False,False,routine,False,2024-01-05,2024-01-11,498,VEN-0034,False
WO-010187,PROP-01143,Plumbing - water heater,landlord,False,False,emergency,True,2024-01-14,2024-01-14,997,VEN-0034,True
WO-010188,PROP-01143,HVAC - not cooling,landlord,False,False,urgent,False,2024-03-09,2024-03-15,2532,VEN-0032,True
WO-010189,PROP-01143,Air filter,resident,True,False,urgent,False,2026-04-23,2026-05-01,29,VEN-0031,False
WO-010190,PROP-01143,HVAC - not cooling,landlord,False,False,routine,False,2025-08-27,2025-09-01,1638,VEN-0032,True
WO-010191,PROP-01143,Plumbing - hardware,landlord,False,False,routine,False,2024-07-14,2024-07-17,501,VEN-0034,False
WO-010192,PROP-01143,Plumbing - leak,landlord,False,False,emergency,True,2026-08-13,2026-08-13,858,VEN-0034,True
WO-010193,PROP-01143,Pool maintenance,resident,True,False,routine,False,2023-12-24,2023-12-28,556,VEN-0031,False
WO-010194,PROP-01143,Sprinkler,resident,True,False,urgent,False,2023-11-21,2023-11-23,271,VEN-0033,False
WO-010195,PROP-01144,Plumbing - hardware,landlord,False,False,routine,False,2024-01-31,2024-02-06,525,VEN-0034,True
WO-010196,PROP-01144,HVAC - not cooling,landlord,False,True,emergency,True,2025-12-14,2025-12-14,3234,VEN-0032,False
WO-010197,PROP-01144,HVAC - not cooling,landlord,False,False,urgent,False,2025-09-17,2025-09-20,1048,VEN-0032,True
WO-010198,PROP-01144,Garage door,landlord,False,False,routine,False,2026-04-29,2026-05-05,663,VEN-0031,True
WO-010199,PROP-01144,Air filter,resident,True,False,routine,False,2024-04-21,2024-04-25,23,VEN-0031,True
WO-010200,PROP-01145,Sprinkler,resident,True,False,routine,False,2025-07-26,2025-07-29,467,VEN-0033,True
WO-010201,PROP-01145,HVAC - not cooling,landlord,False,False,routine,False,2024-09-15,2024-09-19,2628,VEN-0032,False
WO-010202,PROP-01145,Plumbing - leak,landlord,False,False,routine,False,2024-02-24,2024-02-26,2188,VEN-0034,True
WO-010203,PROP-01145,Roof,landlord,False,False,routine,False,2024-11-02,2024-11-02,2377,VEN-0035,True
WO-010204,PROP-01145,HVAC - not cooling,landlord,False,False,routine,False,2026-07-24,2026-07-30,1195,VEN-0032,True
WO-010205,PROP-01146,Sprinkler,resident,True,False,routine,False,2025-03-26,2025-03-26,151,VEN-0033,True
WO-010206,PROP-01146,Turn,landlord,False,False,routine,False,2025-05-19,2025-05-24,4563,VEN-0036,True
WO-010207,PROP-01146,Garage door,landlord,False,False,urgent,False,2026-06-11,2026-06-18,566,VEN-0031,True
WO-010208,PROP-01146,HVAC - not cooling,landlord,False,False,routine,False,2025-07-09,2025-07-13,1005,VEN-0032,True
WO-010209,PROP-01146,Lawn maintenance,resident,True,False,urgent,False,2025-01-27,2025-01-31,327,VEN-0033,True
WO-010210,PROP-01146,Fence,landlord,False,False,routine,False,2025-04-09,2025-04-18,686,VEN-0031,False
WO-010211,PROP-01146,Garage door,landlord,False,False,routine,False,2025-01-10,2025-01-12,1018,VEN-0031,True
WO-010212,PROP-01146,Electrical,landlord,False,False,urgent,False,2025-06-25,2025-06-27,911,VEN-0030,True
WO-010213,PROP-01147,Appliance - garbage disposal,landlord,False,False,routine,False,2024-12-05,2024-12-12,442,VEN-0029,True
WO-010214,PROP-01147,HVAC - not cooling,landlord,False,True,emergency,True,2026-05-30,2026-05-30,2129,VEN-0032,True
WO-010215,PROP-01147,HVAC - not heating,landlord,False,False,routine,False,2023-12-31,2024-01-01,1046,VEN-0032,True
WO-010216,PROP-01147,Plumbing - water heater,landlord,False,False,routine,False,2024-12-15,2024-12-17,1285,VEN-0034,True
WO-010217,PROP-01148,Lawn maintenance,resident,True,False,routine,False,2026-05-10,2026-05-12,200,VEN-0033,False
WO-010218,PROP-01148,Turn,landlord,False,False,routine,False,2025-08-23,2025-08-27,1762,VEN-0036,False
WO-010219,PROP-01148,Pest control,resident,True,False,urgent,False,2026-08-30,2026-08-30,136,VEN-0031,False
WO-010220,PROP-01148,Pest control,resident,True,False,routine,False,2025-08-08,2025-08-14,153,VEN-0031,True
WO-010221,PROP-01148,Lawn maintenance,resident,True,False,routine,False,2026-05-09,2026-05-09,170,VEN-0033,True
WO-010222,PROP-01148,Turn,landlord,False,False,routine,False,2025-08-10,2025-08-17,4712,VEN-0036,True
WO-010223,PROP-01148,Electrical,landlord,False,False,routine,False,2024-03-03,2024-03-06,840,VEN-0030,True
WO-010224,PROP-01148,Sprinkler,resident,True,False,urgent,False,2024-05-15,2024-05-17,194,VEN-0033,False
WO-010225,PROP-01148,Plumbing - water heater,landlord,False,False,routine,False,2024-01-30,2024-02-05,2253,VEN-0034,False
WO-010226,PROP-01148,Plumbing - leak,landlord,False,False,routine,False,2025-08-25,2025-08-31,520,VEN-0034,True
WO-010227,PROP-01148,Air filter,resident,True,False,routine,False,2024-02-21,2024-02-27,40,VEN-0031,True
WO-010228,PROP-01149,Fence,landlord,False,False,urgent,False,2025-01-20,2025-02-02,2403,VEN-0031,True
WO-010229,PROP-01149,Pest control,resident,True,False,routine,False,2025-03-14,2025-03-19,286,VEN-0031,False
WO-010230,PROP-01149,HVAC - not cooling,landlord,False,False,urgent,False,2026-08-18,2026-08-25,1272,VEN-0032,True
WO-010231,PROP-01149,Turn,landlord,False,False,urgent,False,2026-06-27,2026-07-02,1387,VEN-0036,True
WO-010232,PROP-01150,Plumbing - major clog,landlord,False,False,routine,False,2025-10-12,2025-10-15,473,VEN-0034,True
WO-010233,PROP-01150,Garage door,landlord,False,False,urgent,False,2025-06-12,2025-06-19,1145,VEN-0031,True
WO-010234,PROP-01150,HVAC - not heating,landlord,False,False,urgent,False,2024-12-12,2024-12-20,2241,VEN-0032,False
WO-010235,PROP-01150,Pest control,resident,True,False,urgent,False,2026-08-25,2026-08-28,375,VEN-0031,True
WO-010236,PROP-01150,HVAC - not cooling,landlord,False,False,urgent,False,2026-07-28,2026-08-06,2423,VEN-0032,False
WO-010237,PROP-01150,Air filter,resident,True,False,routine,False,2025-07-22,2025-07-26,34,VEN-0031,False
WO-010238,PROP-01151,Plumbing - leak,landlord,False,False,emergency,True,2023-11-12,2023-11-12,936,VEN-0034,False
WO-010239,PROP-01151,Lawn maintenance,resident,True,False,urgent,False,2025-03-20,2025-03-22,267,VEN-0033,True
WO-010240,PROP-01151,Electrical,landlord,False,False,urgent,False,2025-02-01,2025-02-02,817,VEN-0030,False
WO-010241,PROP-01151,Turn,landlord,False,False,urgent,False,2024-07-08,2024-07-16,1598,VEN-0036,True
WO-010242,PROP-01151,Fence,landlord,False,False,routine,False,2026-03-31,2026-04-07,1198,VEN-0031,False
WO-010243,PROP-01151,HVAC - not heating,landlord,False,False,routine,False,2024-01-08,2024-01-12,1816,VEN-0032,True
WO-010244,PROP-01151,Electrical,landlord,False,False,urgent,False,2025-04-26,2025-04-27,323,VEN-0030,True
WO-010245,PROP-01151,Lawn maintenance,resident,True,False,urgent,False,2024-04-29,2024-04-29,101,VEN-0033,True
WO-010246,PROP-01151,HVAC - not heating,landlord,False,False,routine,False,2023-12-23,2023-12-29,1537,VEN-0032,False
WO-010247,PROP-01151,Turn,landlord,False,False,routine,False,2026-07-16,2026-07-22,2647,VEN-0036,True
WO-010248,PROP-01151,Plumbing - leak,landlord,False,False,routine,False,2026-01-10,2026-01-15,696,VEN-0034,True
WO-010249,PROP-01151,Turn,landlord,False,False,routine,False,2024-04-27,2024-04-29,3505,VEN-0036,True
WO-010250,PROP-01151,Air filter,resident,True,False,routine,False,2024-09-15,2024-09-19,41,VEN-0031,False
WO-010251,PROP-01151,HVAC - not cooling,landlord,False,False,routine,False,2026-01-02,2026-01-08,2417,VEN-0032,True
WO-010252,PROP-01151,HVAC - not cooling,landlord,False,False,urgent,False,2026-08-03,2026-08-10,1296,VEN-0032,True
WO-010253,PROP-01152,Pest control,resident,True,False,urgent,False,2025-03-07,2025-03-10,287,VEN-0031,True
WO-010254,PROP-01152,Plumbing - hardware,landlord,False,False,routine,False,2025-11-22,2025-11-24,212,VEN-0034,True
WO-010255,PROP-01152,Air filter,resident,True,False,routine,False,2025-06-30,2025-07-08,32,VEN-0031,False
WO-010256,PROP-01152,Garage door,landlord,False,False,routine,False,2025-02-25,2025-03-07,899,VEN-0031,False
WO-010257,PROP-01152,Pool maintenance,resident,True,False,urgent,False,2026-07-24,2026-08-01,385,VEN-0031,True
WO-010258,PROP-01152,Pool maintenance,resident,True,False,urgent,False,2025-12-06,2025-12-10,846,VEN-0031,False
WO-010259,PROP-01152,Plumbing - hardware,landlord,False,False,routine,False,2026-09-15,2026-09-19,557,VEN-0034,True
WO-010260,PROP-01153,Electrical,landlord,False,False,urgent,False,2024-12-06,2024-12-07,574,VEN-0030,False
WO-010261,PROP-01153,Sprinkler,resident,True,False,routine,False,2024-04-06,2024-04-06,260,VEN-0033,True
WO-010262,PROP-01153,HVAC - not cooling,landlord,False,False,routine,False,2026-01-03,2026-01-10,2394,VEN-0032,False
WO-010263,PROP-01153,Plumbing - leak,landlord,False,False,routine,False,2025-02-22,2025-02-24,2188,VEN-0034,True
WO-010264,PROP-01153,Plumbing - leak,landlord,False,False,urgent,False,2026-08-08,2026-08-11,439,VEN-0034,True
WO-010265,PROP-01153,HVAC - not cooling,landlord,False,False,urgent,False,2024-06-11,2024-06-18,1699,VEN-0032,False
WO-010266,PROP-01153,Roof,landlord,False,False,routine,False,2026-04-21,2026-04-26,1473,VEN-0035,False
WO-010267,PROP-01153,Garage door,landlord,False,False,routine,False,2025-12-28,2026-01-02,1522,VEN-0031,False
WO-010268,PROP-01153,Plumbing - leak,landlord,False,False,emergency,True,2025-08-06,2025-08-06,1490,VEN-0034,False
WO-010269,PROP-01154,Turn,landlord,False,False,routine,False,2026-04-15,2026-04-25,1304,VEN-0036,True
WO-010270,PROP-01154,Plumbing - hardware,landlord,False,False,emergency,True,2025-01-08,2025-01-09,305,VEN-0034,False
WO-010271,PROP-01154,Plumbing - leak,landlord,False,False,urgent,False,2025-04-07,2025-04-12,1477,VEN-0034,True
WO-010272,PROP-01154,Plumbing - major clog,landlord,False,False,emergency,True,2024-01-16,2024-01-16,385,VEN-0034,True
WO-010273,PROP-01154,Sprinkler,resident,True,False,routine,False,2025-02-03,2025-02-06,186,VEN-0033,True
WO-010274,PROP-01154,Turn,landlord,False,False,routine,False,2025-04-08,2025-04-17,2855,VEN-0036,True
WO-010275,PROP-01154,Lawn maintenance,resident,True,False,urgent,False,2025-10-19,2025-10-22,202,VEN-0033,True
WO-010276,PROP-01154,Plumbing - hardware,landlord,False,False,routine,False,2025-03-26,2025-03-30,361,VEN-0034,True
WO-010277,PROP-01154,Air filter,resident,True,False,urgent,False,2024-01-15,2024-01-21,21,VEN-0031,False
WO-010278,PROP-01154,Plumbing - minor clog,resident,True,False,routine,False,2026-02-16,2026-02-16,235,VEN-0034,True
WO-010279,PROP-01154,Sprinkler,resident,True,False,routine,False,2026-01-04,2026-01-04,438,VEN-0033,False
WO-010280,PROP-01154,Pool maintenance,resident,True,False,urgent,False,2026-03-06,2026-03-13,407,VEN-0031,False
WO-010281,PROP-01154,HVAC - not heating,landlord,False,False,emergency,True,2025-10-27,2025-10-28,327,VEN-0032,True
WO-010282,PROP-01154,Pool maintenance,resident,True,False,urgent,False,2026-03-04,2026-03-06,419,VEN-0031,False
WO-010283,PROP-01155,Garage door,landlord,False,False,routine,False,2024-09-29,2024-10-02,335,VEN-0031,False
WO-010284,PROP-01155,Appliance,landlord,False,False,routine,False,2025-01-15,2025-01-20,556,VEN-0029,True
WO-010285,PROP-01155,Fence,landlord,False,False,routine,False,2024-03-24,2024-03-30,496,VEN-0031,True
WO-010286,PROP-01155,Lawn maintenance,resident,True,False,routine,False,2024-08-16,2024-08-18,170,VEN-0033,True
WO-010287,PROP-01155,Plumbing - leak,landlord,False,False,routine,False,2024-02-26,2024-02-28,1277,VEN-0034,False
WO-010288,PROP-01155,Roof,landlord,False,False,urgent,False,2024-05-24,2024-05-26,5299,VEN-0035,True
WO-010289,PROP-01155,Lawn maintenance,resident,True,False,routine,False,2024-11-02,2024-11-04,137,VEN-0033,False
WO-010290,PROP-01156,HVAC - not cooling,landlord,False,False,routine,False,2026-07-04,2026-07-10,1476,VEN-0032,True
WO-010291,PROP-01156,Plumbing - hardware,landlord,False,False,urgent,False,2025-10-18,2025-10-19,314,VEN-0034,True
WO-010292,PROP-01156,Electrical,landlord,False,False,urgent,False,2026-06-29,2026-06-30,667,VEN-0030,True
WO-010293,PROP-01156,HVAC - not heating,landlord,False,False,urgent,False,2025-06-21,2025-06-26,1948,VEN-0032,True
WO-010294,PROP-01156,Plumbing - major clog,landlord,False,False,emergency,True,2025-10-27,2025-10-27,541,VEN-0034,True
WO-010295,PROP-01156,Roof,landlord,False,False,urgent,False,2026-05-14,2026-05-16,1036,VEN-0035,False
WO-010296,PROP-01156,HVAC - not cooling,landlord,False,False,routine,False,2024-07-04,2024-07-10,1818,VEN-0032,True
WO-010297,PROP-01156,HVAC - not cooling,landlord,False,False,emergency,True,2025-03-31,2025-03-31,1048,VEN-0032,True
WO-010298,PROP-01157,Appliance - garbage disposal,landlord,False,False,routine,False,2026-06-27,2026-07-05,323,VEN-0029,False
WO-010299,PROP-01157,Turn,landlord,False,False,routine,False,2025-04-11,2025-04-18,2638,VEN-0036,False
WO-010300,PROP-01157,Roof,landlord,False,False,routine,False,2024-03-21,2024-03-24,1630,VEN-0035,True
WO-010301,PROP-01157,HVAC - not heating,landlord,False,True,routine,False,2025-12-12,2025-12-17,2126,VEN-0032,True
WO-010302,PROP-01157,HVAC - not cooling,landlord,False,False,routine,False,2025-03-29,2025-04-08,1463,VEN-0032,False
WO-010303,PROP-01157,HVAC - not cooling,landlord,False,False,routine,False,2026-05-24,2026-05-30,2599,VEN-0032,True
WO-010304,PROP-01157,Pool maintenance,resident,True,False,routine,False,2025-02-15,2025-02-21,214,VEN-0031,True
WO-010305,PROP-01157,Plumbing - water heater,landlord,False,False,routine,False,2023-10-06,2023-10-06,726,VEN-0034,False
WO-010306,PROP-01157,HVAC - not cooling,landlord,False,False,emergency,True,2025-09-05,2025-09-06,1132,VEN-0032,True
