expenseId,propertyId,communitySlug,scope,category,date,amount,glCode
EXP-048020,PROP-01777,tillman-lakes,property,Marketing,2026-03-04,108,GL-MARKET
EXP-048021,PROP-01777,tillman-lakes,property,Legal,2026-03-08,1273,GL-LEGAL
EXP-048022,PROP-01777,tillman-lakes,property,Legal,2024-08-04,1528,GL-LEGAL
EXP-048023,PROP-01777,tillman-lakes,property,Legal,2023-10-01,1444,GL-LEGAL
EXP-048024,PROP-01777,tillman-lakes,property,CapEx,2024-05-13,11419,GL-CAPEX
EXP-048025,PROP-01777,tillman-lakes,property,CapEx,2025-07-07,3425,GL-CAPEX
EXP-048026,PROP-01777,tillman-lakes,property,Turn,2025-06-12,3458,GL-TURN
EXP-048027,PROP-01777,tillman-lakes,property,Turn,2026-03-22,1883,GL-TURN
EXP-048028,PROP-01777,tillman-lakes,property,Turn,2025-11-14,2137,GL-TURN
EXP-048029,PROP-01778,tillman-lakes,property,HOA,2023-10-01,134,GL-HOA
EXP-048030,PROP-01778,tillman-lakes,property,HOA,2024-01-01,134,GL-HOA
EXP-048031,PROP-01778,tillman-lakes,property,Insurance,2024-01-01,1398,GL-INSURA
EXP-048032,PROP-01778,tillman-lakes,property,HOA,2024-04-01,133,GL-HOA
EXP-048033,PROP-01778,tillman-lakes,property,HOA,2024-07-01,134,GL-HOA
EXP-048034,PROP-01778,tillman-lakes,property,HOA,2024-10-01,133,GL-HOA
EXP-048035,PROP-01778,tillman-lakes,property,HOA,2025-01-01,128,GL-HOA
EXP-048036,PROP-01778,tillman-lakes,property,Insurance,2025-01-01,1326,GL-INSURA
EXP-048037,PROP-01778,tillman-lakes,property,HOA,2025-04-01,134,GL-HOA
EXP-048038,PROP-01778,tillman-lakes,property,HOA,2025-07-01,128,GL-HOA
EXP-048039,PROP-01778,tillman-lakes,property,HOA,2025-10-01,135,GL-HOA
EXP-048040,PROP-01778,tillman-lakes,property,HOA,2026-01-01,133,GL-HOA
EXP-048041,PROP-01778,tillman-lakes,property,Insurance,2026-01-01,1430,GL-INSURA
EXP-048042,PROP-01778,tillman-lakes,property,HOA,2026-04-01,130,GL-HOA
EXP-048043,PROP-01778,tillman-lakes,property,HOA,2026-07-01,131,GL-HOA
EXP-048044,PROP-01778,tillman-lakes,property,Utilities,2025-01-01,120,GL-UTILIT
EXP-048045,PROP-01778,tillman-lakes,property,Marketing,2026-09-10,249,GL-MARKET
EXP-048046,PROP-01778,tillman-lakes,property,Marketing,2025-02-15,245,GL-MARKET
EXP-048047,PROP-01778,tillman-lakes,property,Marketing,2025-04-15,248,GL-MARKET
EXP-048048,PROP-01778,tillman-lakes,property,Legal,2025-03-25,1464,GL-LEGAL
EXP-048049,PROP-01778,tillman-lakes,property,Legal,2026-01-14,481,GL-LEGAL
EXP-048050,PROP-01778,tillman-lakes,property,CapEx,2024-01-04,10876,GL-CAPEX
EXP-048051,PROP-01778,tillman-lakes,property,CapEx,2026-08-06,2565,GL-CAPEX
EXP-048052,PROP-01778,tillman-lakes,property,CapEx,2025-05-07,2415,GL-CAPEX
EXP-048053,PROP-01778,tillman-lakes,property,Turn,2023-11-05,2611,GL-TURN
EXP-048054,PROP-01778,tillman-lakes,property,Turn,2026-03-01,1322,GL-TURN
EXP-048055,PROP-01779,tillman-lakes,property,HOA,2023-10-01,147,GL-HOA
EXP-048056,PROP-01779,tillman-lakes,property,HOA,2024-01-01,149,GL-HOA
EXP-048057,PROP-01779,tillman-lakes,property,Insurance,2024-01-01,2529,GL-INSURA
EXP-048058,PROP-01779,tillman-lakes,property,HOA,2024-04-01,149,GL-HOA
EXP-048059,PROP-01779,tillman-lakes,property,HOA,2024-07-01,148,GL-HOA
EXP-048060,PROP-01779,tillman-lakes,property,HOA,2024-10-01,149,GL-HOA
EXP-048061,PROP-01779,tillman-lakes,property,HOA,2025-01-01,151,GL-HOA
EXP-048062,PROP-01779,tillman-lakes,property,Insurance,2025-01-01,2559,GL-INSURA
EXP-048063,PROP-01779,tillman-lakes,property,HOA,2025-04-01,145,GL-HOA
EXP-048064,PROP-01779,tillman-lakes,property,HOA,2025-07-01,147,GL-HOA
EXP-048065,PROP-01779,tillman-lakes,property,HOA,2025-10-01,150,GL-HOA
EXP-048066,PROP-01779,tillman-lakes,property,HOA,2026-01-01,150,GL-HOA
EXP-048067,PROP-01779,tillman-lakes,property,Insurance,2026-01-01,2344,GL-INSURA
EXP-048068,PROP-01779,tillman-lakes,property,HOA,2026-04-01,145,GL-HOA
EXP-048069,PROP-01779,tillman-lakes,property,HOA,2026-07-01,151,GL-HOA
EXP-048070,PROP-01779,tillman-lakes,property,Utilities,2024-11-01,222,GL-UTILIT
EXP-048071,PROP-01779,tillman-lakes,property,Utilities,2024-12-01,139,GL-UTILIT
EXP-048072,PROP-01779,tillman-lakes,property,Marketing,2026-08-25,380,GL-MARKET
EXP-048073,PROP-01779,tillman-lakes,property,Marketing,2026-08-03,365,GL-MARKET
EXP-048074,PROP-01779,tillman-lakes,property,Marketing,2026-07-22,206,GL-MARKET
EXP-048075,PROP-01779,tillman-lakes,property,Legal,2025-06-19,863,GL-LEGAL
EXP-048076,PROP-01779,tillman-lakes,property,Legal,2023-11-01,1116,GL-LEGAL
EXP-048077,PROP-01779,tillman-lakes,property,Legal,2025-11-03,783,GL-LEGAL
EXP-048078,PROP-01779,tillman-lakes,property,CapEx,2024-05-13,4482,GL-CAPEX
EXP-048079,PROP-01779,tillman-lakes,property,CapEx,2026-04-15,10723,GL-CAPEX
EXP-048080,PROP-01779,tillman-lakes,property,CapEx,2025-03-06,7838,GL-CAPEX
EXP-048081,PROP-01779,tillman-lakes,property,Turn,2024-05-16,4551,GL-TURN
EXP-048082,PROP-01779,tillman-lakes,property,Turn,2026-05-12,2523,GL-TURN
EXP-048083,PROP-01779,tillman-lakes,property,Turn,2024-03-24,3227,GL-TURN
EXP-048084,PROP-01780,tillman-lakes,property,HOA,2023-10-01,366,GL-HOA
EXP-048085,PROP-01780,tillman-lakes,property,HOA,2024-01-01,362,GL-HOA
EXP-048086,PROP-01780,tillman-lakes,property,Insurance,2024-01-01,1862,GL-INSURA
EXP-048087,PROP-01780,tillman-lakes,property,HOA,2024-04-01,354,GL-HOA
EXP-048088,PROP-01780,tillman-lakes,property,HOA,2024-07-01,351,GL-HOA
EXP-048089,PROP-01780,tillman-lakes,property,HOA,2024-10-01,356,GL-HOA
EXP-048090,PROP-01780,tillman-lakes,property,HOA,2025-01-01,358,GL-HOA
EXP-048091,PROP-01780,tillman-lakes,property,Insurance,2025-01-01,1941,GL-INSURA
EXP-048092,PROP-01780,tillman-lakes,property,HOA,2025-04-01,368,GL-HOA
EXP-048093,PROP-01780,tillman-lakes,property,HOA,2025-07-01,352,GL-HOA
EXP-048094,PROP-01780,tillman-lakes,property,HOA,2025-10-01,353,GL-HOA
EXP-048095,PROP-01780,tillman-lakes,property,HOA,2026-01-01,366,GL-HOA
EXP-048096,PROP-01780,tillman-lakes,property,Insurance,2026-01-01,1795,GL-INSURA
EXP-048097,PROP-01780,tillman-lakes,property,HOA,2026-04-01,369,GL-HOA
EXP-048098,PROP-01780,tillman-lakes,property,HOA,2026-07-01,349,GL-HOA
EXP-048099,PROP-01780,tillman-lakes,property,Utilities,2025-02-01,137,GL-UTILIT
EXP-048100,PROP-01780,tillman-lakes,property,Utilities,2026-09-01,175,GL-UTILIT
EXP-048101,PROP-01780,tillman-lakes,property,Marketing,2026-09-14,171,GL-MARKET
EXP-048102,PROP-01780,tillman-lakes,property,Marketing,2023-12-04,167,GL-MARKET
EXP-048103,PROP-01780,tillman-lakes,property,Marketing,2024-07-23,319,GL-MARKET
EXP-048104,PROP-01780,tillman-lakes,property,Marketing,2025-08-07,682,GL-MARKET
EXP-048105,PROP-01780,tillman-lakes,property,Marketing,2026-08-02,329,GL-MARKET
EXP-048106,PROP-01780,tillman-lakes,property,Marketing,2026-05-07,390,GL-MARKET
EXP-048107,PROP-01780,tillman-lakes,property,Legal,2025-01-17,853,GL-LEGAL
EXP-048108,PROP-01780,tillman-lakes,property,CapEx,2023-10-30,9404,GL-CAPEX
EXP-048109,PROP-01780,tillman-lakes,property,CapEx,2025-01-14,12137,GL-CAPEX
EXP-048110,PROP-01780,tillman-lakes,property,Turn,2024-05-04,2279,GL-TURN
EXP-048111,PROP-01780,tillman-lakes,property,Turn,2025-03-24,948,GL-TURN
EXP-048112,PROP-01781,tillman-lakes,property,HOA,2023-10-01,360,GL-HOA
EXP-048113,PROP-01781,tillman-lakes,property,HOA,2024-01-01,364,GL-HOA
EXP-048114,PROP-01781,tillman-lakes,property,Insurance,2024-01-01,1965,GL-INSURA
EXP-048115,PROP-01781,tillman-lakes,property,HOA,2024-04-01,357,GL-HOA
EXP-048116,PROP-01781,tillman-lakes,property,HOA,2024-07-01,361,GL-HOA
EXP-048117,PROP-01781,tillman-lakes,property,HOA,2024-10-01,354,GL-HOA
EXP-048118,PROP-01781,tillman-lakes,property,HOA,2025-01-01,361,GL-HOA
EXP-048119,PROP-01781,tillman-lakes,property,Insurance,2025-01-01,2071,GL-INSURA
EXP-048120,PROP-01781,tillman-lakes,property,HOA,2025-04-01,364,GL-HOA
EXP-048121,PROP-01781,tillman-lakes,property,HOA,2025-07-01,353,GL-HOA
EXP-048122,PROP-01781,tillman-lakes,property,HOA,2025-10-01,369,GL-HOA
EXP-048123,PROP-01781,tillman-lakes,property,HOA,2026-01-01,368,GL-HOA
EXP-048124,PROP-01781,tillman-lakes,property,Insurance,2026-01-01,2193,GL-INSURA
EXP-048125,PROP-01781,tillman-lakes,property,HOA,2026-04-01,355,GL-HOA
EXP-048126,PROP-01781,tillman-lakes,property,HOA,2026-07-01,353,GL-HOA
EXP-048127,PROP-01781,tillman-lakes,property,Utilities,2024-08-01,172,GL-UTILIT
EXP-048128,PROP-01781,tillman-lakes,property,Marketing,2025-12-01,370,GL-MARKET
EXP-048129,PROP-01781,tillman-lakes,property,Marketing,2025-05-24,345,GL-MARKET
EXP-048130,PROP-01781,tillman-lakes,property,Marketing,2025-06-04,319,GL-MARKET
EXP-048131,PROP-01781,tillman-lakes,property,Legal,2026-09-14,901,GL-LEGAL
EXP-048132,PROP-01781,tillman-lakes,property,Legal,2025-02-04,2166,GL-LEGAL
EXP-048133,PROP-01781,tillman-lakes,property,CapEx,2026-01-21,6796,GL-CAPEX
EXP-048134,PROP-01781,tillman-lakes,property,Turn,2024-05-29,2030,GL-TURN
EXP-048135,PROP-01781,tillman-lakes,property,Turn,2025-08-27,1693,GL-TURN
EXP-048136,PROP-01781,tillman-lakes,property,Turn,2026-08-28,2813,GL-TURN
EXP-048137,PROP-01782,tillman-lakes,property,HOA,2023-10-01,332,GL-HOA
EXP-048138,PROP-01782,tillman-lakes,property,HOA,2024-01-01,346,GL-HOA
EXP-048139,PROP-01782,tillman-lakes,property,Insurance,2024-01-01,2182,GL-INSURA
EXP-048140,PROP-01782,tillman-lakes,property,HOA,2024-04-01,332,GL-HOA
EXP-048141,PROP-01782,tillman-lakes,property,HOA,2024-07-01,349,GL-HOA
EXP-048142,PROP-01782,tillman-lakes,property,HOA,2024-10-01,332,GL-HOA
EXP-048143,PROP-01782,tillman-lakes,property,HOA,2025-01-01,343,GL-HOA
EXP-048144,PROP-01782,tillman-lakes,property,Insurance,2025-01-01,1957,GL-INSURA
EXP-048145,PROP-01782,tillman-lakes,property,HOA,2025-04-01,334,GL-HOA
EXP-048146,PROP-01782,tillman-lakes,property,HOA,2025-07-01,332,GL-HOA
EXP-048147,PROP-01782,tillman-lakes,property,HOA,2025-10-01,348,GL-HOA
EXP-048148,PROP-01782,tillman-lakes,property,HOA,2026-01-01,333,GL-HOA
EXP-048149,PROP-01782,tillman-lakes,property,Insurance,2026-01-01,2190,GL-INSURA
EXP-048150,PROP-01782,tillman-lakes,property,HOA,2026-04-01,345,GL-HOA
EXP-048151,PROP-01782,tillman-lakes,property,HOA,2026-07-01,343,GL-HOA
EXP-048152,PROP-01782,tillman-lakes,property,Utilities,2025-04-01,251,GL-UTILIT
EXP-048153,PROP-01782,tillman-lakes,property,Marketing,2024-12-22,823,GL-MARKET
EXP-048154,PROP-01782,tillman-lakes,property,Marketing,2024-12-05,121,GL-MARKET
EXP-048155,PROP-01782,tillman-lakes,property,Marketing,2024-09-27,281,GL-MARKET
EXP-048156,PROP-01782,tillman-lakes,property,Marketing,2025-02-23,506,GL-MARKET
EXP-048157,PROP-01782,tillman-lakes,property,Marketing,2026-08-26,318,GL-MARKET
EXP-048158,PROP-01782,tillman-lakes,property,Legal,2024-12-26,675,GL-LEGAL
EXP-048159,PROP-01782,tillman-lakes,property,Legal,2024-09-03,1213,GL-LEGAL
EXP-048160,PROP-01782,tillman-lakes,property,CapEx,2026-09-03,3080,GL-CAPEX
EXP-048161,PROP-01782,tillman-lakes,property,CapEx,2024-10-15,10268,GL-CAPEX
EXP-048162,PROP-01782,tillman-lakes,property,CapEx,2026-07-10,3443,GL-CAPEX
EXP-048163,PROP-01782,tillman-lakes,property,Turn,2026-04-02,2394,GL-TURN
EXP-048164,PROP-01782,tillman-lakes,property,Turn,2024-08-11,4428,GL-TURN
EXP-048165,PROP-01783,tillman-lakes,property,HOA,2023-10-01,306,GL-HOA
EXP-048166,PROP-01783,tillman-lakes,property,HOA,2024-01-01,317,GL-HOA
EXP-048167,PROP-01783,tillman-lakes,property,Insurance,2024-01-01,863,GL-INSURA
EXP-048168,PROP-01783,tillman-lakes,property,HOA,2024-04-01,316,GL-HOA
EXP-048169,PROP-01783,tillman-lakes,property,HOA,2024-07-01,309,GL-HOA
EXP-048170,PROP-01783,tillman-lakes,property,HOA,2024-10-01,304,GL-HOA
EXP-048171,PROP-01783,tillman-lakes,property,HOA,2025-01-01,311,GL-HOA
EXP-048172,PROP-01783,tillman-lakes,property,Insurance,2025-01-01,873,GL-INSURA
EXP-048173,PROP-01783,tillman-lakes,property,HOA,2025-04-01,309,GL-HOA
EXP-048174,PROP-01783,tillman-lakes,property,HOA,2025-07-01,305,GL-HOA
EXP-048175,PROP-01783,tillman-lakes,property,HOA,2025-10-01,312,GL-HOA
EXP-048176,PROP-01783,tillman-lakes,property,HOA,2026-01-01,304,GL-HOA
EXP-048177,PROP-01783,tillman-lakes,property,Insurance,2026-01-01,941,GL-INSURA
EXP-048178,PROP-01783,tillman-lakes,property,HOA,2026-04-01,314,GL-HOA
EXP-048179,PROP-01783,tillman-lakes,property,HOA,2026-07-01,316,GL-HOA
EXP-048180,PROP-01783,tillman-lakes,property,Utilities,2025-01-01,107,GL-UTILIT
EXP-048181,PROP-01783,tillman-lakes,property,Utilities,2026-02-01,158,GL-UTILIT
EXP-048182,PROP-01783,tillman-lakes,property,Utilities,2026-03-01,245,GL-UTILIT
EXP-048183,PROP-01783,tillman-lakes,property,Marketing,2026-09-18,452,GL-MARKET
EXP-048184,PROP-01783,tillman-lakes,property,Marketing,2025-05-24,600,GL-MARKET
EXP-048185,PROP-01783,tillman-lakes,property,Marketing,2025-04-10,573,GL-MARKET
EXP-048186,PROP-01783,tillman-lakes,property,Marketing,2024-08-22,289,GL-MARKET
EXP-048187,PROP-01783,tillman-lakes,property,Marketing,2024-12-16,380,GL-MARKET
EXP-048188,PROP-01783,tillman-lakes,property,Legal,2025-06-12,1274,GL-LEGAL
EXP-048189,PROP-01783,tillman-lakes,property,Legal,2026-08-10,906,GL-LEGAL
EXP-048190,PROP-01783,tillman-lakes,property,CapEx,2024-12-31,4788,GL-CAPEX
EXP-048191,PROP-01783,tillman-lakes,property,CapEx,2026-07-08,5194,GL-CAPEX
EXP-048192,PROP-01783,tillman-lakes,property,Turn,2025-07-08,1429,GL-TURN
EXP-048193,PROP-01783,tillman-lakes,property,Turn,2025-10-01,3696,GL-TURN
EXP-048194,PROP-01784,tillman-lakes,property,HOA,2023-10-01,339,GL-HOA
EXP-048195,PROP-01784,tillman-lakes,property,HOA,2024-01-01,330,GL-HOA
EXP-048196,PROP-01784,tillman-lakes,property,Insurance,2024-01-01,2124,GL-INSURA
EXP-048197,PROP-01784,tillman-lakes,property,HOA,2024-04-01,332,GL-HOA
EXP-048198,PROP-01784,tillman-lakes,property,HOA,2024-07-01,321,GL-HOA
EXP-048199,PROP-01784,tillman-lakes,property,HOA,2024-10-01,320,GL-HOA
EXP-048200,PROP-01784,tillman-lakes,property,HOA,2025-01-01,338,GL-HOA
EXP-048201,PROP-01784,tillman-lakes,property,Insurance,2025-01-01,2106,GL-INSURA
EXP-048202,PROP-01784,tillman-lakes,property,HOA,2025-04-01,336,GL-HOA
EXP-048203,PROP-01784,tillman-lakes,property,HOA,2025-07-01,338,GL-HOA
EXP-048204,PROP-01784,tillman-lakes,property,HOA,2025-10-01,330,GL-HOA
EXP-048205,PROP-01784,tillman-lakes,property,HOA,2026-01-01,323,GL-HOA
EXP-048206,PROP-01784,tillman-lakes,property,Insurance,2026-01-01,2109,GL-INSURA
EXP-048207,PROP-01784,tillman-lakes,property,HOA,2026-04-01,325,GL-HOA
EXP-048208,PROP-01784,tillman-lakes,property,HOA,2026-07-01,331,GL-HOA
EXP-048209,PROP-01784,tillman-lakes,property,Utilities,2024-10-01,130,GL-UTILIT
EXP-048210,PROP-01784,tillman-lakes,property,Utilities,2024-11-01,215,GL-UTILIT
EXP-048211,PROP-01784,tillman-lakes,property,Marketing,2024-10-07,290,GL-MARKET
EXP-048212,PROP-01784,tillman-lakes,property,Marketing,2023-12-09,313,GL-MARKET
EXP-048213,PROP-01784,tillman-lakes,property,Marketing,2024-10-24,573,GL-MARKET
EXP-048214,PROP-01784,tillman-lakes,property,Marketing,2026-05-11,150,GL-MARKET
EXP-048215,PROP-01784,tillman-lakes,property,Legal,2024-01-08,1559,GL-LEGAL
EXP-048216,PROP-01784,tillman-lakes,property,Legal,2026-05-18,1508,GL-LEGAL
EXP-048217,PROP-01784,tillman-lakes,property,CapEx,2025-11-15,9586,GL-CAPEX
EXP-048218,PROP-01784,tillman-lakes,property,CapEx,2025-07-22,9869,GL-CAPEX
EXP-048219,PROP-01784,tillman-lakes,property,Turn,2025-04-09,2879,GL-TURN
EXP-048220,PROP-01785,tillman-lakes,property,HOA,2023-10-01,321,GL-HOA
EXP-048221,PROP-01785,tillman-lakes,property,HOA,2024-01-01,324,GL-HOA
EXP-048222,PROP-01785,tillman-lakes,property,Insurance,2024-01-01,1221,GL-INSURA
EXP-048223,PROP-01785,tillman-lakes,property,HOA,2024-04-01,339,GL-HOA
EXP-048224,PROP-01785,tillman-lakes,property,HOA,2024-07-01,329,GL-HOA
EXP-048225,PROP-01785,tillman-lakes,property,HOA,2024-10-01,335,GL-HOA
EXP-048226,PROP-01785,tillman-lakes,property,HOA,2025-01-01,323,GL-HOA
EXP-048227,PROP-01785,tillman-lakes,property,Insurance,2025-01-01,1267,GL-INSURA
EXP-048228,PROP-01785,tillman-lakes,property,HOA,2025-04-01,327,GL-HOA
EXP-048229,PROP-01785,tillman-lakes,property,HOA,2025-07-01,324,GL-HOA
EXP-048230,PROP-01785,tillman-lakes,property,HOA,2025-10-01,338,GL-HOA
EXP-048231,PROP-01785,tillman-lakes,property,HOA,2026-01-01,337,GL-HOA
EXP-048232,PROP-01785,tillman-lakes,property,Insurance,2026-01-01,1277,GL-INSURA
EXP-048233,PROP-01785,tillman-lakes,property,HOA,2026-04-01,340,GL-HOA
EXP-048234,PROP-01785,tillman-lakes,property,HOA,2026-07-01,323,GL-HOA
EXP-048235,PROP-01785,tillman-lakes,property,Utilities,2024-06-01,278,GL-UTILIT
EXP-048236,PROP-01785,tillman-lakes,property,Utilities,2025-07-01,262,GL-UTILIT
EXP-048237,PROP-01785,tillman-lakes,property,Marketing,2025-11-24,454,GL-MARKET
EXP-048238,PROP-01785,tillman-lakes,property,Marketing,2025-02-20,376,GL-MARKET
EXP-048239,PROP-01785,tillman-lakes,property,Marketing,2024-05-02,686,GL-MARKET
EXP-048240,PROP-01785,tillman-lakes,property,Marketing,2024-04-05,307,GL-MARKET
EXP-048241,PROP-01785,tillman-lakes,property,Marketing,2026-08-24,319,GL-MARKET
EXP-048242,PROP-01785,tillman-lakes,property,Marketing,2024-05-03,819,GL-MARKET
EXP-048243,PROP-01785,tillman-lakes,property,Legal,2026-02-22,1197,GL-LEGAL
EXP-048244,PROP-01785,tillman-lakes,property,CapEx,2023-10-25,2330,GL-CAPEX
EXP-048245,PROP-01785,tillman-lakes,property,CapEx,2024-06-12,3109,GL-CAPEX
EXP-048246,PROP-01785,tillman-lakes,property,CapEx,2026-01-17,7387,GL-CAPEX
EXP-048247,PROP-01785,tillman-lakes,property,Turn,2025-03-15,2205,GL-TURN
EXP-048248,PROP-01785,tillman-lakes,property,Turn,2024-10-05,3613,GL-TURN
EXP-048249,PROP-01785,tillman-lakes,property,Turn,2024-05-12,2735,GL-TURN
EXP-048250,PROP-01786,tillman-lakes,property,HOA,2025-01-01,259,GL-HOA
EXP-048251,PROP-01786,tillman-lakes,property,Insurance,2025-01-01,1434,GL-INSURA
EXP-048252,PROP-01786,tillman-lakes,property,HOA,2025-04-01,259,GL-HOA
EXP-048253,PROP-01786,tillman-lakes,property,HOA,2025-07-01,253,GL-HOA
EXP-048254,PROP-01786,tillman-lakes,property,HOA,2025-10-01,252,GL-HOA
EXP-048255,PROP-01786,tillman-lakes,property,HOA,2026-01-01,258,GL-HOA
EXP-048256,PROP-01786,tillman-lakes,property,Insurance,2026-01-01,1493,GL-INSURA
EXP-048257,PROP-01786,tillman-lakes,property,HOA,2026-04-01,257,GL-HOA
EXP-048258,PROP-01786,tillman-lakes,property,HOA,2026-07-01,262,GL-HOA
EXP-048259,PROP-01786,tillman-lakes,property,Utilities,2026-06-01,292,GL-UTILIT
EXP-048260,PROP-01786,tillman-lakes,property,Marketing,2024-12-30,617,GL-MARKET
EXP-048261,PROP-01786,tillman-lakes,property,Legal,2025-11-17,1056,GL-LEGAL
EXP-048262,PROP-01786,tillman-lakes,property,CapEx,2026-02-22,3364,GL-CAPEX
EXP-048263,PROP-01786,tillman-lakes,property,Turn,2026-07-24,1908,GL-TURN
EXP-048264,PROP-01786,tillman-lakes,property,Turn,2026-09-21,1809,GL-TURN
EXP-048265,PROP-01787,tillman-lakes,property,HOA,2023-10-01,403,GL-HOA
EXP-048266,PROP-01787,tillman-lakes,property,HOA,2024-01-01,400,GL-HOA
EXP-048267,PROP-01787,tillman-lakes,property,Insurance,2024-01-01,1315,GL-INSURA
EXP-048268,PROP-01787,tillman-lakes,property,HOA,2024-04-01,416,GL-HOA
EXP-048269,PROP-01787,tillman-lakes,property,HOA,2024-07-01,403,GL-HOA
EXP-048270,PROP-01787,tillman-lakes,property,HOA,2024-10-01,413,GL-HOA
EXP-048271,PROP-01787,tillman-lakes,property,HOA,2025-01-01,405,GL-HOA
EXP-048272,PROP-01787,tillman-lakes,property,Insurance,2025-01-01,1354,GL-INSURA
EXP-048273,PROP-01787,tillman-lakes,property,HOA,2025-04-01,422,GL-HOA
EXP-048274,PROP-01787,tillman-lakes,property,HOA,2025-07-01,402,GL-HOA
EXP-048275,PROP-01787,tillman-lakes,property,HOA,2025-10-01,420,GL-HOA
EXP-048276,PROP-01787,tillman-lakes,property,HOA,2026-01-01,419,GL-HOA
EXP-048277,PROP-01787,tillman-lakes,property,Insurance,2026-01-01,1476,GL-INSURA
EXP-048278,PROP-01787,tillman-lakes,property,HOA,2026-04-01,422,GL-HOA
EXP-048279,PROP-01787,tillman-lakes,property,HOA,2026-07-01,415,GL-HOA
EXP-048280,PROP-01787,tillman-lakes,property,Utilities,2025-03-01,116,GL-UTILIT
EXP-048281,PROP-01787,tillman-lakes,property,Marketing,2026-04-07,524,GL-MARKET
EXP-048282,PROP-01787,tillman-lakes,property,Marketing,2024-08-23,527,GL-MARKET
EXP-048283,PROP-01787,tillman-lakes,property,Marketing,2026-07-25,858,GL-MARKET
EXP-048284,PROP-01787,tillman-lakes,property,Marketing,2025-11-30,325,GL-MARKET
EXP-048285,PROP-01787,tillman-lakes,property,Marketing,2025-01-06,506,GL-MARKET
EXP-048286,PROP-01787,tillman-lakes,property,Marketing,2025-10-11,414,GL-MARKET
EXP-048287,PROP-01787,tillman-lakes,property,Marketing,2024-12-13,295,GL-MARKET
EXP-048288,PROP-01787,tillman-lakes,property,Legal,2024-07-11,1935,GL-LEGAL
EXP-048289,PROP-01787,tillman-lakes,property,Legal,2023-11-22,1602,GL-LEGAL
EXP-048290,PROP-01787,tillman-lakes,property,Legal,2025-05-31,609,GL-LEGAL
EXP-048291,PROP-01787,tillman-lakes,property,CapEx,2024-12-11,11565,GL-CAPEX
EXP-048292,PROP-01787,tillman-lakes,property,CapEx,2024-10-22,9382,GL-CAPEX
EXP-048293,PROP-01787,tillman-lakes,property,Turn,2024-02-24,1925,GL-TURN
EXP-048294,PROP-01787,tillman-lakes,property,Turn,2024-09-04,2331,GL-TURN
EXP-048295,PROP-01787,tillman-lakes,property,Turn,2026-01-30,742,GL-TURN
EXP-048296,PROP-01788,tillman-lakes,property,HOA,2023-10-01,172,GL-HOA
EXP-048297,PROP-01788,tillman-lakes,property,HOA,2024-01-01,174,GL-HOA
EXP-048298,PROP-01788,tillman-lakes,property,Insurance,2024-01-01,1807,GL-INSURA
EXP-048299,PROP-01788,tillman-lakes,property,HOA,2024-04-01,178,GL-HOA
EXP-048300,PROP-01788,tillman-lakes,property,HOA,2024-07-01,177,GL-HOA
EXP-048301,PROP-01788,tillman-lakes,property,HOA,2024-10-01,181,GL-HOA
EXP-048302,PROP-01788,tillman-lakes,property,HOA,2025-01-01,176,GL-HOA
EXP-048303,PROP-01788,tillman-lakes,property,Insurance,2025-01-01,1762,GL-INSURA
EXP-048304,PROP-01788,tillman-lakes,property,HOA,2025-04-01,174,GL-HOA
EXP-048305,PROP-01788,tillman-lakes,property,HOA,2025-07-01,175,GL-HOA
EXP-048306,PROP-01788,tillman-lakes,property,HOA,2025-10-01,172,GL-HOA
EXP-048307,PROP-01788,tillman-lakes,property,HOA,2026-01-01,179,GL-HOA
EXP-048308,PROP-01788,tillman-lakes,property,Insurance,2026-01-01,1745,GL-INSURA
EXP-048309,PROP-01788,tillman-lakes,property,HOA,2026-04-01,178,GL-HOA
EXP-048310,PROP-01788,tillman-lakes,property,HOA,2026-07-01,180,GL-HOA
EXP-048311,PROP-01788,tillman-lakes,property,Utilities,2025-08-01,120,GL-UTILIT
EXP-048312,PROP-01788,tillman-lakes,property,Utilities,2025-09-01,170,GL-UTILIT
EXP-048313,PROP-01788,tillman-lakes,property,Marketing,2026-05-08,610,GL-MARKET
EXP-048314,PROP-01788,tillman-lakes,property,Marketing,2026-06-10,449,GL-MARKET
EXP-048315,PROP-01788,tillman-lakes,property,Marketing,2024-01-26,620,GL-MARKET
EXP-048316,PROP-01788,tillman-lakes,property,Marketing,2024-08-11,322,GL-MARKET
EXP-048317,PROP-01788,tillman-lakes,property,Legal,2023-11-06,1721,GL-LEGAL
EXP-048318,PROP-01788,tillman-lakes,property,CapEx,2026-06-29,6931,GL-CAPEX
EXP-048319,PROP-01788,tillman-lakes,property,CapEx,2024-03-10,10978,GL-CAPEX
EXP-048320,PROP-01788,tillman-lakes,property,Turn,2024-09-11,3533,GL-TURN
EXP-048321,PROP-01788,tillman-lakes,property,Turn,2025-05-06,2772,GL-TURN
EXP-048322,PROP-01788,tillman-lakes,property,Turn,2026-06-20,1849,GL-TURN
EXP-048323,PROP-01789,tillman-lakes,property,HOA,2023-10-01,260,GL-HOA
EXP-048324,PROP-01789,tillman-lakes,property,HOA,2024-01-01,268,GL-HOA
EXP-048325,PROP-01789,tillman-lakes,property,Insurance,2024-01-01,1072,GL-INSURA
EXP-048326,PROP-01789,tillman-lakes,property,HOA,2024-04-01,259,GL-HOA
