paymentId,leaseId,propertyId,residentId,dueDate,amountDue,amountPaid,paidDate,daysLate,status
PAY-0056841,LSE-005015,PROP-01780,RES-03357,2025-11-01,2810,2810,2025-11-02,0,paid
PAY-0056842,LSE-005015,PROP-01780,RES-03357,2025-12-01,2810,2810,2025-12-03,0,paid
PAY-0056843,LSE-005015,PROP-01780,RES-03357,2026-01-01,2810,2810,2026-01-03,0,paid
PAY-0056844,LSE-005015,PROP-01780,RES-03357,2026-02-01,2810,2810,2026-02-03,0,paid
PAY-0056845,LSE-005015,PROP-01780,RES-03357,2026-03-01,2810,2810,2026-03-03,0,paid
PAY-0056846,LSE-005015,PROP-01780,RES-03357,2026-04-01,2810,2810,2026-04-03,0,paid
PAY-0056847,LSE-005015,PROP-01780,RES-03357,2026-05-01,2810,1246,2026-05-23,22,partial
PAY-0056848,LSE-005015,PROP-01780,RES-03357,2026-06-01,2810,2810,2026-06-01,0,paid
PAY-0056849,LSE-005015,PROP-01780,RES-03357,2026-07-01,2810,2810,2026-07-03,0,paid
PAY-0056850,LSE-005015,PROP-01780,RES-03357,2026-08-01,2810,2810,2026-08-02,0,paid
PAY-0056851,LSE-005017,PROP-01781,RES-03359,2023-10-01,2235,2235,2023-10-02,0,paid
PAY-0056852,LSE-005017,PROP-01781,RES-03359,2023-11-01,2235,2235,2023-11-28,27,late
PAY-0056853,LSE-005017,PROP-01781,RES-03359,2023-12-01,2235,2235,2023-12-03,0,paid
PAY-0056854,LSE-005017,PROP-01781,RES-03359,2024-01-01,2235,2235,2024-01-01,0,paid
PAY-0056855,LSE-005017,PROP-01781,RES-03359,2024-02-01,2235,2235,2024-02-01,0,paid
PAY-0056856,LSE-005017,PROP-01781,RES-03359,2024-03-01,2235,2235,2024-03-01,0,paid
PAY-0056857,LSE-005017,PROP-01781,RES-03359,2024-04-01,2235,2235,2024-04-02,0,paid
PAY-0056858,LSE-005017,PROP-01781,RES-03359,2024-05-01,2235,2235,2024-05-01,0,paid
PAY-0056859,LSE-005017,PROP-01781,RES-03359,2024-06-01,2235,2235,2024-06-01,0,paid
PAY-0056860,LSE-005017,PROP-01781,RES-03359,2024-07-01,2235,2235,2024-07-01,0,paid
PAY-0056861,LSE-005018,PROP-01781,RES-03360,2024-09-01,2190,2190,2024-09-01,0,paid
PAY-0056862,LSE-005018,PROP-01781,RES-03360,2024-10-01,2190,2190,2024-10-03,0,paid
PAY-0056863,LSE-005018,PROP-01781,RES-03360,2024-11-01,2190,2190,2024-11-02,0,paid
PAY-0056864,LSE-005018,PROP-01781,RES-03360,2024-12-01,2190,2190,2024-12-03,0,paid
PAY-0056865,LSE-005018,PROP-01781,RES-03360,2025-01-01,2190,2190,2025-01-01,0,paid
PAY-0056866,LSE-005018,PROP-01781,RES-03360,2025-02-01,2190,2190,2025-02-01,0,paid
PAY-0056867,LSE-005018,PROP-01781,RES-03360,2025-03-01,2190,2190,2025-03-03,0,paid
PAY-0056868,LSE-005018,PROP-01781,RES-03360,2025-04-01,2190,834,2025-05-03,32,partial
PAY-0056869,LSE-005018,PROP-01781,RES-03360,2025-05-01,2190,2190,2025-05-02,0,paid
PAY-0056870,LSE-005018,PROP-01781,RES-03360,2025-06-01,2190,2190,2025-06-01,0,paid
PAY-0056871,LSE-005018,PROP-01781,RES-03360,2025-07-01,2190,2190,2025-07-02,0,paid
PAY-0056872,LSE-005018,PROP-01781,RES-03360,2025-08-01,2190,2190,2025-08-03,0,paid
PAY-0056873,LSE-005018,PROP-01781,RES-03360,2025-09-01,2190,2190,2025-09-03,0,paid
PAY-0056874,LSE-005018,PROP-01781,RES-03360,2025-10-01,2190,2190,2025-10-01,0,paid
PAY-0056875,LSE-005018,PROP-01781,RES-03360,2025-11-01,2190,2190,2025-11-03,0,paid
PAY-0056876,LSE-005018,PROP-01781,RES-03360,2025-12-01,2190,2190,2025-12-02,0,paid
PAY-0056877,LSE-005018,PROP-01781,RES-03360,2026-01-01,2190,2190,2026-01-01,0,paid
PAY-0056878,LSE-005018,PROP-01781,RES-03360,2026-02-01,2190,2190,2026-02-03,0,paid
PAY-0056879,LSE-005018,PROP-01781,RES-03360,2026-03-01,2190,2190,2026-03-02,0,paid
PAY-0056880,LSE-005018,PROP-01781,RES-03360,2026-04-01,2190,2190,2026-04-02,0,paid
PAY-0056881,LSE-005018,PROP-01781,RES-03360,2026-05-01,2190,2190,2026-05-03,0,paid
PAY-0056882,LSE-005018,PROP-01781,RES-03360,2026-06-01,2190,2190,2026-06-01,0,paid
PAY-0056883,LSE-005018,PROP-01781,RES-03360,2026-07-01,2190,2190,2026-07-02,0,paid
PAY-0056884,LSE-005018,PROP-01781,RES-03360,2026-08-01,2190,2190,2026-08-01,0,paid
PAY-0056885,LSE-005019,PROP-01782,RES-03361,2023-10-01,2740,2740,2023-10-01,0,paid
PAY-0056886,LSE-005019,PROP-01782,RES-03361,2023-11-01,2740,2740,2023-11-02,0,paid
PAY-0056887,LSE-005019,PROP-01782,RES-03361,2023-12-01,2740,2740,2023-12-03,0,paid
PAY-0056888,LSE-005019,PROP-01782,RES-03361,2024-01-01,2740,2740,2024-01-02,0,paid
PAY-0056889,LSE-005019,PROP-01782,RES-03361,2024-02-01,2740,2740,2024-02-02,0,paid
PAY-0056890,LSE-005019,PROP-01782,RES-03361,2024-03-01,2740,2740,2024-03-02,0,paid
PAY-0056891,LSE-005019,PROP-01782,RES-03361,2024-04-01,2740,2740,2024-04-03,0,paid
PAY-0056892,LSE-005019,PROP-01782,RES-03361,2024-05-01,2740,2740,2024-05-03,0,paid
PAY-0056893,LSE-005019,PROP-01782,RES-03361,2024-06-01,2740,2740,2024-06-03,0,paid
PAY-0056894,LSE-005019,PROP-01782,RES-03361,2024-07-01,2740,2740,2024-07-03,0,paid
PAY-0056895,LSE-005019,PROP-01782,RES-03361,2024-08-01,2740,2740,2024-08-02,0,paid
PAY-0056896,LSE-005019,PROP-01782,RES-03361,2024-09-01,2740,2740,2024-09-01,0,paid
PAY-0056897,LSE-005019,PROP-01782,RES-03361,2024-10-01,2740,2740,2024-10-02,0,paid
PAY-0056898,LSE-005019,PROP-01782,RES-03361,2024-11-01,2740,2740,2024-11-03,0,paid
PAY-0056899,LSE-005019,PROP-01782,RES-03361,2024-12-01,2740,2740,2024-12-02,0,paid
PAY-0056900,LSE-005019,PROP-01782,RES-03361,2025-01-01,2740,2740,2025-01-01,0,paid
PAY-0056901,LSE-005019,PROP-01782,RES-03361,2025-02-01,2740,2740,2025-02-03,0,paid
PAY-0056902,LSE-005019,PROP-01782,RES-03361,2025-03-01,2740,0,,,missed
PAY-0056903,LSE-005020,PROP-01782,RES-03361,2025-05-01,2925,2925,2025-05-03,0,paid
PAY-0056904,LSE-005020,PROP-01782,RES-03361,2025-06-01,2925,2925,2025-06-01,0,paid
PAY-0056905,LSE-005020,PROP-01782,RES-03361,2025-07-01,2925,2925,2025-07-02,0,paid
PAY-0056906,LSE-005020,PROP-01782,RES-03361,2025-08-01,2925,2925,2025-08-03,0,paid
PAY-0056907,LSE-005020,PROP-01782,RES-03361,2025-09-01,2925,2925,2025-09-02,0,paid
PAY-0056908,LSE-005020,PROP-01782,RES-03361,2025-10-01,2925,2925,2025-10-03,0,paid
PAY-0056909,LSE-005020,PROP-01782,RES-03361,2025-11-01,2925,2925,2025-11-01,0,paid
PAY-0056910,LSE-005020,PROP-01782,RES-03361,2025-12-01,2925,2925,2025-12-01,0,paid
PAY-0056911,LSE-005020,PROP-01782,RES-03361,2026-01-01,2925,2925,2026-01-03,0,paid
PAY-0056912,LSE-005020,PROP-01782,RES-03361,2026-02-01,2925,2925,2026-02-02,0,paid
PAY-0056913,LSE-005020,PROP-01782,RES-03361,2026-03-01,2925,2925,2026-03-01,0,paid
PAY-0056914,LSE-005020,PROP-01782,RES-03361,2026-04-01,2925,2925,2026-04-03,0,paid
PAY-0056915,LSE-005021,PROP-01782,RES-03361,2026-05-01,3125,3125,2026-05-03,0,paid
PAY-0056916,LSE-005021,PROP-01782,RES-03361,2026-06-01,3125,3125,2026-06-07,6,late
PAY-0056917,LSE-005021,PROP-01782,RES-03361,2026-07-01,3125,1315,2026-07-19,18,partial
PAY-0056918,LSE-005021,PROP-01782,RES-03361,2026-08-01,3125,3125,2026-08-02,0,paid
PAY-0056919,LSE-005021,PROP-01782,RES-03361,2026-09-01,3125,3125,2026-09-03,0,paid
PAY-0056920,LSE-005022,PROP-01783,RES-03362,2024-01-01,1970,1970,2024-01-02,0,paid
PAY-0056921,LSE-005022,PROP-01783,RES-03362,2024-02-01,1970,1970,2024-02-01,0,paid
PAY-0056922,LSE-005022,PROP-01783,RES-03362,2024-03-01,1970,1970,2024-03-01,0,paid
PAY-0056923,LSE-005022,PROP-01783,RES-03362,2024-04-01,1970,941,2024-04-15,14,partial
PAY-0056924,LSE-005022,PROP-01783,RES-03362,2024-05-01,1970,1970,2024-05-01,0,paid
PAY-0056925,LSE-005022,PROP-01783,RES-03362,2024-06-01,1970,1970,2024-06-03,0,paid
PAY-0056926,LSE-005022,PROP-01783,RES-03362,2024-07-01,1970,1970,2024-07-01,0,paid
PAY-0056927,LSE-005022,PROP-01783,RES-03362,2024-08-01,1970,1970,2024-08-03,0,paid
PAY-0056928,LSE-005022,PROP-01783,RES-03362,2024-09-01,1970,1970,2024-09-01,0,paid
PAY-0056929,LSE-005022,PROP-01783,RES-03362,2024-10-01,1970,1970,2024-10-02,0,paid
PAY-0056930,LSE-005022,PROP-01783,RES-03362,2024-11-01,1970,1970,2024-11-01,0,paid
PAY-0056931,LSE-005022,PROP-01783,RES-03362,2024-12-01,1970,0,,,missed
PAY-0056932,LSE-005023,PROP-01783,RES-03363,2025-02-01,2095,2095,2025-02-03,0,paid
PAY-0056933,LSE-005023,PROP-01783,RES-03363,2025-03-01,2095,2095,2025-03-01,0,paid
PAY-0056934,LSE-005023,PROP-01783,RES-03363,2025-04-01,2095,2095,2025-04-01,0,paid
PAY-0056935,LSE-005023,PROP-01783,RES-03363,2025-05-01,2095,2095,2025-05-01,0,paid
PAY-0056936,LSE-005023,PROP-01783,RES-03363,2025-06-01,2095,2095,2025-06-01,0,paid
PAY-0056937,LSE-005023,PROP-01783,RES-03363,2025-07-01,2095,2095,2025-07-01,0,paid
PAY-0056938,LSE-005023,PROP-01783,RES-03363,2025-08-01,2095,2095,2025-08-03,0,paid
PAY-0056939,LSE-005023,PROP-01783,RES-03363,2025-09-01,2095,2095,2025-09-03,0,paid
PAY-0056940,LSE-005023,PROP-01783,RES-03363,2025-10-01,2095,2095,2025-10-24,23,late
PAY-0056941,LSE-005023,PROP-01783,RES-03363,2025-11-01,2095,2095,2025-11-01,0,paid
PAY-0056942,LSE-005023,PROP-01783,RES-03363,2025-12-01,2095,2095,2025-12-03,0,paid
PAY-0056943,LSE-005023,PROP-01783,RES-03363,2026-01-01,2095,2095,2026-01-03,0,paid
PAY-0056944,LSE-005024,PROP-01783,RES-03363,2026-04-01,2220,2220,2026-04-01,0,paid
PAY-0056945,LSE-005024,PROP-01783,RES-03363,2026-05-01,2220,2220,2026-05-02,0,paid
PAY-0056946,LSE-005024,PROP-01783,RES-03363,2026-06-01,2220,2220,2026-06-01,0,paid
PAY-0056947,LSE-005024,PROP-01783,RES-03363,2026-07-01,2220,2220,2026-07-12,11,late
PAY-0056948,LSE-005024,PROP-01783,RES-03363,2026-08-01,2220,2220,2026-08-01,0,paid
PAY-0056949,LSE-005024,PROP-01783,RES-03363,2026-09-01,2220,2220,2026-09-01,0,paid
PAY-0056950,LSE-005025,PROP-01784,RES-03364,2023-10-01,2525,2525,2023-10-02,0,paid
PAY-0056951,LSE-005025,PROP-01784,RES-03364,2023-11-01,2525,2525,2023-11-02,0,paid
PAY-0056952,LSE-005025,PROP-01784,RES-03364,2023-12-01,2525,2525,2023-12-01,0,paid
PAY-0056953,LSE-005025,PROP-01784,RES-03364,2024-01-01,2525,2525,2024-01-01,0,paid
PAY-0056954,LSE-005025,PROP-01784,RES-03364,2024-02-01,2525,2525,2024-02-03,0,paid
PAY-0056955,LSE-005025,PROP-01784,RES-03364,2024-03-01,2525,2525,2024-03-01,0,paid
PAY-0056956,LSE-005025,PROP-01784,RES-03364,2024-04-01,2525,2525,2024-04-01,0,paid
PAY-0056957,LSE-005025,PROP-01784,RES-03364,2024-05-01,2525,2525,2024-05-03,0,paid
PAY-0056958,LSE-005025,PROP-01784,RES-03364,2024-06-01,2525,2525,2024-06-03,0,paid
PAY-0056959,LSE-005025,PROP-01784,RES-03364,2024-07-01,2525,2525,2024-07-01,0,paid
PAY-0056960,LSE-005025,PROP-01784,RES-03364,2024-08-01,2525,2525,2024-08-02,0,paid
PAY-0056961,LSE-005025,PROP-01784,RES-03364,2024-09-01,2525,2525,2024-09-03,0,paid
PAY-0056962,LSE-005026,PROP-01784,RES-03364,2024-12-01,2555,2555,2024-12-03,0,paid
PAY-0056963,LSE-005026,PROP-01784,RES-03364,2025-01-01,2555,2555,2025-01-26,25,late
PAY-0056964,LSE-005026,PROP-01784,RES-03364,2025-02-01,2555,2555,2025-02-24,23,late
PAY-0056965,LSE-005026,PROP-01784,RES-03364,2025-03-01,2555,2555,2025-03-01,0,paid
PAY-0056966,LSE-005026,PROP-01784,RES-03364,2025-04-01,2555,2555,2025-04-03,0,paid
PAY-0056967,LSE-005026,PROP-01784,RES-03364,2025-05-01,2555,2555,2025-05-02,0,paid
PAY-0056968,LSE-005026,PROP-01784,RES-03364,2025-06-01,2555,2555,2025-06-03,0,paid
PAY-0056969,LSE-005026,PROP-01784,RES-03364,2025-07-01,2555,2555,2025-07-02,0,paid
PAY-0056970,LSE-005026,PROP-01784,RES-03364,2025-08-01,2555,2555,2025-08-03,0,paid
PAY-0056971,LSE-005026,PROP-01784,RES-03364,2025-09-01,2555,2555,2025-09-02,0,paid
PAY-0056972,LSE-005026,PROP-01784,RES-03364,2025-10-01,2555,2555,2025-10-01,0,paid
PAY-0056973,LSE-005026,PROP-01784,RES-03364,2025-11-01,2555,2555,2025-11-03,0,paid
PAY-0056974,LSE-005026,PROP-01784,RES-03364,2025-12-01,2555,2555,2025-12-02,0,paid
PAY-0056975,LSE-005026,PROP-01784,RES-03364,2026-01-01,2555,2555,2026-01-03,0,paid
PAY-0056976,LSE-005026,PROP-01784,RES-03364,2026-02-01,2555,2555,2026-02-02,0,paid
PAY-0056977,LSE-005026,PROP-01784,RES-03364,2026-03-01,2555,2555,2026-03-01,0,paid
PAY-0056978,LSE-005026,PROP-01784,RES-03364,2026-04-01,2555,2555,2026-04-02,0,paid
PAY-0056979,LSE-005026,PROP-01784,RES-03364,2026-05-01,2555,2555,2026-05-01,0,paid
PAY-0056980,LSE-005026,PROP-01784,RES-03364,2026-06-01,2555,2555,2026-06-01,0,paid
PAY-0056981,LSE-005026,PROP-01784,RES-03364,2026-07-01,2555,2555,2026-07-02,0,paid
PAY-0056982,LSE-005026,PROP-01784,RES-03364,2026-08-01,2555,2555,2026-08-03,0,paid
PAY-0056983,LSE-005026,PROP-01784,RES-03364,2026-09-01,2555,2555,2026-09-01,0,paid
PAY-0056984,LSE-005027,PROP-01785,RES-03365,2023-10-01,2820,2820,2023-10-01,0,paid
PAY-0056985,LSE-005027,PROP-01785,RES-03365,2023-11-01,2820,2820,2023-11-09,8,late
PAY-0056986,LSE-005027,PROP-01785,RES-03365,2023-12-01,2820,2820,2023-12-02,0,paid
PAY-0056987,LSE-005027,PROP-01785,RES-03365,2024-01-01,2820,2820,2024-01-03,0,paid
PAY-0056988,LSE-005027,PROP-01785,RES-03365,2024-02-01,2820,2820,2024-02-03,0,paid
PAY-0056989,LSE-005027,PROP-01785,RES-03365,2024-03-01,2820,2820,2024-03-02,0,paid
PAY-0056990,LSE-005027,PROP-01785,RES-03365,2024-04-01,2820,2820,2024-04-03,0,paid
PAY-0056991,LSE-005027,PROP-01785,RES-03365,2024-05-01,2820,2820,2024-05-02,0,paid
PAY-0056992,LSE-005028,PROP-01785,RES-03365,2024-07-01,2960,2960,2024-07-02,0,paid
PAY-0056993,LSE-005028,PROP-01785,RES-03365,2024-08-01,2960,2960,2024-08-03,0,paid
PAY-0056994,LSE-005028,PROP-01785,RES-03365,2024-09-01,2960,2960,2024-09-03,0,paid
PAY-0056995,LSE-005028,PROP-01785,RES-03365,2024-10-01,2960,2960,2024-10-03,0,paid
PAY-0056996,LSE-005028,PROP-01785,RES-03365,2024-11-01,2960,2960,2024-11-01,0,paid
PAY-0056997,LSE-005028,PROP-01785,RES-03365,2024-12-01,2960,2960,2024-12-01,0,paid
PAY-0056998,LSE-005028,PROP-01785,RES-03365,2025-01-01,2960,2960,2025-01-03,0,paid
PAY-0056999,LSE-005028,PROP-01785,RES-03365,2025-02-01,2960,2960,2025-02-02,0,paid
PAY-0057000,LSE-005028,PROP-01785,RES-03365,2025-03-01,2960,2960,2025-03-03,0,paid
PAY-0057001,LSE-005028,PROP-01785,RES-03365,2025-04-01,2960,2960,2025-04-01,0,paid
PAY-0057002,LSE-005028,PROP-01785,RES-03365,2025-05-01,2960,2960,2025-05-01,0,paid
PAY-0057003,LSE-005028,PROP-01785,RES-03365,2025-06-01,2960,2960,2025-06-01,0,paid
PAY-0057004,LSE-005029,PROP-01785,RES-03365,2025-08-01,3120,3120,2025-08-01,0,paid
PAY-0057005,LSE-005029,PROP-01785,RES-03365,2025-09-01,3120,3120,2025-09-03,0,paid
PAY-0057006,LSE-005029,PROP-01785,RES-03365,2025-10-01,3120,3120,2025-10-03,0,paid
PAY-0057007,LSE-005029,PROP-01785,RES-03365,2025-11-01,3120,3120,2025-11-03,0,paid
PAY-0057008,LSE-005029,PROP-01785,RES-03365,2025-12-01,3120,3120,2025-12-02,0,paid
PAY-0057009,LSE-005029,PROP-01785,RES-03365,2026-01-01,3120,3120,2026-01-03,0,paid
PAY-0057010,LSE-005029,PROP-01785,RES-03365,2026-02-01,3120,3120,2026-02-01,0,paid
PAY-0057011,LSE-005029,PROP-01785,RES-03365,2026-03-01,3120,3120,2026-03-02,0,paid
PAY-0057012,LSE-005029,PROP-01785,RES-03365,2026-04-01,3120,3120,2026-04-01,0,paid
PAY-0057013,LSE-005029,PROP-01785,RES-03365,2026-05-01,3120,3120,2026-05-02,0,paid
PAY-0057014,LSE-005029,PROP-01785,RES-03365,2026-06-01,3120,3120,2026-06-02,0,paid
PAY-0057015,LSE-005029,PROP-01785,RES-03365,2026-07-01,3120,3120,2026-07-01,0,paid
PAY-0057016,LSE-005029,PROP-01785,RES-03365,2026-08-01,3120,3120,2026-08-02,0,paid
PAY-0057017,LSE-005029,PROP-01785,RES-03365,2026-09-01,3120,3120,2026-09-02,0,paid
PAY-0057018,LSE-005030,PROP-01786,RES-03366,2024-12-01,2685,2685,2024-12-03,0,paid
PAY-0057019,LSE-005030,PROP-01786,RES-03366,2025-01-01,2685,2685,2025-01-25,24,late
PAY-0057020,LSE-005030,PROP-01786,RES-03366,2025-02-01,2685,2685,2025-02-01,0,paid
PAY-0057021,LSE-005030,PROP-01786,RES-03366,2025-03-01,2685,2685,2025-03-03,0,paid
PAY-0057022,LSE-005030,PROP-01786,RES-03366,2025-04-01,2685,2685,2025-04-03,0,paid
PAY-0057023,LSE-005030,PROP-01786,RES-03366,2025-05-01,2685,2685,2025-05-01,0,paid
PAY-0057024,LSE-005030,PROP-01786,RES-03366,2025-06-01,2685,2685,2025-06-28,27,late
PAY-0057025,LSE-005030,PROP-01786,RES-03366,2025-07-01,2685,2685,2025-07-02,0,paid
PAY-0057026,LSE-005030,PROP-01786,RES-03366,2025-08-01,2685,0,,,missed
PAY-0057027,LSE-005030,PROP-01786,RES-03366,2025-09-01,2685,2685,2025-09-01,0,paid
PAY-0057028,LSE-005030,PROP-01786,RES-03366,2025-10-01,2685,2685,2025-10-02,0,paid
PAY-0057029,LSE-005030,PROP-01786,RES-03366,2025-11-01,2685,2685,2025-11-11,10,late
PAY-0057030,LSE-005030,PROP-01786,RES-03366,2025-12-01,2685,2685,2025-12-01,0,paid
PAY-0057031,LSE-005030,PROP-01786,RES-03366,2026-01-01,2685,2685,2026-01-04,3,late
PAY-0057032,LSE-005030,PROP-01786,RES-03366,2026-02-01,2685,2685,2026-02-03,0,paid
PAY-0057033,LSE-005030,PROP-01786,RES-03366,2026-03-01,2685,0,,,missed
PAY-0057034,LSE-005030,PROP-01786,RES-03366,2026-04-01,2685,2685,2026-04-01,0,paid
PAY-0057035,LSE-005030,PROP-01786,RES-03366,2026-05-01,2685,2685,2026-05-16,15,late
PAY-0057036,LSE-005031,PROP-01786,RES-03366,2026-07-01,2810,2810,2026-07-01,0,paid
PAY-0057037,LSE-005031,PROP-01786,RES-03366,2026-08-01,2810,2810,2026-08-19,18,late
PAY-0057038,LSE-005031,PROP-01786,RES-03366,2026-09-01,2810,2810,2026-09-01,0,paid
PAY-0057039,LSE-005032,PROP-01787,RES-03367,2024-03-01,2115,2115,2024-03-02,0,paid
PAY-0057040,LSE-005032,PROP-01787,RES-03367,2024-04-01,2115,2115,2024-04-03,0,paid
PAY-0057041,LSE-005032,PROP-01787,RES-03367,2024-05-01,2115,2115,2024-05-03,0,paid
PAY-0057042,LSE-005032,PROP-01787,RES-03367,2024-06-01,2115,2115,2024-06-01,0,paid
PAY-0057043,LSE-005032,PROP-01787,RES-03367,2024-07-01,2115,2115,2024-07-02,0,paid
PAY-0057044,LSE-005032,PROP-01787,RES-03367,2024-08-01,2115,2115,2024-08-03,0,paid
PAY-0057045,LSE-005032,PROP-01787,RES-03367,2024-09-01,2115,2115,2024-09-02,0,paid
PAY-0057046,LSE-005032,PROP-01787,RES-03367,2024-10-01,2115,2115,2024-10-03,0,paid
PAY-0057047,LSE-005032,PROP-01787,RES-03367,2024-11-01,2115,2115,2024-11-01,0,paid
PAY-0057048,LSE-005032,PROP-01787,RES-03367,2024-12-01,2115,2115,2024-12-06,5,late
PAY-0057049,LSE-005032,PROP-01787,RES-03367,2025-01-01,2115,2115,2025-01-18,17,late
PAY-0057050,LSE-005032,PROP-01787,RES-03367,2025-02-01,2115,2115,2025-02-02,0,paid
PAY-0057051,LSE-005033,PROP-01787,RES-03368,2025-04-01,1985,0,2025-04-01,0,waived
PAY-0057052,LSE-005033,PROP-01787,RES-03368,2025-05-01,1985,1985,2025-05-03,0,paid
PAY-0057053,LSE-005033,PROP-01787,RES-03368,2025-06-01,1985,1985,2025-06-03,0,paid
PAY-0057054,LSE-005033,PROP-01787,RES-03368,2025-07-01,1985,1985,2025-07-03,0,paid
PAY-0057055,LSE-005033,PROP-01787,RES-03368,2025-08-01,1985,985,2025-08-13,12,partial
PAY-0057056,LSE-005033,PROP-01787,RES-03368,2025-09-01,1985,1985,2025-09-01,0,paid
PAY-0057057,LSE-005033,PROP-01787,RES-03368,2025-10-01,1985,1985,2025-10-03,0,paid
PAY-0057058,LSE-005033,PROP-01787,RES-03368,2025-11-01,1985,1985,2025-11-02,0,paid
PAY-0057059,LSE-005033,PROP-01787,RES-03368,2025-12-01,1985,1985,2025-12-01,0,paid
PAY-0057060,LSE-005033,PROP-01787,RES-03368,2026-01-01,1985,1985,2026-01-01,0,paid
PAY-0057061,LSE-005033,PROP-01787,RES-03368,2026-02-01,1985,1985,2026-02-03,0,paid
PAY-0057062,LSE-005033,PROP-01787,RES-03368,2026-03-01,1985,1985,2026-03-02,0,paid
PAY-0057063,LSE-005033,PROP-01787,RES-03368,2026-04-01,1985,1985,2026-04-02,0,paid
PAY-0057064,LSE-005033,PROP-01787,RES-03368,2026-05-01,1985,1985,2026-05-01,0,paid
PAY-0057065,LSE-005033,PROP-01787,RES-03368,2026-06-01,1985,1985,2026-06-01,0,paid
PAY-0057066,LSE-005033,PROP-01787,RES-03368,2026-07-01,1985,1985,2026-07-03,0,paid
PAY-0057067,LSE-005033,PROP-01787,RES-03368,2026-08-01,1985,1985,2026-08-01,0,paid
PAY-0057068,LSE-005033,PROP-01787,RES-03368,2026-09-01,1985,1985,2026-09-02,0,paid
PAY-0057069,LSE-005034,PROP-01788,RES-03369,2023-10-01,2620,2620,2023-10-01,0,paid
PAY-0057070,LSE-005034,PROP-01788,RES-03369,2023-11-01,2620,2620,2023-11-03,0,paid
PAY-0057071,LSE-005034,PROP-01788,RES-03369,2023-12-01,2620,2620,2023-12-03,0,paid
PAY-0057072,LSE-005034,PROP-01788,RES-03369,2024-01-01,2620,2620,2024-01-01,0,paid
PAY-0057073,LSE-005034,PROP-01788,RES-03369,2024-02-01,2620,2620,2024-02-02,0,paid
PAY-0057074,LSE-005034,PROP-01788,RES-03369,2024-03-01,2620,2620,2024-03-01,0,paid
PAY-0057075,LSE-005034,PROP-01788,RES-03369,2024-04-01,2620,2620,2024-04-02,0,paid
PAY-0057076,LSE-005034,PROP-01788,RES-03369,2024-05-01,2620,2620,2024-05-02,0,paid
PAY-0057077,LSE-005034,PROP-01788,RES-03369,2024-06-01,2620,2620,2024-06-09,8,late
PAY-0057078,LSE-005034,PROP-01788,RES-03369,2024-07-01,2620,2620,2024-07-01,0,paid
PAY-0057079,LSE-005034,PROP-01788,RES-03369,2024-08-01,2620,2620,2024-08-02,0,paid
PAY-0057080,LSE-005034,PROP-01788,RES-03369,2024-09-01,2620,2620,2024-09-02,0,paid
PAY-0057081,LSE-005034,PROP-01788,RES-03369,2024-10-01,2620,2620,2024-10-03,0,paid
PAY-0057082,LSE-005034,PROP-01788,RES-03369,2024-11-01,2620,2620,2024-11-01,0,paid
PAY-0057083,LSE-005034,PROP-01788,RES-03369,2024-12-01,2620,2620,2024-12-03,0,paid
PAY-0057084,LSE-005034,PROP-01788,RES-03369,2025-01-01,2620,2620,2025-01-02,0,paid
PAY-0057085,LSE-005034,PROP-01788,RES-03369,2025-02-01,2620,2620,2025-02-03,0,paid
PAY-0057086,LSE-005034,PROP-01788,RES-03369,2025-03-01,2620,1360,2025-03-29,28,partial
PAY-0057087,LSE-005034,PROP-01788,RES-03369,2025-04-01,2620,2620,2025-04-03,0,paid
PAY-0057088,LSE-005034,PROP-01788,RES-03369,2025-05-01,2620,2620,2025-05-03,0,paid
PAY-0057089,LSE-005034,PROP-01788,RES-03369,2025-06-01,2620,2620,2025-06-01,0,paid
PAY-0057090,LSE-005034,PROP-01788,RES-03369,2025-07-01,2620,2620,2025-07-02,0,paid
PAY-0057091,LSE-005035,PROP-01788,RES-03370,2025-10-01,2475,2475,2025-10-03,0,paid
PAY-0057092,LSE-005035,PROP-01788,RES-03370,2025-11-01,2475,2475,2025-11-01,0,paid
PAY-0057093,LSE-005035,PROP-01788,RES-03370,2025-12-01,2475,2475,2025-12-01,0,paid
PAY-0057094,LSE-005035,PROP-01788,RES-03370,2026-01-01,2475,2475,2026-01-01,0,paid
PAY-0057095,LSE-005035,PROP-01788,RES-03370,2026-02-01,2475,2475,2026-02-02,0,paid
PAY-0057096,LSE-005035,PROP-01788,RES-03370,2026-03-01,2475,0,,,missed
PAY-0057097,LSE-005035,PROP-01788,RES-03370,2026-04-01,2475,2475,2026-04-01,0,paid
PAY-0057098,LSE-005035,PROP-01788,RES-03370,2026-05-01,2475,2475,2026-05-01,0,paid
PAY-0057099,LSE-005035,PROP-01788,RES-03370,2026-06-01,2475,2475,2026-06-02,0,paid
PAY-0057100,LSE-005035,PROP-01788,RES-03370,2026-07-01,2475,2475,2026-07-03,0,paid
PAY-0057101,LSE-005035,PROP-01788,RES-03370,2026-08-01,2475,1236,2026-09-11,41,partial
PAY-0057102,LSE-005035,PROP-01788,RES-03370,2026-09-01,2475,808,2026-10-10,39,partial
PAY-0057103,LSE-005036,PROP-01789,RES-03371,2024-03-01,2015,2015,2024-03-02,0,paid
PAY-0057104,LSE-005036,PROP-01789,RES-03371,2024-04-01,2015,2015,2024-04-02,0,paid
