propertyId,communitySlug,streetAddress,city,state,zip,countyId,beds,baths,sqft,yearBuilt,acquisitionDate,acquisitionPrice,marketRent,status,currentLeaseId
PROP-01575,cedar-landing,5188 Marigold Dr,Lebanon,TN,37087,CTY-023,3,2.0,1839,2016,2016-07-07,351800,2210,vacant,
PROP-01576,cedar-landing,2867 Copper Creek Cir,Lebanon,TN,37087,CTY-023,3,2.0,2055,2023,2023-08-23,384200,2105,occupied,LSE-004449
PROP-01577,cedar-landing,6546 Blue Heron Dr,Lebanon,TN,37087,CTY-023,3,2.5,1700,2020,2020-10-12,390600,2125,occupied,LSE-004451
PROP-01578,cedar-landing,5290 Cypress Cir,Lebanon,TN,37087,CTY-023,3,2.0,1928,2017,2017-06-14,388900,2155,occupied,LSE-004453
PROP-01579,cedar-landing,1551 Wren Hollow Cir,Lebanon,TN,37087,CTY-023,3,2.0,1762,2023,2023-02-02,308500,2085,occupied,LSE-004455
PROP-01580,cedar-landing,1529 Silver Oak Ct,Lebanon,TN,37087,CTY-023,3,2.0,1826,2020,2020-04-25,356300,2070,occupied,LSE-004457
PROP-01581,cedar-landing,8465 Bellflower Xing,Lebanon,TN,37087,CTY-023,3,2.0,1736,2017,2017-09-27,361500,2155,occupied,LSE-004460
PROP-01582,cedar-landing,4601 Redbud Cir,Lebanon,TN,37087,CTY-023,3,2.0,2019,2021,2021-01-18,340700,2085,occupied,LSE-004462
PROP-01583,cedar-landing,2011 Willow Bend Xing,Lebanon,TN,37087,CTY-023,3,2.5,1943,2021,2021-05-14,419300,2245,occupied,LSE-004466
PROP-01584,cedar-landing,1651 Dovetail Ln,Lebanon,TN,37087,CTY-023,3,2.0,1971,2024,2024-05-11,347700,2265,occupied,LSE-004468
PROP-01585,cedar-landing,9795 Magnolia Cir,Lebanon,TN,37087,CTY-023,3,2.5,1726,2021,2021-04-11,380500,2055,occupied,LSE-004470
PROP-01586,cedar-landing,3718 Hawthorn Dr,Lebanon,TN,37087,CTY-023,3,2.0,1623,2018,2018-03-15,302900,2045,occupied,LSE-004473
PROP-01587,cedar-landing,156 Juniper Ln,Lebanon,TN,37087,CTY-023,3,2.0,1571,2019,2019-08-08,344900,2130,turn,
PROP-01588,cedar-landing,4818 Cypress Xing,Lebanon,TN,37087,CTY-023,3,2.5,1842,2022,2022-08-22,372700,2210,occupied,LSE-004478
PROP-01589,cedar-landing,5812 Redbud Ct,Lebanon,TN,37087,CTY-023,3,2.5,1883,2023,2023-01-14,401200,2150,occupied,LSE-004481
PROP-01590,cedar-landing,1513 Blue Heron Way,Lebanon,TN,37087,CTY-023,3,2.0,1776,2019,2019-10-22,370500,2180,occupied,LSE-004484
PROP-01591,cedar-landing,7724 Blue Heron Cir,Lebanon,TN,37087,CTY-023,3,2.0,1643,2023,2023-07-11,343500,2100,occupied,LSE-004486
PROP-01592,cedar-landing,4643 Windrose Path,Lebanon,TN,37087,CTY-023,3,2.0,2118,2020,2020-01-27,376500,2285,occupied,LSE-004489
PROP-01593,cedar-landing,388 Dovetail Ct,Lebanon,TN,37087,CTY-023,3,2.0,1543,2021,2021-09-06,367400,2200,occupied,LSE-004492
PROP-01594,cedar-landing,1318 Bellflower Dr,Lebanon,TN,37087,CTY-023,3,2.5,1784,2019,2019-12-23,345100,2160,occupied,LSE-004495
PROP-01595,cedar-landing,2043 Copper Creek Ct,Lebanon,TN,37087,CTY-023,3,2.5,1908,2020,2020-02-25,348500,2185,occupied,LSE-004498
PROP-01596,cedar-landing,5428 Windrose Ln,Lebanon,TN,37087,CTY-023,3,2.0,2127,2023,2023-04-25,398300,2210,occupied,LSE-004500
PROP-01597,cedar-landing,3407 Redbud Way,Lebanon,TN,37087,CTY-023,3,2.0,1858,2019,2019-06-13,382800,2260,occupied,LSE-004504
PROP-01598,cedar-landing,1573 Ironwood Way,Lebanon,TN,37087,CTY-023,3,2.5,2125,2020,2020-09-12,344300,2200,occupied,LSE-004508
PROP-01599,cedar-landing,6531 Juniper Xing,Lebanon,TN,37087,CTY-023,3,2.5,1542,2016,2016-06-03,305500,2145,occupied,LSE-004511
PROP-01600,cedar-landing,3650 Dovetail Trl,Lebanon,TN,37087,CTY-023,3,2.5,1696,2018,2018-03-05,326100,2170,vacant,
PROP-01601,cedar-landing,1165 Tanglewood Ln,Lebanon,TN,37087,CTY-023,3,2.0,2140,2016,2016-07-01,344800,2180,occupied,LSE-004515
PROP-01602,cedar-landing,3253 Hawthorn Ct,Lebanon,TN,37087,CTY-023,3,2.0,1795,2018,2018-04-07,360500,2180,occupied,LSE-004518
PROP-01603,cedar-landing,950 Summit Xing,Lebanon,TN,37087,CTY-023,3,2.5,2153,2016,2016-12-01,328400,2200,occupied,LSE-004521
PROP-01604,cedar-landing,1850 Hawthorn Path,Lebanon,TN,37087,CTY-023,3,2.0,1608,2024,2024-07-02,390300,2210,occupied,LSE-004523
PROP-01605,wyncliff,2942 Larkspur Ln,Clarksville,TN,37040,CTY-024,3,2.5,1818,2018,2018-05-01,357700,2275,occupied,LSE-004526
PROP-01606,wyncliff,3216 Cypress Way,Clarksville,TN,37040,CTY-024,3,2.0,1852,2016,2016-10-18,433700,2420,occupied,LSE-004529
PROP-01607,wyncliff,114 Larkspur Ct,Clarksville,TN,37040,CTY-024,4,2.5,2260,2024,2024-07-14,374000,2625,occupied,LSE-004531
PROP-01608,wyncliff,7588 Wren Hollow Trl,Clarksville,TN,37040,CTY-024,3,2.5,1847,2023,2023-03-13,431800,2330,occupied,LSE-004533
PROP-01609,wyncliff,450 Bellflower Cir,Clarksville,TN,37040,CTY-024,4,2.5,2308,2016,2016-08-21,407400,2595,occupied,LSE-004536
PROP-01610,wyncliff,8533 Copper Creek Ln,Clarksville,TN,37040,CTY-024,4,2.5,2224,2018,2018-01-25,423400,2535,occupied,LSE-004539
PROP-01611,wyncliff,666 Redbud Cir,Clarksville,TN,37040,CTY-024,3,2.0,1683,2021,2021-02-16,393800,2215,occupied,LSE-004542
PROP-01612,wyncliff,644 Willow Bend Cir,Clarksville,TN,37040,CTY-024,4,2.5,2569,2023,2023-08-14,379400,2530,occupied,LSE-004544
PROP-01613,wyncliff,8243 Ironwood Way,Clarksville,TN,37040,CTY-024,3,2.0,1903,2022,2022-06-11,407300,2290,vacant,
PROP-01614,wyncliff,1376 Windrose Path,Clarksville,TN,37040,CTY-024,4,3.0,2319,2016,2016-01-17,410700,2690,occupied,LSE-004549
PROP-01615,wyncliff,4487 Dovetail Path,Clarksville,TN,37040,CTY-024,3,2.0,2105,2017,2017-11-16,411000,2460,occupied,LSE-004552
PROP-01616,wyncliff,6440 Summit Ct,Clarksville,TN,37040,CTY-024,4,2.5,2595,2023,2023-07-07,456700,2560,occupied,LSE-004555
PROP-01617,wyncliff,3640 Cypress Way,Clarksville,TN,37040,CTY-024,3,2.0,1591,2019,2019-02-10,323500,2300,occupied,LSE-004559
PROP-01618,wyncliff,1670 Cypress Ln,Clarksville,TN,37040,CTY-024,3,2.0,1796,2016,2016-03-01,425500,2410,occupied,LSE-004562
PROP-01619,wyncliff,4691 Silver Oak Ct,Clarksville,TN,37040,CTY-024,3,2.0,1940,2024,2024-01-14,329600,2275,occupied,LSE-004564
PROP-01620,wyncliff,9243 Silver Oak Cir,Clarksville,TN,37040,CTY-024,3,2.0,1964,2017,2017-09-24,373900,2315,occupied,LSE-004568
PROP-01621,wyncliff,213 Marigold Ln,Clarksville,TN,37040,CTY-024,3,2.5,1893,2016,2016-09-28,349900,2215,occupied,LSE-004571
PROP-01622,wyncliff,7597 Ironwood Xing,Clarksville,TN,37040,CTY-024,4,3.0,2281,2017,2017-03-24,368300,2500,occupied,LSE-004573
PROP-01623,wyncliff,9679 Silver Oak Xing,Clarksville,TN,37040,CTY-024,4,2.5,2497,2024,2024-04-06,387000,2540,occupied,LSE-004575
PROP-01624,wyncliff,2312 Magnolia Dr,Clarksville,TN,37040,CTY-024,4,2.5,2222,2017,2017-05-08,358000,2515,occupied,LSE-004579
PROP-01625,wyncliff,2677 Larkspur Cir,Clarksville,TN,37040,CTY-024,4,3.0,2613,2018,2018-11-12,435300,2520,occupied,LSE-004582
PROP-01626,wyncliff,7224 Copper Creek Dr,Clarksville,TN,37040,CTY-024,3,2.5,1687,2017,2017-07-16,391800,2205,occupied,LSE-004586
PROP-01627,wyncliff,1995 Tanglewood Path,Clarksville,TN,37040,CTY-024,3,2.5,1982,2019,2019-04-23,434200,2370,occupied,LSE-004589
PROP-01628,wyncliff,4475 Larkspur Xing,Clarksville,TN,37040,CTY-024,3,2.0,1948,2016,2016-01-20,345100,2385,occupied,LSE-004592
PROP-01629,wyncliff,6342 Silver Oak Way,Clarksville,TN,37040,CTY-024,4,3.0,2321,2024,2024-02-10,399600,2510,occupied,LSE-004595
PROP-01630,wyncliff,9320 Tanglewood Ln,Clarksville,TN,37040,CTY-024,4,3.0,2485,2022,2022-05-09,447400,2555,occupied,LSE-004598
PROP-01631,wyncliff,6552 Copper Creek Ln,Clarksville,TN,37040,CTY-024,3,2.0,1832,2017,2017-04-24,384200,2340,occupied,LSE-004602
PROP-01632,wyncliff,8331 Summit Cir,Clarksville,TN,37040,CTY-024,3,2.0,1862,2020,2020-04-10,354600,2230,occupied,LSE-004606
PROP-01633,wyncliff,9084 Hawthorn Dr,Clarksville,TN,37040,CTY-024,4,2.5,2461,2021,2021-01-05,453000,2490,turn,
PROP-01634,wyncliff,3227 Larkspur Cir,Clarksville,TN,37040,CTY-024,4,3.0,2434,2022,2022-06-08,449300,2635,occupied,LSE-004611
PROP-01635,wyncliff,6642 Juniper Path,Clarksville,TN,37040,CTY-024,4,2.5,2255,2016,2016-11-25,367500,2555,occupied,LSE-004614
PROP-01636,wyncliff,5462 Blue Heron Ct,Clarksville,TN,37040,CTY-024,4,2.5,2426,2018,2018-12-07,431200,2675,occupied,LSE-004617
PROP-01637,wyncliff,3196 Sable Ct,Clarksville,TN,37040,CTY-024,3,2.0,2047,2016,2016-10-07,394900,2405,occupied,LSE-004620
PROP-01638,wyncliff,9444 Bellflower Ct,Clarksville,TN,37040,CTY-024,4,2.5,2588,2022,2022-02-12,416100,2610,vacant,
PROP-01639,wyncliff,8980 Dovetail Dr,Clarksville,TN,37040,CTY-024,4,3.0,2538,2019,2019-12-25,416800,2705,occupied,LSE-004626
PROP-01640,wyncliff,7860 Windrose Path,Clarksville,TN,37040,CTY-024,3,2.5,1903,2018,2018-05-26,341000,2265,occupied,LSE-004628
PROP-01641,wyncliff,2198 Silver Oak Way,Clarksville,TN,37040,CTY-024,3,2.0,2112,2024,2024-01-17,413300,2345,occupied,LSE-004631
PROP-01642,wyncliff,2938 Copper Creek Dr,Clarksville,TN,37040,CTY-024,3,2.0,1798,2021,2021-09-11,328600,2270,occupied,LSE-004635
PROP-01643,wyncliff,7076 Sable Ln,Clarksville,TN,37040,CTY-024,4,3.0,2062,2022,2022-03-26,356900,2475,occupied,LSE-004638
PROP-01644,old-hickory,2908 Blue Heron Cir,St. Cloud,FL,34772,CTY-025,5,3.5,2746,2017,2017-10-01,473700,2540,occupied,LSE-004641
PROP-01645,old-hickory,2934 Blue Heron Path,St. Cloud,FL,34772,CTY-025,5,3.0,2677,2018,2018-03-26,457000,2510,occupied,LSE-004644
PROP-01646,old-hickory,1769 Tanglewood Ct,St. Cloud,FL,34772,CTY-025,5,3.0,3206,2024,2024-01-05,428000,2470,occupied,LSE-004646
PROP-01647,old-hickory,7646 Tanglewood Path,St. Cloud,FL,34772,CTY-025,5,3.0,3222,2021,2021-08-15,399700,2455,occupied,LSE-004648
PROP-01648,old-hickory,1749 Redbud Xing,St. Cloud,FL,34772,CTY-025,5,3.5,2988,2018,2018-12-11,387900,2510,turn,
PROP-01649,old-hickory,4322 Quail Run Way,St. Cloud,FL,34772,CTY-025,5,3.5,2692,2017,2017-04-13,378500,2565,occupied,LSE-004654
PROP-01650,old-hickory,533 Summit Ln,St. Cloud,FL,34772,CTY-025,5,3.0,3235,2017,2017-01-10,380000,2660,occupied,LSE-004657
PROP-01651,old-hickory,8857 Sable Ct,St. Cloud,FL,34772,CTY-025,5,3.0,2732,2022,2022-08-02,352700,2405,occupied,LSE-004659
PROP-01652,old-hickory,4001 Sable Cir,St. Cloud,FL,34772,CTY-025,5,3.0,3216,2017,2017-09-24,415700,2645,occupied,LSE-004662
PROP-01653,old-hickory,6637 Copper Creek Cir,St. Cloud,FL,34772,CTY-025,5,3.0,2877,2021,2021-02-04,469000,2555,occupied,LSE-004664
PROP-01654,old-hickory,114 Bellflower Dr,St. Cloud,FL,34772,CTY-025,5,3.5,2864,2018,2018-02-17,416200,2420,occupied,LSE-004667
PROP-01655,old-hickory,9877 Cypress Cir,St. Cloud,FL,34772,CTY-025,5,3.5,3035,2021,2021-04-26,426900,2535,occupied,LSE-004670
PROP-01656,old-hickory,3588 Blue Heron Path,St. Cloud,FL,34772,CTY-025,5,3.0,3197,2023,2023-12-17,482700,2645,occupied,LSE-004673
PROP-01657,old-hickory,2216 Hawthorn Path,St. Cloud,FL,34772,CTY-025,5,3.0,2793,2018,2018-11-04,372500,2555,occupied,LSE-004677
PROP-01658,old-hickory,6366 Sable Cir,St. Cloud,FL,34772,CTY-025,5,3.0,3011,2023,2023-12-27,462700,2595,occupied,LSE-004680
PROP-01659,old-hickory,732 Sable Trl,St. Cloud,FL,34772,CTY-025,5,3.0,2708,2018,2018-07-23,477400,2540,occupied,LSE-004683
PROP-01660,old-hickory,5881 Juniper Ln,St. Cloud,FL,34772,CTY-025,5,3.0,2700,2022,2022-09-07,378600,2515,occupied,LSE-004686
PROP-01661,old-hickory,7944 Summit Ln,St. Cloud,FL,34772,CTY-025,5,3.0,3122,2020,2020-09-23,413800,2585,occupied,LSE-004689
PROP-01662,old-hickory,8623 Magnolia Path,St. Cloud,FL,34772,CTY-025,5,3.0,2902,2023,2023-04-22,408200,2595,occupied,LSE-004691
PROP-01663,old-hickory,6678 Ironwood Trl,St. Cloud,FL,34772,CTY-025,5,3.0,3000,2022,2022-09-19,377600,2620,occupied,LSE-004694
PROP-01664,old-hickory,2635 Cypress Dr,St. Cloud,FL,34772,CTY-025,5,3.0,2903,2019,2019-07-02,445100,2510,occupied,LSE-004696
PROP-01665,old-hickory,9772 Willow Bend Dr,St. Cloud,FL,34772,CTY-025,5,3.0,2854,2016,2016-06-16,342600,2435,occupied,LSE-004700
PROP-01666,old-hickory,9204 Ironwood Dr,St. Cloud,FL,34772,CTY-025,5,3.0,3139,2017,2017-07-06,379100,2545,occupied,LSE-004704
PROP-01667,old-hickory,4935 Windrose Cir,St. Cloud,FL,34772,CTY-025,5,3.0,2747,2017,2017-04-22,388300,2440,vacant,
PROP-01668,old-hickory,368 Redbud Cir,St. Cloud,FL,34772,CTY-025,5,3.5,3071,2018,2018-05-26,397500,2605,occupied,LSE-004709
PROP-01669,old-hickory,6808 Copper Creek Dr,St. Cloud,FL,34772,CTY-025,5,3.5,2790,2023,2023-09-03,450100,2465,occupied,LSE-004711
PROP-01670,old-hickory,3461 Copper Creek Path,St. Cloud,FL,34772,CTY-025,5,3.0,3099,2021,2021-10-10,456300,2635,occupied,LSE-004714
PROP-01671,old-hickory,3141 Tanglewood Way,St. Cloud,FL,34772,CTY-025,5,3.0,3278,2020,2020-07-04,353900,2460,turn,
PROP-01672,old-hickory,992 Silver Oak Dr,St. Cloud,FL,34772,CTY-025,5,3.0,2928,2017,2017-01-18,406900,2485,occupied,LSE-004720
PROP-01673,old-hickory,1973 Silver Oak Dr,St. Cloud,FL,34772,CTY-025,5,3.0,3126,2020,2020-01-20,423600,2590,occupied,LSE-004723
PROP-01674,old-hickory,2170 Willow Bend Ln,St. Cloud,FL,34772,CTY-025,5,3.0,2970,2020,2020-05-21,371400,2450,occupied,LSE-004727
PROP-01675,old-hickory,3457 Tanglewood Ct,St. Cloud,FL,34772,CTY-025,5,3.0,2896,2019,2019-07-20,382200,2395,occupied,LSE-004729
PROP-01676,old-hickory,6371 Juniper Dr,St. Cloud,FL,34772,CTY-025,5,3.0,2760,2020,2020-06-11,373500,2415,occupied,LSE-004732
PROP-01677,old-hickory,9605 Tanglewood Dr,St. Cloud,FL,34772,CTY-025,5,3.0,2757,2020,2020-09-14,418500,2500,occupied,LSE-004734
PROP-01678,old-hickory,8397 Juniper Ct,St. Cloud,FL,34772,CTY-025,5,3.0,2728,2021,2021-01-11,392000,2490,occupied,LSE-004737
PROP-01679,old-hickory,7310 Cypress Xing,St. Cloud,FL,34772,CTY-025,5,3.0,3097,2024,2024-10-02,360100,2515,occupied,LSE-004739
PROP-01680,old-hickory,9432 Quail Run Xing,St. Cloud,FL,34772,CTY-025,5,3.0,3349,2024,2024-05-12,417900,2645,turn,
PROP-01681,old-hickory,1431 Silver Oak Ct,St. Cloud,FL,34772,CTY-025,5,3.5,2833,2019,2019-05-13,445200,2385,occupied,LSE-004744
PROP-01682,old-hickory,9748 Blue Heron Xing,St. Cloud,FL,34772,CTY-025,5,3.0,3535,2018,2018-07-25,398500,2475,occupied,LSE-004746
PROP-01683,old-hickory,7272 Sable Way,St. Cloud,FL,34772,CTY-025,5,3.0,2812,2016,2016-12-21,390600,2510,turn,
PROP-01684,old-hickory,8126 Summit Ct,St. Cloud,FL,34772,CTY-025,5,3.0,2891,2022,2022-06-17,407100,2500,occupied,LSE-004751
PROP-01685,old-hickory,7852 Silver Oak Ct,St. Cloud,FL,34772,CTY-025,5,3.0,2499,2016,2016-08-01,405400,2520,occupied,LSE-004754
PROP-01686,old-hickory,5207 Hawthorn Ln,St. Cloud,FL,34772,CTY-025,5,3.5,2804,2016,2016-05-11,437500,2560,occupied,LSE-004758
PROP-01687,old-hickory,7398 Wren Hollow Trl,St. Cloud,FL,34772,CTY-025,5,3.0,2837,2024,2024-11-14,389800,2535,occupied,LSE-004760
PROP-01688,old-hickory,348 Hawthorn Ct,St. Cloud,FL,34772,CTY-025,5,3.5,2939,2017,2017-07-14,383600,2555,occupied,LSE-004763
PROP-01689,old-hickory,568 Ironwood Ln,St. Cloud,FL,34772,CTY-025,5,3.0,2828,2024,2024-04-17,416100,2415,occupied,LSE-004765
PROP-01690,old-hickory,6686 Magnolia Path,St. Cloud,FL,34772,CTY-025,5,3.0,2924,2019,2019-10-14,415800,2445,occupied,LSE-004767
PROP-01691,old-hickory,3671 Blue Heron Path,St. Cloud,FL,34772,CTY-025,5,3.5,2927,2023,2023-06-24,450500,2510,occupied,LSE-004769
PROP-01692,old-hickory,8523 Blue Heron Cir,St. Cloud,FL,34772,CTY-025,5,3.0,2862,2017,2017-07-11,357100,2390,occupied,LSE-004771
PROP-01693,old-hickory,5742 Cypress Dr,St. Cloud,FL,34772,CTY-025,5,3.0,2851,2018,2018-10-09,448000,2600,occupied,LSE-004774
PROP-01694,old-hickory,4278 Larkspur Way,St. Cloud,FL,34772,CTY-025,5,3.0,3257,2018,2018-07-16,418000,2665,occupied,LSE-004777
PROP-01695,old-hickory,3937 Silver Oak Ct,St. Cloud,FL,34772,CTY-025,5,3.0,2927,2016,2016-04-27,446700,2560,occupied,LSE-004780
PROP-01696,parkside-trails,6832 Bellflower Ln,Clermont,FL,34711,CTY-026,4,2.5,2509,2020,2020-05-13,466900,3140,occupied,LSE-004784
PROP-01697,parkside-trails,2666 Dovetail Ct,Clermont,FL,34711,CTY-026,3,2.0,2018,2017,2017-03-13,522600,2970,occupied,LSE-004786
PROP-01698,parkside-trails,5981 Silver Oak Dr,Clermont,FL,34711,CTY-026,3,2.0,1779,2016,2016-07-16,517300,2830,occupied,LSE-004789
PROP-01699,parkside-trails,5946 Copper Creek Trl,Clermont,FL,34711,CTY-026,4,2.5,2712,2016,2016-05-22,574300,3410,occupied,LSE-004791
PROP-01700,parkside-trails,8451 Juniper Cir,Clermont,FL,34711,CTY-026,4,3.0,2376,2016,2016-04-19,551900,3185,occupied,LSE-004794
PROP-01701,parkside-trails,6938 Blue Heron Cir,Clermont,FL,34711,CTY-026,5,3.5,2837,2024,2024-12-11,570100,3425,occupied,LSE-004796
PROP-01702,parkside-trails,1280 Ironwood Xing,Clermont,FL,34711,CTY-026,3,2.0,2362,2018,2018-04-04,433900,2920,occupied,LSE-004798
PROP-01703,parkside-trails,9574 Copper Creek Xing,Clermont,FL,34711,CTY-026,4,2.5,2125,2024,2024-02-13,492900,3060,occupied,LSE-004800
PROP-01704,parkside-trails,1289 Ironwood Path,Clermont,FL,34711,CTY-026,3,2.0,1812,2019,2019-11-22,507300,2960,occupied,LSE-004804
PROP-01705,parkside-trails,8237 Marigold Cir,Clermont,FL,34711,CTY-026,5,3.0,3029,2016,2016-12-04,668900,3740,occupied,LSE-004807
PROP-01706,parkside-trails,985 Hawthorn Way,Clermont,FL,34711,CTY-026,5,3.5,2940,2024,2024-05-07,532900,3420,occupied,LSE-004809
PROP-01707,parkside-trails,1588 Sable Dr,Clermont,FL,34711,CTY-026,5,3.0,2908,2017,2017-04-02,674700,3700,occupied,LSE-004812
PROP-01708,parkside-trails,1212 Summit Dr,Clermont,FL,34711,CTY-026,5,3.0,2969,2018,2018-04-11,552100,3730,occupied,LSE-004814
PROP-01709,parkside-trails,9182 Quail Run Dr,Clermont,FL,34711,CTY-026,3,2.5,1902,2021,2021-11-13,490100,2995,occupied,LSE-004817
PROP-01710,parkside-trails,8162 Windrose Dr,Clermont,FL,34711,CTY-026,3,2.0,2233,2024,2024-08-18,486700,3000,occupied,LSE-004818
PROP-01711,parkside-trails,9722 Juniper Dr,Clermont,FL,34711,CTY-026,4,2.5,2334,2019,2019-12-03,449400,3155,occupied,LSE-004821
PROP-01712,parkside-trails,4840 Tanglewood Ct,Clermont,FL,34711,CTY-026,4,3.0,2343,2020,2020-06-11,444500,3075,occupied,LSE-004823
PROP-01713,parkside-trails,4657 Sable Cir,Clermont,FL,34711,CTY-026,4,2.5,2514,2021,2021-12-19,536700,3275,occupied,LSE-004826
PROP-01714,parkside-trails,4526 Juniper Trl,Clermont,FL,34711,CTY-026,4,2.5,2422,2022,2022-03-23,563600,3365,occupied,LSE-004829
PROP-01715,parkside-trails,6925 Copper Creek Ct,Clermont,FL,34711,CTY-026,3,2.5,1858,2017,2017-04-23,512200,2850,occupied,LSE-004832
PROP-01716,parkside-trails,294 Blue Heron Cir,Clermont,FL,34711,CTY-026,5,3.0,2886,2023,2023-08-23,663900,3550,occupied,LSE-004834
PROP-01717,parkside-trails,1063 Dovetail Path,Clermont,FL,34711,CTY-026,5,3.0,2665,2024,2024-06-06,510600,3610,occupied,LSE-004836
PROP-01718,parkside-trails,4039 Bellflower Dr,Clermont,FL,34711,CTY-026,5,3.0,3031,2017,2017-08-24,544500,3575,occupied,LSE-004839
PROP-01719,parkside-trails,7616 Magnolia Ln,Clermont,FL,34711,CTY-026,5,3.5,2988,2018,2018-02-26,689900,3660,occupied,LSE-004841
PROP-01720,parkside-trails,3057 Summit Ct,Clermont,FL,34711,CTY-026,5,3.0,2766,2016,2016-12-08,639400,3540,occupied,LSE-004843
PROP-01721,parkside-trails,1830 Magnolia Trl,Clermont,FL,34711,CTY-026,5,3.0,2954,2019,2019-05-18,611200,3645,occupied,LSE-004846
PROP-01722,parkside-trails,5545 Copper Creek Dr,Clermont,FL,34711,CTY-026,5,3.5,2948,2016,2016-06-25,511400,3440,occupied,LSE-004849
PROP-01723,silverleaf-oaks,9256 Wren Hollow Path,Winter Garden,FL,34787,CTY-027,5,3.5,2959,2019,2019-05-21,592500,3605,occupied,LSE-004852
PROP-01724,silverleaf-oaks,9021 Sable Dr,Winter Garden,FL,34787,CTY-027,4,2.5,2292,2020,2020-11-21,552900,3390,occupied,LSE-004855
PROP-01725,silverleaf-oaks,1560 Sable Xing,Winter Garden,FL,34787,CTY-027,4,3.0,2042,2018,2018-11-11,530400,3270,occupied,LSE-004859
PROP-01726,silverleaf-oaks,4497 Quail Run Cir,Winter Garden,FL,34787,CTY-027,4,2.5,2110,2016,2016-04-01,462900,3230,occupied,LSE-004864
PROP-01727,silverleaf-oaks,335 Dovetail Trl,Winter Garden,FL,34787,CTY-027,3,2.5,1771,2016,2016-05-15,423000,2810,occupied,LSE-004867
PROP-01728,silverleaf-oaks,4957 Juniper Ct,Winter Garden,FL,34787,CTY-027,4,2.5,2491,2018,2018-04-26,511700,3320,occupied,LSE-004872
PROP-01729,silverleaf-oaks,886 Larkspur Ln,Winter Garden,FL,34787,CTY-027,4,2.5,2391,2020,2020-06-25,557600,3145,occupied,LSE-004875
PROP-01730,silverleaf-oaks,2394 Ironwood Trl,Winter Garden,FL,34787,CTY-027,4,3.0,2371,2021,2021-03-28,481200,3155,occupied,LSE-004878
PROP-01731,silverleaf-oaks,1499 Sable Cir,Winter Garden,FL,34787,CTY-027,5,3.0,3017,2023,2023-04-24,658400,3560,occupied,LSE-004881
PROP-01732,silverleaf-oaks,9313 Redbud Ct,Winter Garden,FL,34787,CTY-027,5,3.0,2975,2024,2024-02-13,550800,3495,occupied,LSE-004884
PROP-01733,silverleaf-oaks,2704 Wren Hollow Ct,Winter Garden,FL,34787,CTY-027,5,3.5,2781,2022,2022-03-28,625100,3590,occupied,LSE-004887
PROP-01734,silverleaf-oaks,754 Juniper Trl,Winter Garden,FL,34787,CTY-027,5,3.0,2764,2021,2021-01-15,510600,3575,occupied,LSE-004891
PROP-01735,silverleaf-oaks,3706 Willow Bend Way,Winter Garden,FL,34787,CTY-027,3,2.5,2003,2020,2020-07-01,504200,3120,turn,
PROP-01736,silverleaf-oaks,8131 Silver Oak Dr,Winter Garden,FL,34787,CTY-027,3,2.5,1821,2018,2018-04-24,478400,2830,occupied,LSE-004898
PROP-01737,silverleaf-oaks,9353 Cypress Path,Winter Garden,FL,34787,CTY-027,4,3.0,2314,2016,2016-12-02,501600,3245,occupied,LSE-004900
PROP-01738,silverleaf-oaks,4578 Larkspur Cir,Winter Garden,FL,34787,CTY-027,4,2.5,2340,2023,2023-11-05,562800,3385,occupied,LSE-004902
PROP-01739,silverleaf-oaks,7424 Marigold Trl,Winter Garden,FL,34787,CTY-027,3,2.5,1625,2022,2022-05-23,449800,2980,occupied,LSE-004905
PROP-01740,silverleaf-oaks,1750 Summit Way,Winter Garden,FL,34787,CTY-027,5,3.5,2901,2024,2024-09-21,613800,3640,occupied,LSE-004906
PROP-01741,silverleaf-oaks,1968 Dovetail Path,Winter Garden,FL,34787,CTY-027,4,3.0,2485,2022,2022-02-05,551400,3225,occupied,LSE-004909
PROP-01742,silverleaf-oaks,9653 Summit Way,Winter Garden,FL,34787,CTY-027,4,2.5,2321,2018,2018-09-13,535200,3190,occupied,LSE-004912
PROP-01743,silverleaf-oaks,8803 Willow Bend Ln,Winter Garden,FL,34787,CTY-027,3,2.5,1964,2023,2023-02-10,426300,2860,occupied,LSE-004914
PROP-01744,silverleaf-oaks,8185 Juniper Ln,Winter Garden,FL,34787,CTY-027,3,2.5,2150,2023,2023-03-01,498900,2985,occupied,LSE-004916
PROP-01745,silverleaf-oaks,5435 Quail Run Cir,Winter Garden,FL,34787,CTY-027,3,2.0,1756,2018,2018-08-08,506300,3080,occupied,LSE-004919
PROP-01746,silverleaf-oaks,5059 Bellflower Dr,Winter Garden,FL,34787,CTY-027,4,2.5,2286,2017,2017-06-26,483800,3155,occupied,LSE-004922
PROP-01747,silverleaf-oaks,1614 Sable Ct,Winter Garden,FL,34787,CTY-027,3,2.5,1500,2024,2024-02-10,460400,3045,occupied,LSE-004924
PROP-01748,silverleaf-oaks,9032 Windrose Dr,Winter Garden,FL,34787,CTY-027,4,3.0,2282,2024,2024-02-23,480700,3160,occupied,LSE-004927
PROP-01749,silverleaf-oaks,3635 Copper Creek Path,Winter Garden,FL,34787,CTY-027,3,2.0,1823,2017,2017-08-02,559100,3015,occupied,LSE-004929
